UF,COD,MUN,ARRECADACAO_TOTAL_IMPOSTOS
CE,2301109,Aracati,16230201.9156229
CE,2301208,Aracoiaba,1023963.06128486
CE,2301257,Ararendá,465044.212828082
CE,2301307,Araripe,879282.058036355
CE,2301406,Aratuba,239215.588785103
CE,2301505,Arneiroz,522373.149137665
CE,2301604,Assaré,1171783.75783382
CE,2301703,Aurora,953493.722130466
CE,2301802,Baixio,468535.621610459
CE,2301851,Banabuiú,1212932.86906739
CE,2301901,Barbalha,8829447.06342956
CE,2301950,Barreira,648341.943016643
CE,2302008,Barro,878931.86064744
CE,2302057,Barroquinha,254004.563711731
CE,2302107,Baturité,2647287.90231698
CE,2302206,Beberibe,7078399.14211497
CE,2302305,Bela Cruz,2315281.85958741
CE,2302404,Boa Viagem,2611375.69910927
CE,2302503,Brejo Santo,5309575.16878892
CE,2302602,Camocim,4922313.29278164
CE,2302701,Campos Sales,1524145.02422151
CE,2302800,Canindé,4531580.14323917
CE,2302909,Capistrano,429111.166613595
CE,2303006,Caridade,643700.38388654
CE,2303105,Cariré,1530156.27764397
CE,2303204,Caririaçu,867486.447971705
CE,2303303,Cariús,1001781.16827486
CE,2303402,Carnaubal,529935.488452776
CE,2303501,Cascavel,7547159.0004238
CE,2303600,Catarina,866826.381813444
CE,2303659,Catunda,80100.095585906
CE,2303709,Caucaia,62766449.9876781
CE,2303808,Cedro,1119273.84367609
CE,2303907,Chaval,442578.251791699
CE,2303931,Choró,220442.706981976
CE,2303956,Chorozinho,1037629.62183341
CE,2304004,Coreaú,513741.908223182
CE,2304103,Crateús,10370285.5649687
CE,2304202,Crato,18525398.5772182
CE,2304236,Croatá,1038837.86659191
CE,2304251,Cruz,1866199.73148094
CE,2304269,Deputado Irapuan Pinheiro,215099.358069651
CE,2304277,Ererê,451385.755613862
CE,2304285,Eusébio,80024535.3372183
CE,2304301,Farias Brito,1048056.63343636
CE,2304350,Forquilha,969014.669195337
CE,2304400,Fortaleza,1639424900.20841
CE,2304459,Fortim,7276917.69340545
CE,2304509,Frecheirinha,361774.47906469
CE,2304608,General Sampaio,258664.709223859
CE,2304657,Graça,310384.825234147
CE,2304707,Granja,2696741.00284687
CE,2304806,Granjeiro,361273.197229689
CE,2304905,Groaíras,406819.929877109
CE,2304954,Guaiúba,1310413.79619297
CE,2305001,Guaraciaba do Norte,2765694.27482177
CE,2305100,Guaramiranga,1951471.09808466
CE,2305209,Hidrolândia,411400.519109444
CE,2305233,Horizonte,11133850.0120506
CE,2305266,Ibaretama,512532.018863914
CE,2305308,Ibiapina,953495.122263549
CE,2305332,Ibicuitinga,535147.696695019
CE,2305357,Icapuí,2485966.61996978
CE,2305407,Icó,4680448.32396716
CE,2305506,Iguatu,13383587.7749882
CE,2305605,Independência,1290798.38302497
CE,2305654,Ipaporanga,303992.792028727
CE,2305704,Ipaumirim,398231.134022682
CE,2305803,Ipu,1981887.84561457
CE,2305902,Ipueiras,1539693.09694161
CE,2306009,Iracema,958125.709410592
CE,2306108,Irauçuba,1120114.71334456
CE,2306207,Itaiçaba,592590.551524895
CE,2306256,Itaitinga,8196766.80735088
CE,2306306,Itapagé,1714083.06762483
CE,2306405,Itapipoca,11894347.5693333
CE,2306504,Itapiúna,448298.66218484
CE,2306553,Itarema,4372214.75962116
CE,2306603,Itatira,1000299.34537593
CE,2306702,Jaguaretama,810644.795585422
CE,2306801,Jaguaribara,530030.499192973
CE,2306900,Jaguaribe,2944390.9317797
CE,2307007,Jaguaruana,1054865.9883596
CE,2307106,Jardim,1064299.97224167
CE,2307205,Jati,2551492.14733326
CE,2307254,Jijoca de Jericoacoara,9212858.09478059
CE,2307304,Juazeiro do Norte,60476893.1031707
CE,2307403,Jucás,1251197.57280396
CE,2307502,Lavras da Mangabeira,1800395.98963892
CE,2307601,Limoeiro do Norte,8559614.56791843
CE,2307635,Madalena,840058.042604144
CE,2307650,Maracanaú,59667098.3986431
CE,2307700,Maranguape,8496307.35055118
CE,2307809,Marco,1658393.33327566
CE,2307908,Martinópole,247567.398011326
CE,2308005,Massapê,1247748.66036857
CE,2308104,Mauriti,2541018.10219994
CE,2308203,Meruoca,415250.105526441
CE,2308302,Milagres,1579674.28177886
CE,2308351,Milhã,826935.133729829
CE,2308377,Miraíma,245694.984140472
CE,2308401,Missão Velha,4198839.83926489
CE,2308500,Mombaça,1950996.6735033
CE,2308609,Monsenhor Tabosa,670394.110875724
CE,2308708,Morada Nova,3502825.447021
CE,2308807,Moraújo,547791.421561233
CE,2308906,Morrinhos,512267.778363171
CE,2309003,Mucambo,460993.981698728
CE,2309102,Mulungu,314786.607727266
CE,2309201,Nova Olinda,827099.69296097
CE,2309300,Nova Russas,2327547.94172098
CE,2309409,Novo Oriente,806095.829871731
CE,2309458,Ocara,814785.517367217
CE,2309508,Orós,1109366.27631825
CE,2309607,Pacajus,6123405.69281967
CE,2309706,Pacatuba,10135791.8198678
CE,2309805,Pacoti,499397.078076732
CE,2309904,Pacujá,302194.969863217
CE,2310001,Palhano,745025.481529718
CE,2310100,Palmácia,310913.993480443
CE,2310209,Paracuru,3827453.42094188
CE,2310258,Paraipaba,1418854.9240628
CE,2310298,Cococi,
CE,2310308,Parambu,963316.671188909
CE,2310407,Paramoti,352606.17171729
CE,2310506,Pedra Branca,956858.888144205
CE,2310605,Penaforte,4779365.52094389
CE,2310704,Pentecoste,1353511.90977374
CE,2310803,Pereiro,3365380.76235566
CE,2310852,Pindoretama,1529901.00038835
CE,2310902,Piquet Carneiro,656368.948720636
CE,2310951,Pires Ferreira,738860.659664383
CE,2311009,Poranga,189156.430649286
CE,2311108,Porteiras,636127.050364033
CE,2311207,Potengi,296497.833477148
CE,2311231,Potiretama,311001.365887777
CE,2311264,Quiterianópolis,1061050.78135396
CE,2311306,Quixadá,8069345.21897315
CE,2311355,Quixelô,711264.152848651
CE,2311405,Quixeramobim,6106951.32882815
CE,2311504,Quixeré,2732885.58711682
CE,2311603,Redenção,1900126.47417525
CE,2311702,Reriutaba,654582.170339885
CE,2311801,Russas,6344462.84794869
CE,2311900,Saboeiro,275210.917842667
CE,2311959,Salitre,488192.484872147
CE,2312007,Santana do Acaraú,1204271.23552049
CE,2312106,Santana do Cariri,508899.909528426
CE,2312205,Santa Quitéria,2175282.4944922
CE,2312304,São Benedito,2491932.72551118
CE,2312403,São Gonçalo do Amarante,80612374.8217684
CE,2312502,São João do Jaguaribe,204198.486041534
CE,2312601,São Luís do Curu,338863.603944238
CE,2312700,Senador Pompeu,1232931.1083667
CE,2312809,Senador Sá,293446.46652086
CE,2312908,Sobral,51339188.3568634
CE,2313005,Solonópole,842111.201860022
CE,2313104,Tabuleiro do Norte,1894587.01431484
CE,2313203,Tamboril,1033388.90080307
CE,2313252,Tarrafas,132906.790089434
CE,2313302,Tauá,8066691.51032721
CE,2313351,Tejuçuoca,624402.406019052
CE,2313401,Tianguá,6774744.33092936
CE,2313500,Trairi,6866692.8245034
CE,2313559,Tururu,384741.90314988
CE,2313609,Ubajara,2218631.21992787
CE,2313708,Umari,487498.218881986
CE,2313757,Umirim,809065.722417189
CE,2313807,Uruburetama,781212.223652938
CE,2313906,Uruoca,844476.565149947
CE,2313955,Varjota,1445434.9376794
CE,2314003,Várzea Alegre,3000922.6025654
CE,2314102,Viçosa do Ceará,2316924.0806382
CE,2399919,Entre Rios,
CE,2399929,Mecejana,
CE,2399939,Vertentes,
DF,5300108,Brasília,
ES,3200102,Afonso Cláudio,2545974.4912547
ES,3200136,Águia Branca,1072388.93597154
ES,3200169,Água Doce do Norte,946351.930480826
ES,3200201,Alegre,4153800.87111993
ES,3200300,Alfredo Chaves,6538621.94897487
ES,3200359,Alto Rio Novo,605873.396968743
ES,3200409,Anchieta,67212990.324785
ES,3200508,Apiacá,1134522.13405564
ES,3200607,Aracruz,96625151.1992433
ES,3200706,Atilio Vivacqua,1221772.35541668
ES,3200805,Baixo Guandu,4755552.72419812
ES,3200904,Barra de São Francisco,7854534.00111181
ES,3201001,Boa Esperança,1222498.87062599
ES,3201100,Bom Jesus do Norte,1118947.52547998
ES,3201159,Brejetuba,1538744.71961861
ES,3201209,Cachoeiro de Itapemirim,67264784.6734921
ES,3201308,Cariacica,102065724.768182
ES,3201407,Castelo,5493907.29349059
ES,3201506,Colatina,34071391.5235604
ES,3201605,Conceição da Barra,7024571.73862698
ES,3201704,Conceição do Castelo,1831214.07788046
ES,3201803,Divino de São Lourenço,470570.727868343
ES,3201902,Domingos Martins,8723182.2689165
ES,3202009,Dores do Rio Preto,1112373.06467835
ES,3202108,Ecoporanga,3223897.43740627
ES,3202207,Fundão,4959351.43890795
ES,3202256,Governador Lindenberg,701849.223769193
ES,3202306,Guaçuí,5292641.28229559
ES,3202405,Guarapari,75815593.0915633
ES,3202454,Ibatiba,2283692.13731809
ES,3202504,Ibiraçu,3163994.01023683
ES,3202553,Ibitirama,858600.892286248
ES,3202603,Iconha,3394097.04056322
ES,3202652,Irupi,818373.909726882
ES,3202702,Itaguaçu,1463186.91218862
ES,3202801,Itapemirim,10090358.5680922
ES,3202900,Itarana,1312137.24205823
ES,3203007,Iúna,2402557.84066187
ES,3203056,Jaguaré,5906365.48360495
ES,3203106,Jerônimo Monteiro,1254925.31174189
ES,3203130,João Neiva,3245286.56788451
ES,3203163,Laranja da Terra,1302799.19208102
ES,3203205,Linhares,70745214.4225655
ES,3203304,Mantenópolis,1526132.98753691
ES,3203320,Marataízes,10415240.7610485
ES,3203346,Marechal Floriano,4547483.1932897
ES,3203353,Marilândia,1038102.86681547
ES,3203403,Mimoso do Sul,3723224.52934362
ES,3203502,Montanha,3433193.96699251
ES,3203601,Mucurici,582552.038387288
ES,3203700,Muniz Freire,2009923.70017332
ES,3203809,Muqui,1412701.14940135
ES,3203908,Nova Venécia,7885874.65184357
ES,3204005,Pancas,1977085.70028053
ES,3204054,Pedro Canário,3208150.98685596
ES,3204104,Pinheiros,4160492.67640851
ES,3204203,Piúma,5829463.26462761
ES,3204252,Ponto Belo,809959.65866811
ES,3204302,Presidente Kennedy,6063033.98524261
ES,3204351,Rio Bananal,1247461.81259079
ES,3204401,Rio Novo do Sul,4228888.28512096
ES,3204500,Santa Leopoldina,1333018.66274005
ES,3204559,Santa Maria de Jetibá,5620833.15394021
ES,3204609,Santa Teresa,4459755.22395449
ES,3204658,São Domingos do Norte,1173720.06495723
ES,3204708,São Gabriel da Palha,4000805.97336011
ES,3204807,São José do Calçado,2132105.08790453
ES,3204906,São Mateus,31523767.8293947
ES,3204955,São Roque do Canaã,980844.71672131
ES,3205002,Serra,306958567.59825
ES,3205010,Sooretama,2126313.27585285
ES,3205036,Vargem Alta,2370370.50945292
ES,3205069,Venda Nova do Imigrante,4885434.78576069
ES,3205101,Viana,30945599.8692536
ES,3205150,Vila Pavão,745841.692444108
ES,3205176,Vila Valério,1107879.44781533
ES,3205200,Vila Velha,271533344.801227
ES,3205309,Vitória,600733532.009585
ES,3299919,Riacho,
ES,3299929,Ponte do Itabapoana,
GO,5200050,Abadia de Goiás,4290298.10675564
GO,5200100,Abadiânia,4471159.9284874
GO,5200134,Acreúna,7268310.47528717
GO,5200159,Adelândia,271892.110081446
GO,5200175,Água Fria de Goiás,1081610.6535238
GO,5200209,Água Limpa,190826.261161976
GO,5200258,Águas Lindas de Goiás,40998059.7376288
GO,5200308,Alexânia,9428133.74994921
GO,5200506,Aloândia,42710.3775810584
GO,5200555,Alto Horizonte,33029905.6651052
GO,5200605,Alto Paraíso de Goiás,1837899.09790872
GO,5200803,Alvorada do Norte,1125985.80472663
GO,5200829,Amaralina,343176.608768247
GO,5200852,Americano do Brasil,386600.13105697
GO,5200902,Amorinópolis,321501.071579803
GO,5201108,Anápolis,205363628.501444
GO,5201207,Anhanguera,98242.5687505809
GO,5201306,Anicuns,3600326.11277488
GO,5201405,Aparecida de Goiânia,255969639.367889
GO,5201454,Aparecida do Rio Doce,1592353.75363258
GO,5201504,Aporé,3346049.0274334
GO,5201603,Araçu,317893.928719949
GO,5201702,Aragarças,1845239.33919028
GO,5201801,Aragoiânia,2900421.49093462
GO,5202155,Araguapaz,958304.208428251
GO,5202353,Arenópolis,663629.693557149
GO,5202502,Aruanã,4510225.54937699
GO,5202601,Aurilândia,481841.26580253
GO,5202809,Avelinópolis,300967.224040917
GO,5203104,Baliza,697803.259712093
GO,5203203,Barro Alto,11747561.326665
GO,5203302,Bela Vista de Goiás,10052406.2119931
GO,5203401,Bom Jardim de Goiás,1229211.3394171
GO,5203500,Bom Jesus de Goiás,4130892.33468331
GO,5203559,Bonfinópolis,858248.304926575
GO,5203575,Bonópolis,403364.288597007
GO,5203609,Brazabrantes,489987.116990851
GO,5203807,Britânia,1749467.53862018
GO,5203906,Buriti Alegre,2695995.06527865
GO,5203939,Buriti de Goiás,413242.601892193
GO,5203962,Buritinópolis,51985.1873592342
GO,5204003,Cabeceiras,597577.692220563
GO,5204102,Cachoeira Alta,2658600.70409742
GO,5204201,Cachoeira de Goiás,251215.929420557
GO,5204250,Cachoeira Dourada,2646411.58312518
GO,5204300,Caçu,8930761.96865096
GO,5204409,Caiapônia,4554948.6362153
GO,5204508,Caldas Novas,58068491.0249613
GO,5204557,Caldazinha,400441.95954683
GO,5204607,Campestre de Goiás,160217.823617011
GO,5204656,Campinaçu,819054.40517738
GO,5204706,Campinorte,1672187.45466685
GO,5204805,Campo Alegre de Goiás,5580484.46750517
GO,5204854,Campo Limpo de Goiás,803051.817460648
GO,5204904,Campos Belos,1023775.05879979
GO,5204953,Campos Verdes,671733.92711449
GO,5205000,Carmo do Rio Verde,659877.470240694
GO,5205059,Castelândia,511797.779843538
GO,5205109,Catalão,6175794.59034653
GO,5205208,Caturaí,439980.16381713
GO,5205307,Cavalcante,1047777.67358782
GO,5205406,Ceres,8181746.12834944
GO,5205455,Cezarina,3557717.12602763
GO,5205471,Chapadão do Céu,9668924.91071505
GO,5205497,Cidade Ocidental,18161155.432737
GO,5205513,Cocalzinho de Goiás,4517932.64091237
GO,5205521,Colinas do Sul,139793.641267601
GO,5205703,Córrego do Ouro,384689.399014049
GO,5205802,Corumbá de Goiás,1214922.45817835
GO,5205901,Corumbaíba,1991390.87195658
GO,5206206,Cristalina,17341384.1047151
GO,5206305,Cristianópolis,466550.766282784
GO,5206404,Crixás,5992992.42521027
GO,5206503,Cromínia,361892.541568613
GO,5206602,Cumari,1387564.37040047
GO,5206701,Damianópolis,134868.275674441
GO,5206800,Damolândia,429770.890859015
GO,5206909,Davinópolis,333164.029719614
GO,5207105,Diorama,276461.354645724
GO,5207253,Doverlândia,1586407.52690374
GO,5207352,Edealina,1033843.3542554
GO,5207402,Edéia,7580981.94863703
GO,5207501,Estrela do Norte,581946.421848921
GO,5207535,Faina,552055.519172496
GO,5207600,Fazenda Nova,906117.039477453
GO,5207808,Firminópolis,1931548.29159628
GO,5207907,Flores de Goiás,1183485.83422174
GO,5208004,Formosa,32662307.3435939
GO,5208103,Formoso,369262.462594316
GO,5208152,Gameleira de Goiás,775737.098112647
GO,5208301,Divinópolis de Goiás,257424.252856625
GO,5208400,Goianápolis,1644707.24266565
GO,5208509,Goiandira,638345.485158453
GO,5208608,Goianésia,25261833.9540511
GO,5208707,Goiânia,1569564226.35396
GO,5208806,Goianira,16525013.8657795
GO,5208905,Goiás,4567744.19602628
GO,5209101,Goiatuba,14801828.5637542
GO,5209150,Gouvelândia,457378.448297762
GO,5209200,Guapó,3597824.40490144
GO,5209291,Guaraíta,267507.836944904
GO,5209408,Guarani de Goiás,547460.538828693
GO,5209457,Guarinos,137867.412025171
GO,5209606,Heitoraí,204524.219566691
GO,5209705,Hidrolândia,9124484.26918478
GO,5209804,Hidrolina,221654.90425292
GO,5209903,Iaciara,1142775.08944134
GO,5209937,Inaciolândia,1277626.82337254
GO,5209952,Indiara,4893669.20605128
GO,5210000,Inhumas,13155120.8078623
GO,5210109,Ipameri,8679824.90676247
GO,5210158,Ipiranga de Goiás,251104.852195972
GO,5210208,Iporá,8954407.59566105
GO,5210307,Israelândia,266907.010605437
GO,5210406,Itaberaí,10841265.7779125
GO,5210562,Itaguari,579758.521580748
GO,5210604,Itaguaru,831253.882689563
GO,5210802,Itajá,1053681.48602876
GO,5210901,Itapaci,4180447.43465186
GO,5211008,Itapirapuã,2046412.40946014
GO,5211206,Itapuranga,5828016.96989197
GO,5211305,Itarumã,2967049.99322161
GO,5211404,Itauçu,1303468.20267919
GO,5211503,Itumbiara,52302577.8554874
GO,5211602,Ivolândia,836715.283848426
GO,5211701,Jandaia,3359500.05980363
GO,5211800,Jaraguá,4024066.95013388
GO,5211909,Jataí,63452827.2485256
GO,5212006,Jaupaci,531866.933575592
GO,5212055,Jesúpolis,222483.885611913
GO,5212105,Joviânia,2055792.75234619
GO,5212204,Jussara,7775380.31685007
GO,5212253,Lagoa Santa,456408.038111307
GO,5212303,Leopoldo de Bulhões,1015781.47336642
GO,5212501,Luziânia,47874576.2719468
GO,5212600,Mairipotaba,377720.774251316
GO,5212709,Mambaí,979792.673134554
GO,5212808,Mara Rosa,1966719.26537559
GO,5212907,Marzagão,329017.447551728
GO,5212956,Matrinchã,993993.853729642
GO,5213004,Maurilândia,1272001.90923583
GO,5213053,Mimoso de Goiás,486245.253633472
GO,5213087,Minaçu,5835642.72036253
GO,5213103,Mineiros,34484902.9578428
GO,5213400,Moiporá,211748.690869926
GO,5213509,Monte Alegre de Goiás,416756.320487431
GO,5213707,Montes Claros de Goiás,2157595.84926947
GO,5213756,Montividiu,4597044.17073998
GO,5213772,Montividiu do Norte,353759.942922
GO,5213806,Morrinhos,14749870.6798448
GO,5213855,Morro Agudo de Goiás,155779.863326209
GO,5213905,Mossâmedes,1259486.7606934
GO,5214002,Mozarlândia,2487355.93151138
GO,5214051,Mundo Novo,2043059.00353856
GO,5214101,Mutunópolis,640804.488118084
GO,5214408,Nazário,670192.737889017
GO,5214507,Nerópolis,12015815.2550389
GO,5214606,Niquelândia,8742226.75602296
GO,5214705,Nova América,256398.739996749
GO,5214804,Nova Aurora,175988.553398151
GO,5214838,Nova Crixás,3542200.43064893
GO,5214861,Nova Glória,714509.329679609
GO,5214879,Nova Iguaçu de Goiás,116892.956859368
GO,5214903,Nova Roma,835369.853400814
GO,5215009,Nova Veneza,2763190.44708871
GO,5215207,Novo Brasil,440166.104567769
GO,5215231,Novo Gama,14801280.055208
GO,5215256,Novo Planalto,274638.104422245
GO,5215306,Orizona,2736579.68183121
GO,5215405,Ouro Verde de Goiás,277943.167287267
GO,5215504,Ouvidor,6877589.18328202
GO,5215603,Padre Bernardo,6460424.71459829
GO,5215652,Palestina de Goiás,761427.348223661
GO,5215702,Palmeiras de Goiás,6005407.87880659
GO,5215801,Palmelo,162747.879484085
GO,5215900,Palminópolis,322525.394582992
GO,5216007,Panamá,1006035.2854503
GO,5216304,Paranaiguara,1487992.94180296
GO,5216403,Paraúna,5682361.97662956
GO,5216452,Perolândia,3676392.21125311
GO,5216809,Petrolina de Goiás,2915202.94719788
GO,5216908,Pilar de Goiás,1301612.85709735
GO,5217104,Piracanjuba,6670666.13057742
GO,5217203,Piranhas,2327929.88571716
GO,5217302,Pirenópolis,8114872.27453659
GO,5217401,Pires do Rio,6626484.94652916
GO,5217609,Planaltina,15537396.0027048
GO,5217708,Pontalina,3755567.11120663
GO,5218003,Porangatu,12175125.894992
GO,5218052,Porteirão,2017914.95205156
GO,5218102,Portelândia,544191.192179019
GO,5218300,Posse,6569344.58198953
GO,5218391,Professor Jamil,1435430.02260709
GO,5218508,Quirinópolis,19400062.4937349
GO,5218607,Rialma,2007739.85841057
GO,5218706,Rianápolis,530413.18514002
GO,5218789,Rio Quente,9605512.95518729
GO,5218805,Rio Verde,131815388348
GO,5218904,Rubiataba,2626639.35505189
GO,5219001,Sanclerlândia,1785970.29539606
GO,5219100,Santa Bárbara de Goiás,760814.254051467
GO,5219209,Santa Cruz de Goiás,1065283.31699089
GO,5219258,Santa Fé de Goiás,891204.740008283
GO,5219308,Santa Helena de Goiás,11319337.6700505
GO,5219357,Santa Isabel,914336.713067228
GO,5219407,Santa Rita do Araguaia,922594.455232695
GO,5219456,Santa Rita do Novo Destino,457796.334171767
GO,5219506,Santa Rosa de Goiás,383146.325848822
GO,5219605,Santa Tereza de Goiás,224229.518201405
GO,5219704,Santa Terezinha de Goiás,910664.599929368
GO,5219712,Santo Antônio da Barra,516395.380949266
GO,5219738,Santo Antônio de Goiás,4379940.23239087
GO,5219753,Santo Antônio do Descoberto,6539431.52336102
GO,5219803,São Domingos,759262.537329625
GO,5219902,São Francisco de Goiás,1179574.54963263
GO,5220009,São João d'Aliança,1294129.10986782
GO,5220058,São João da Paraúna,346993.159566567
GO,5220108,São Luís de Montes Belos,8500687.88999951
GO,5220157,São Luíz do Norte,1091766.82912731
GO,5220207,São Miguel do Araguaia,4896050.82729679
GO,5220264,São Miguel do Passa Quatro,898098.020857421
GO,5220280,São Patrício,60588.6923040724
GO,5220405,São Simão,3429775.59079292
GO,5220454,Senador Canedo,51819714.7045202
GO,5220504,Serranópolis,3437113.79256439
GO,5220603,Silvânia,5861885.70707284
GO,5220686,Simolândia,368353.145394253
GO,5220702,Sítio d'Abadia,617402.120127262
GO,5221007,Taquaral de Goiás,609560.256807425
GO,5221080,Teresina de Goiás,192005.132188329
GO,5221197,Terezópolis de Goiás,1234597.85653514
GO,5221304,Três Ranchos,432022.561291123
GO,5221403,Trindade,34684845.8804176
