UF,COD,MUN,POUPANCA
RS,4314472,Pinhal Grande,548.9520887895
RS,4314498,Pinheirinho do Vale,442.7450891357
RS,4314506,Pinheiro Machado,24257.5511355001
RS,4314548,Pinto Bandeira,
RS,4314555,Pirapó,
RS,4314605,Piratini,34902.0469222521
RS,4314704,Planalto,12764.6362651902
RS,4314753,Poço das Antas,
RS,4314779,Pontão,739.0793276617
RS,4314787,Ponte Preta,
RS,4314803,Portão,58751.35616579
RS,4314902,Porto Alegre,17687245.8679567
RS,4315008,Porto Lucena,5738.2770472938
RS,4315057,Porto Mauá,
RS,4315073,Porto Vera Cruz,
RS,4315107,Porto Xavier,12346.1306587121
RS,4315131,Pouso Novo,3996.5380825375
RS,4315149,Presidente Lucena,
RS,4315156,Progresso,1642.2043858702
RS,4315172,Protásio Alves,
RS,4315206,Putinga,3079.41100404
RS,4315305,Quaraí,27978.621936315
RS,4315313,Quatro Irmãos,
RS,4315321,Quevedos,978.01368369
RS,4315354,Quinze de Novembro,
RS,4315404,Redentora,1849.9717551088
RS,4315453,Relvado,
RS,4315503,Restinga Seca,44305.3359350535
RS,4315552,Rio dos Índios,
RS,4315602,Rio Grande,443145.185423907
RS,4315701,Rio Pardo,66328.8429004141
RS,4315750,Riozinho,3750.9133667741
RS,4315800,Roca Sales,29941.4923634199
RS,4315909,Rodeio Bonito,5377.2181396426
RS,4315958,Rolador,
RS,4316006,Rolante,46798.4236060398
RS,4316105,Ronda Alta,14887.2536337245
RS,4316204,Rondinha,2511.5521187775
RS,4316303,Roque Gonzales,11627.6710801335
RS,4316402,Rosário do Sul,51430.4811081027
RS,4316428,Sagrada Família,
RS,4316436,Saldanha Marinho,2021.925069953
RS,4316451,Salto do Jacuí,8998.1168719281
RS,4316477,Salvador das Missões,
RS,4316501,Salvador do Sul,22203.3998046146
RS,4316600,Sananduva,59920.4981702351
RS,4316709,Santa Bárbara do Sul,4423.1372260228
RS,4316733,Santa Cecília do Sul,
RS,4316758,Santa Clara do Sul,764.2105082553
RS,4316808,Santa Cruz do Sul,432094.919384859
RS,4316907,Santa Maria,698795.701243025
RS,4316956,Santa Maria do Herval,4422.2534037309
RS,4316972,Santa Margarida do Sul,
RS,4317004,Santana da Boa Vista,10692.5083389171
RS,4317103,Santana do Livramento,126011.746449203
RS,4317202,Santa Rosa,142100.385412201
RS,4317251,Santa Tereza,
RS,4317301,Santa Vitória do Palmar,60146.853809893
RS,4317400,Santiago,99844.4933604903
RS,4317509,Santo Ângelo,175557.399951179
RS,4317558,Santo Antônio do Palma,
RS,4317608,Santo Antônio da Patrulha,108584.247537257
RS,4317707,Santo Antônio das Missões,5744.8243328261
RS,4317756,Santo Antônio do Planalto,469.44789828
RS,4317806,Santo Augusto,24357.5556278226
RS,4317905,Santo Cristo,39801.3731604413
RS,4317954,Santo Expedito do Sul,
RS,4318002,São Borja,93653.4634679808
RS,4318051,São Domingos do Sul,1815.1950980678
RS,4318101,São Francisco de Assis,28321.1236385879
RS,4318200,São Francisco de Paula,53298.1021818296
RS,4318309,São Gabriel,100727.343447816
RS,4318408,São Jerônimo,58324.5942589915
RS,4318424,São João da Urtiga,1999.932333567
RS,4318432,São João do Polêsine,
RS,4318440,São Jorge,3560.0497551708
RS,4318457,São José das Missões,
RS,4318465,São José do Herval,
RS,4318481,São José do Hortêncio,3770.4178371335
RS,4318499,São José do Inhacorá,
RS,4318507,São José do Norte,59188.9453331994
RS,4318606,São José do Ouro,19031.3244086323
RS,4318614,São José do Sul,
RS,4318622,São José dos Ausentes,5146.687971031
RS,4318705,São Leopoldo,485953.850564445
RS,4318804,São Lourenço do Sul,108435.382110877
RS,4318903,São Luiz Gonzaga,70982.0141294648
RS,4319000,São Marcos,114270.444262165
RS,4319109,São Martinho,6149.2552880744
RS,4319125,São Martinho da Serra,2434.8932234976
RS,4319158,São Miguel das Missões,4322.9935973197
RS,4319208,São Nicolau,1188.1861871555
RS,4319307,São Paulo das Missões,7614.8986697165
RS,4319356,São Pedro da Serra,
RS,4319364,São Pedro das Missões,
RS,4319372,São Pedro do Butiá,
RS,4319406,São Pedro do Sul,47699.8470875686
RS,4319505,São Sebastião do Caí,71514.8767147207
RS,4319604,São Sepé,38461.8162169827
RS,4319703,São Valentim,
RS,4319711,São Valentim do Sul,
RS,4319737,São Valério do Sul,
RS,4319752,São Vendelino,2813.6167635195
RS,4319802,São Vicente do Sul,6897.2187799123
RS,4319901,Sapiranga,174074.322956062
RS,4320008,Sapucaia do Sul,217103.086974489
RS,4320107,Sarandi,67752.7147403717
RS,4320206,Seberi,7535.7615717331
RS,4320230,Sede Nova,
RS,4320263,Segredo,2473.2550487859
RS,4320305,Selbach,1917.5312186048
RS,4320321,Senador Salgado Filho,
RS,4320354,Sentinela do Sul,2443.3967315382
RS,4320404,Serafina Corrêa,76398.0810717278
RS,4320453,Sério,
RS,4320503,Sertão,8960.095449483
RS,4320552,Sertão Santana,12754.5598159916
RS,4320578,Sete de Setembro,
RS,4320602,Severiano de Almeida,2017.0172310185
RS,4320651,Silveira Martins,6332.7818620481
RS,4320677,Sinimbu,4829.6854169495
RS,4320701,Sobradinho,47816.3506169225
RS,4320800,Soledade,54965.0754686609
RS,4320859,Tabaí,
RS,4320909,Tapejara,65026.3124230187
RS,4321006,Tapera,12121.1326926045
RS,4321105,Tapes,43636.8158162506
RS,4321204,Taquara,124840.826736851
RS,4321303,Taquari,50595.031460374
RS,4321329,Taquaruçu do Sul,
RS,4321352,Tavares,5631.4483092851
RS,4321402,Tenente Portela,25430.0840423026
RS,4321436,Terra de Areia,17347.1927183371
RS,4321451,Teutônia,85936.7292186688
RS,4321469,Tio Hugo,
RS,4321477,Tiradentes do Sul,915.0815986884
RS,4321493,Toropi,
RS,4321501,Torres,130576.373998364
RS,4321600,Tramandaí,103706.932849493
RS,4321626,Travesseiro,
RS,4321634,Três Arroios,2168.5174979148
RS,4321667,Três Cachoeiras,29114.9653830168
RS,4321709,Três Coroas,38509.7443247408
RS,4321808,Três de Maio,72535.8568503323
RS,4321832,Três Forquilhas,
RS,4321857,Três Palmeiras,1194.148924875
RS,4321907,Três Passos,76294.134381955
RS,4321956,Trindade do Sul,2841.0646961108
RS,4322004,Triunfo,51412.2271150256
RS,4322103,Tucunduva,9932.3253475908
RS,4322152,Tunas,
RS,4322186,Tupanci do Sul,
RS,4322202,Tupanciretã,27594.9118009168
RS,4322251,Tupandi,3250.8786541594
RS,4322301,Tuparendi,14440.9605668836
RS,4322327,Turuçu,
RS,4322343,Ubiretama,
RS,4322350,União da Serra,
RS,4322376,Unistalda,
RS,4322400,Uruguaiana,143349.361946676
RS,4322509,Vacaria,208081.244724454
RS,4322525,Vale Verde,2676.0397604703
RS,4322533,Vale do Sol,5043.3844588666
RS,4322541,Vale Real,885.5225559197
RS,4322558,Vanini,
RS,4322608,Venâncio Aires,227142.644468085
RS,4322707,Vera Cruz,82835.3228530281
RS,4322806,Veranópolis,179547.347869677
RS,4322855,Vespasiano Correa,
RS,4322905,Viadutos,14481.9891727999
RS,4323002,Viamão,191511.582416368
RS,4323101,Vicente Dutra,3018.1087398488
RS,4323200,Victor Graeff,2146.8559761203
RS,4323309,Vila Flores,4489.3062007844
RS,4323358,Vila Lângaro,
RS,4323408,Vila Maria,1827.4684144582
RS,4323457,Vila Nova do Sul,521.849371935
RS,4323507,Vista Alegre,
RS,4323606,Vista Alegre do Prata,
RS,4323705,Vista Gaúcha,
RS,4323754,Vitória das Missões,
RS,4323770,Westfalia,
RS,4323804,Xangri-lá,4869.1922733951
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,
SC,4200101,Abelardo Luz,15139.5507702555
SC,4200200,Agrolândia,13313.7519923645
SC,4200309,Agronômica,
SC,4200408,Água Doce,12912.9460211201
SC,4200507,Águas de Chapecó,
SC,4200556,Águas Frias,
SC,4200606,Águas Mornas,
SC,4200705,Alfredo Wagner,9039.8065944202
SC,4200754,Alto Bela Vista,
SC,4200804,Anchieta,21169.2410910671
SC,4200903,Angelina,19832.1654130625
SC,4201000,Anita Garibaldi,12294.8287124924
SC,4201109,Anitápolis,
SC,4201208,Antônio Carlos,50154.415420383
SC,4201257,Apiúna,
SC,4201273,Arabutã,
SC,4201307,Araquari,25770.0261602154
SC,4201406,Araranguá,156179.337618774
SC,4201505,Armazém,
SC,4201604,Arroio Trinta,8134.1228269233
SC,4201653,Arvoredo,
SC,4201703,Ascurra,10780.7229918951
SC,4201802,Atalanta,4978.5044645366
SC,4201901,Aurora,11538.2120753744
SC,4201950,Balneário Arroio do Silva,
SC,4202008,Balneário Camboriú,421850.315119555
SC,4202057,Balneário Barra do Sul,
SC,4202073,Balneário Gaivota,
SC,4202081,Bandeirante,
SC,4202099,Barra Bonita,
SC,4202107,Barra Velha,56397.4687556265
SC,4202131,Bela Vista do Toldo,
SC,4202156,Belmonte,
SC,4202206,Benedito Novo,
SC,4202305,Biguaçu,138119.54698881
SC,4202404,Blumenau,790780.300394499
SC,4202438,Bocaina do Sul,
SC,4202453,Bombinhas,9792.9693240274
SC,4202503,Bom Jardim da Serra,2774.4367463076
SC,4202537,Bom Jesus,
SC,4202578,Bom Jesus do Oeste,
SC,4202602,Bom Retiro,12279.6925994409
SC,4202701,Botuverá,
SC,4202800,Braço do Norte,123842.216493475
SC,4202859,Braço do Trombudo,
SC,4202875,Brunópolis,
SC,4202909,Brusque,446308.292648842
SC,4203006,Caçador,176697.530707662
SC,4203105,Caibi,
SC,4203154,Calmon,
SC,4203204,Camboriú,65989.9001142411
SC,4203253,Capão Alto,
SC,4203303,Campo Alegre,
SC,4203402,Campo Belo do Sul,4821.3223578968
SC,4203501,Campo Erê,8850.8510763885
SC,4203600,Campos Novos,82263.3905095789
SC,4203709,Canelinha,
SC,4203808,Canoinhas,122490.088271755
SC,4203907,Capinzal,74856.6801185291
SC,4203956,Capivari de Baixo,59164.9224307569
SC,4204004,Catanduvas,23642.8772335243
SC,4204103,Caxambu do Sul,6406.6785938981
SC,4204152,Celso Ramos,
SC,4204178,Cerro Negro,
SC,4204194,Chapadão do Lageado,
SC,4204202,Chapecó,456512.949021627
SC,4204251,Cocal do Sul,61888.5656474305
SC,4204301,Concórdia,210563.380874666
SC,4204350,Cordilheira Alta,
SC,4204400,Coronel Freitas,14566.9923130936
SC,4204459,Coronel Martins,
SC,4204509,Corupá,46080.4103139651
SC,4204558,Correia Pinto,6415.177289045
SC,4204608,Criciúma,675289.768335801
SC,4204707,Cunha Porã,10305.5376868265
SC,4204756,Cunhataí,
SC,4204806,Curitibanos,97918.9985530073
SC,4204905,Descanso,13808.9523720571
SC,4205001,Dionísio Cerqueira,28852.6832422669
SC,4205100,Dona Emma,
SC,4205159,Doutor Pedrinho,
SC,4205175,Entre Rios,
SC,4205191,Ermo,
SC,4205209,Erval Velho,
SC,4205308,Faxinal dos Guedes,25760.5775748726
SC,4205357,Flor do Sertão,
SC,4205407,Florianópolis,2240366.95430878
SC,4205431,Formosa do Sul,
SC,4205456,Forquilhinha,51944.2312550653
SC,4205506,Fraiburgo,75676.9485870201
SC,4205555,Frei Rogério,
SC,4205605,Galvão,2306.3403960768
SC,4205704,Garopaba,44105.3138243348
SC,4205803,Garuva,12050.1832018228
SC,4205902,Gaspar,98469.2138076169
SC,4206009,Governador Celso Ramos,4779.0380242687
SC,4206108,Grão Pará,
SC,4206207,Gravatal,34457.6982644532
SC,4206306,Guabiruba,31115.8502319944
SC,4206405,Guaraciaba,12887.8380299232
SC,4206504,Guaramirim,78110.866980782
SC,4206603,Guarujá do Sul,
SC,4206652,Guatambú,
SC,4206702,Herval d'Oeste,43844.6041872071
SC,4206751,Ibiam,
SC,4206801,Ibicaré,
SC,4206900,Ibirama,39534.0742343457
SC,4207007,Içara,153744.476772924
SC,4207106,Ilhota,10070.3031334218
SC,4207205,Imaruí,11509.6672405625
SC,4207304,Imbituba,113063.54204414
SC,4207403,Imbuia,6473.7694565651
SC,4207502,Indaial,89471.2351969978
SC,4207577,Iomerê,
SC,4207601,Ipira,
SC,4207650,Iporã do Oeste,7367.8620259652
SC,4207684,Ipuaçu,
SC,4207700,Ipumirim,11546.1599129642
SC,4207759,Iraceminha,
SC,4207809,Irani,
SC,4207858,Irati,
SC,4207908,Irineópolis,7434.6098605744
SC,4208005,Itá,6844.1745661846
SC,4208104,Itaiópolis,35496.4436656668
SC,4208203,Itajaí,498287.018787901
SC,4208302,Itapema,125643.683031121
SC,4208401,Itapiranga,19138.0678271622
SC,4208450,Itapoá,23115.0870006593
SC,4208500,Ituporanga,74563.4816989961
SC,4208609,Jaborá,8599.2456839384
SC,4208708,Jacinto Machado,11940.7231235848
SC,4208807,Jaguaruna,55766.6917865076
SC,4208906,Jaraguá do Sul,434073.621606919
SC,4208955,Jardinópolis,
SC,4209003,Joaçaba,183356.891032049
SC,4209102,Joinville,1421520.51606964
SC,4209151,José Boiteux,
SC,4209177,Jupiá,
SC,4209201,Lacerdópolis,
SC,4209300,Lages,382284.437721384
SC,4209409,Laguna,131309.50371438
SC,4209458,Lajeado Grande,
SC,4209508,Laurentino,17152.0941978412
SC,4209607,Lauro Muller,43539.7257498123
SC,4209706,Lebon Régis,
SC,4209805,Leoberto Leal,7806.4885907281
SC,4209854,Lindóia do Sul,
SC,4209904,Lontras,16246.2647309268
SC,4210001,Luiz Alves,22617.7724480388
SC,4210035,Luzerna,
SC,4210050,Macieira,
SC,4210100,Mafra,125556.052488421
SC,4210209,Major Gercino,
SC,4210308,Major Vieira,5908.6482327284
SC,4210407,Maracajá,
SC,4210506,Maravilha,61825.8527678587
SC,4210555,Marema,
SC,4210605,Massaranduba,60209.1278410694
SC,4210704,Matos Costa,
SC,4210803,Meleiro,20403.0354196183
SC,4210852,Mirim Doce,
SC,4210902,Modelo,3908.6730206542
SC,4211009,Mondaí,15093.7307099242
SC,4211058,Monte Carlo,
SC,4211108,Monte Castelo,
SC,4211207,Morro da Fumaça,42548.8025726961
SC,4211256,Morro Grande,
SC,4211306,Navegantes,119903.704407148
SC,4211405,Nova Erechim,6611.2274498799
SC,4211454,Nova Itaberaba,
SC,4211504,Nova Trento,41936.1260215927
SC,4211603,Nova Veneza,45334.6611907505
SC,4211652,Novo Horizonte,
SC,4211702,Orleans,110115.130567647
SC,4211751,Otacílio Costa,16146.8128463046
SC,4211801,Ouro,
SC,4211850,Ouro Verde,
SC,4211876,Paial,
SC,4211892,Painel,
SC,4211900,Palhoça,294056.72648787
SC,4212007,Palma Sola,6497.0012943028
SC,4212056,Palmeira,
SC,4212106,Palmitos,43357.6220422213
SC,4212205,Papanduva,34745.1382754798
SC,4212239,Paraíso,
SC,4212254,Passo de Torres,
SC,4212270,Passos Maia,
SC,4212304,Paulo Lopes,9335.6022263911
SC,4212403,Pedras Grandes,
SC,4212502,Penha,45102.4823872895
SC,4212601,Peritiba,13688.8365472372
SC,4212650,Pescaria Brava,
SC,4212700,Petrolândia,5419.0640624111
SC,4212809,Piçarras,54764.5134387798
SC,4212908,Pinhalzinho,33418.4111939341
SC,4213005,Pinheiro Preto,
SC,4213104,Piratuba,
SC,4213153,Planalto Alegre,
SC,4213203,Pomerode,99118.7234339651
SC,4213302,Ponte Alta,
SC,4213351,Ponte Alta do Norte,
SC,4213401,Ponte Serrada,7992.2290957893
SC,4213500,Porto Belo,49269.3566523985
SC,4213609,Porto União,118539.918044355
SC,4213708,Pouso Redondo,21493.2814082993
SC,4213807,Praia Grande,7284.1850566451
SC,4213906,Presidente Castelo Branco,
SC,4214003,Presidente Getúlio,32464.5249837399
SC,4214102,Presidente Nereu,
SC,4214151,Princesa,
SC,4214201,Quilombo,20400.4303315363
SC,4214300,Rancho Queimado,10352.381143366
SC,4214409,Rio das Antas,
SC,4214508,Rio do Campo,6206.9561951942
SC,4214607,Rio do Oeste,12211.5048345533
SC,4214706,Rio dos Cedros,22316.9902206916
SC,4214805,Rio do Sul,240940.766079245
SC,4214904,Rio Fortuna,
SC,4215000,Rio Negrinho,79431.4952509782
SC,4215059,Rio Rufino,
SC,4215075,Riqueza,9267.5934136408
SC,4215109,Rodeio,12798.2687661455
SC,4215208,Romelândia,
SC,4215307,Salete,11032.8604278634
SC,4215356,Saltinho,
SC,4215406,Salto Veloso,
SC,4215455,Sangão,
SC,4215505,Santa Cecília,22282.2748186609
SC,4215554,Santa Helena,
SC,4215604,Santa Rosa de Lima,
SC,4215653,Santa Rosa do Sul,
SC,4215679,Santa Terezinha,
SC,4215687,Santa Terezinha do Progresso,
SC,4215695,Santiago do Sul,
SC,4215703,Santo Amaro da Imperatriz,91467.1557649242
SC,4215752,São Bernardino,
SC,4215802,São Bento do Sul,268042.46041266
SC,4215901,São Bonifácio,
SC,4216008,São Carlos,12514.9910330706
SC,4216057,São Cristovão do Sul,
SC,4216107,São Domingos,15026.9885632803
SC,4216206,São Francisco do Sul,90061.4499733504
SC,4216255,São João do Oeste,
SC,4216305,São João Batista,68093.3157871814
SC,4216354,São João do Itaperiú,
SC,4216404,São João do Sul,3145.9724484034
SC,4216503,São Joaquim,59412.2837260629
SC,4216602,São José,585040.195912559
SC,4216701,São José do Cedro,45163.0469661421
SC,4216800,São José do Cerrito,2229.3502862054
SC,4216909,São Lourenço do Oeste,67703.7592985834
SC,4217006,São Ludgero,35958.2976928095
SC,4217105,São Martinho,
SC,4217154,São Miguel da Boa Vista,
SC,4217204,São Miguel do Oeste,135806.851385412
SC,4217253,São Pedro de Alcântara,
SC,4217303,Saudades,4053.465426384
SC,4217402,Schroeder,10849.917526631
SC,4217501,Seara,44150.0942996337
SC,4217550,Serra Alta,
SC,4217600,Siderópolis,107995.519507513
SC,4217709,Sombrio,56341.1535243475
SC,4217758,Sul Brasil,
SC,4217808,Taió,38696.9094463278
SC,4217907,Tangará,21774.2021360841
SC,4217956,Tigrinhos,
SC,4218004,Tijucas,91206.2081083278
SC,4218103,Timbé do Sul,
SC,4218202,Timbó,157135.415008194
SC,4218251,Timbó Grande,
SC,4218301,Três Barras,6913.7060034773
SC,4218350,Treviso,
SC,4218400,Treze de Maio,17433.8628699832
SC,4218509,Treze Tílias,28033.11658118
SC,4218608,Trombudo Central,18989.1472712723
SC,4218707,Tubarão,433480.459589498
SC,4218756,Tunápolis,3839.2798446705
SC,4218806,Turvo,52750.6429651489
SC,4218855,União do Oeste,
SC,4218905,Urubici,19836.6090265259
SC,4218954,Urupema,
SC,4219002,Urussanga,95299.9390782139
SC,4219101,Vargeão,
SC,4219150,Vargem,
SC,4219176,Vargem Bonita,
SC,4219200,Vidal Ramos,10578.4353208659
SC,4219309,Videira,178568.247784625
SC,4219358,Vitor Meireles,
SC,4219408,Witmarsum,
SC,4219507,Xanxerê,112061.003166922
SC,4219606,Xavantina,7301.6698618069
SC,4219705,Xaxim,65878.8434679126
SC,4219853,Zortéa,
SC,4220000,Balneário Rincão,
SC,4299919,São Miguel,
SE,2800100,Amparo de São Francisco,
SE,2800209,Aquidabã,16216.16533146
SE,2800308,Aracaju,2042742.48151629
SE,2800407,Arauá,
SE,2800506,Areia Branca,7005.7285304186
SE,2800605,Barra dos Coqueiros,13871.3090974975
SE,2800670,Boquim,23757.8467624053
SE,2800704,Brejo Grande,
SE,2801009,Campo do Brito,15751.9459858471
SE,2801108,Canhoba,3088.4500558852
SE,2801207,Canindé de São Francisco,17398.3441522456
SE,2801306,Capela,31214.5119269834
SE,2801405,Carira,24486.4094798656
SE,2801504,Carmópolis,10077.1558189342
SE,2801603,Cedro de São João,
SE,2801702,Cristinápolis,9027.4282694407
SE,2801900,Cumbe,
SE,2802007,Divina Pastora,
SE,2802106,Estância,105477.238525851
SE,2802205,Feira Nova,
SE,2802304,Frei Paulo,33806.1230316497
SE,2802403,Gararu,1364.2002716485
SE,2802502,General Maynard,
SE,2802601,Gracho Cardoso,
SE,2802700,Ilha das Flores,
SE,2802809,Indiaroba,4522.3580917489
SE,2802908,Itabaiana,271241.854230641
SE,2803005,Itabaianinha,51129.6686907862
SE,2803104,Itabi,5805.361346924
SE,2803203,Itaporanga d'Ajuda,15167.5867509459
SE,2803302,Japaratuba,14657.635727231
SE,2803401,Japoatã,9935.0573210513
SE,2803500,Lagarto,175902.397795122
SE,2803609,Laranjeiras,14255.1990601045
SE,2803708,Macambira,
SE,2803807,Malhada dos Bois,
SE,2803906,Malhador,10151.9473114707
SE,2804003,Maruim,25716.3383313436
SE,2804102,Moita Bonita,
SE,2804201,Monte Alegre de Sergipe,
SE,2804300,Muribeca,
SE,2804409,Neópolis,40261.3208441555
SE,2804458,Nossa Senhora Aparecida,10293.6130864591
SE,2804508,Nossa Senhora da Glória,96020.8597956002
SE,2804607,Nossa Senhora das Dores,45913.3101460819
SE,2804706,Nossa Senhora de Lourdes,
SE,2804805,Nossa Senhora do Socorro,65900.4870507398
SE,2804904,Pacatuba,
SE,2805000,Pedra Mole,
SE,2805109,Pedrinhas,
SE,2805208,Pinhão,
SE,2805307,Pirambu,3768.4257366906
SE,2805406,Poço Redondo,6268.7480619322
SE,2805505,Poço Verde,31612.8388204527
SE,2805604,Porto da Folha,16918.2221308805
SE,2805703,Propriá,86097.3591073184
SE,2805802,Riachão do Dantas,10021.2063675739
SE,2805901,Riachuelo,6179.307871212
SE,2806008,Ribeirópolis,42333.8587414619
SE,2806107,Rosário do Catete,4745.4956556858
SE,2806206,Salgado,
SE,2806305,Santa Luzia do Itanhy,
SE,2806404,Santana do São Francisco,
SE,2806503,Santa Rosa de Lima,
SE,2806602,Santo Amaro das Brotas,4224.1078840072
SE,2806701,São Cristóvão,73911.7122003027
SE,2806800,São Domingos,
SE,2806909,São Francisco,
SE,2807006,São Miguel do Aleixo,
SE,2807105,Simão Dias,71434.2966237083
SE,2807204,Siriri,4714.9784095413
SE,2807303,Telha,
SE,2807402,Tobias Barreto,72749.1533593244
SE,2807501,Tomar do Geru,
SE,2807600,Umbaúba,37092.5729078412
SP,3500105,Adamantina,147987.258801366
SP,3500204,Adolfo,5185.7214137539
SP,3500303,Aguaí,60749.463537585
SP,3500402,Águas da Prata,1488.8082764043
SP,3500501,Águas de Lindóia,78146.2264354927
SP,3500550,Águas de Santa Bárbara,13221.1659193282
SP,3500600,Águas de São Pedro,16893.9187679979
SP,3500709,Agudos,76116.1120081949
SP,3500758,Alambari,
SP,3500808,Alfredo Marcondes,
SP,3500907,Altair,2320.9589042911
SP,3501004,Altinópolis,44198.4472546419
SP,3501103,Alto Alegre,
SP,3501152,Alumínio,12383.0788058692
SP,3501202,Álvares Florence,11375.1989292874
SP,3501301,Álvares Machado,53166.1094480433
SP,3501400,Álvaro de Carvalho,
SP,3501509,Alvinlândia,
SP,3501608,Americana,846415.056326873
SP,3501707,Américo Brasiliense,68479.9849771141
SP,3501806,Américo de Campos,15136.397449831
SP,3501905,Amparo,303744.352070353
SP,3502002,Analândia,9382.7200178697
SP,3502101,Andradina,142826.274785997
SP,3502200,Angatuba,49787.2288240202
SP,3502309,Anhembi,
SP,3502408,Anhumas,
SP,3502507,Aparecida,107955.889265975
SP,3502606,Aparecida d'Oeste,8273.6249874398
SP,3502705,Apiaí,52583.5379843721
SP,3502754,Araçariguama,
SP,3502804,Araçatuba,553097.396915662
SP,3502903,Araçoiaba da Serra,55153.6135775509
SP,3503000,Aramina,6179.3297480014
SP,3503109,Arandu,3539.4225679793
SP,3503158,Arapeí,
SP,3503208,Araraquara,654767.661926824
SP,3503307,Araras,340776.861815355
SP,3503356,Arco-Íris,
SP,3503406,Arealva,19117.1527414222
SP,3503505,Areias,
SP,3503604,Areiópolis,5548.9465610917
SP,3503703,Ariranha,28710.3283484123
SP,3503802,Artur Nogueira,113213.907343202
SP,3503901,Arujá,237586.93306648
SP,3503950,Aspásia,
SP,3504008,Assis,269213.048910421
SP,3504107,Atibaia,436064.56170497
SP,3504206,Auriflama,50471.2359595767
SP,3504305,Avaí,
SP,3504404,Avanhandava,10780.0539996751
SP,3504503,Avaré,202880.469016841
SP,3504602,Bady Bassitt,19874.486062161
SP,3504701,Balbinos,
SP,3504800,Bálsamo,20781.2242909072
SP,3504909,Bananal,35478.4294422014
SP,3505005,Barão de Antonina,
SP,3505104,Barbosa,3532.9627896046
SP,3505203,Bariri,136844.18048328
SP,3505302,Barra Bonita,153815.182556272
SP,3505351,Barra do Chapéu,
SP,3505401,Barra do Turvo,5956.1287413753
SP,3505500,Barretos,261602.161131273
SP,3505609,Barrinha,47649.2526367182
SP,3505708,Barueri,1040739.67052141
SP,3505807,Bastos,88263.6793005056
SP,3505906,Batatais,182583.913181672
SP,3506003,Bauru,996661.260335148
SP,3506102,Bebedouro,154619.12043901
SP,3506201,Bento de Abreu,
SP,3506300,Bernardino de Campos,26590.7982323984
SP,3506359,Bertioga,93013.0506482019
SP,3506409,Bilac,24505.5674218808
SP,3506508,Birigui,283538.881560468
SP,3506607,Biritiba-Mirim,57983.6309325494
SP,3506706,Boa Esperança do Sul,24406.2319217782
SP,3506805,Bocaina,22084.3253149702
SP,3506904,Bofete,10989.5780751028
SP,3507001,Boituva,124732.366427889
SP,3507100,Bom Jesus dos Perdões,41423.5979120862
SP,3507159,Bom Sucesso de Itararé,
SP,3507209,Borá,2439.4020297934
SP,3507308,Boracéia,5450.1238529327
SP,3507407,Borborema,33558.0892438374
SP,3507456,Borebi,
SP,3507506,Botucatu,450918.475986717
SP,3507605,Bragança Paulista,499631.903167114
SP,3507704,Braúna,17789.9483083317
SP,3507753,Brejo Alegre,
SP,3507803,Brodowski,65629.5732039633
SP,3507902,Brotas,66564.7661351491
SP,3508009,Buri,25324.5097193982
SP,3508108,Buritama,52301.8848216781
SP,3508207,Buritizal,9460.9190391235
SP,3508306,Cabrália Paulista,4992.1135776879
SP,3508405,Cabreúva,77616.0599457628
SP,3508504,Caçapava,212250.80458423
SP,3508603,Cachoeira Paulista,75069.5688441668
SP,3508702,Caconde,21673.8467400595
SP,3508801,Cafelândia,54720.0173617432
SP,3508900,Caiabu,1468.0060748976
SP,3509007,Caieiras,171380.360854642
SP,3509106,Caiuá,2312.9769389099
SP,3509205,Cajamar,160829.102194179
SP,3509254,Cajati,35657.3990809427
SP,3509304,Cajobi,13767.2403352398
SP,3509403,Cajuru,57723.1194991337
SP,3509452,Campina do Monte Alegre,
SP,3509502,Campinas,4193314.97500249
SP,3509601,Campo Limpo Paulista,138721.410280448
SP,3509700,Campos do Jordão,114858.673501111
SP,3509809,Campos Novos Paulista,
SP,3509908,Cananéia,10754.8956918627
SP,3509957,Canas,
SP,3510005,Cândido Mota,78814.6616723526
SP,3510104,Cândido Rodrigues,5293.6776814884
SP,3510153,Canitar,
SP,3510203,Capão Bonito,111443.444591496
SP,3510302,Capela do Alto,14293.327241282
SP,3510401,Capivari,160220.510914728
SP,3510500,Caraguatatuba,231701.672871766
SP,3510609,Carapicuíba,418599.001992358
SP,3510708,Cardoso,25609.2391962179
SP,3510807,Casa Branca,70600.9615864432
SP,3510906,Cássia dos Coqueiros,
SP,3511003,Castilho,23870.4680367119
SP,3511102,Catanduva,372002.64553931
SP,3511201,Catiguá,7586.163069301
SP,3511300,Cedral,28341.9787819249
SP,3511409,Cerqueira César,38687.7793870387
SP,3511508,Cerquilho,134166.994379045
SP,3511607,Cesário Lange,41548.2032916273
SP,3511706,Charqueada,28476.7678069327
SP,3511904,Clementina,12764.5015041675
SP,3512001,Colina,32780.3575671242
SP,3512100,Colômbia,7935.7125980477
SP,3512209,Conchal,61878.0731016974
SP,3512308,Conchas,36226.2126692946
SP,3512407,Cordeirópolis,85267.5886741185
SP,3512506,Coroados,
SP,3512605,Coronel Macedo,
SP,3512704,Corumbataí,13510.4833964213
SP,3512803,Cosmópolis,133705.669770206
SP,3512902,Cosmorama,14683.1799416085
SP,3513009,Cotia,494980.569150838
