UF,COD,MUN,DESP_SAUDE_SANEAMENTO
RS,4311254,Lagoão,7859221.67
RS,4311270,Lagoa dos Três Cantos,4871617.48
RS,4311304,Lagoa Vermelha,27222608.45
RS,4311403,Lajeado,140910334.8
RS,4311429,Lajeado do Bugre,4739436.3
RS,4311502,Lavras do Sul,13686727.28
RS,4311601,Liberato Salzano,7585269.5
RS,4311627,Lindolfo Collor,7584153.61
RS,4311643,Linha Nova,3903388.48
RS,4311700,Machadinho,9144945.66
RS,4311718,Maçambara,12076950.6
RS,4311734,Mampituba,5801665.55
RS,4311759,Manoel Viana,8981640.02
RS,4311775,Maquiné,8522056.44
RS,4311791,Maratá,5931610.57
RS,4311809,Marau,46978978.34
RS,4311908,Marcelino Ramos,7281707.23
RS,4311981,Mariana Pimentel,6183535.44
RS,4312005,Mariano Moro,5735387.86
RS,4312054,Marques de Souza,8802615.2
RS,4312104,Mata,7197932.95
RS,4312138,Mato Castelhano,6540248.34
RS,4312153,Mato Leitão,7401850.08
RS,4312179,Mato Queimado,5035109.28
RS,4312203,Maximiliano de Almeida,5974290.07
RS,4312252,Minas do Leão,10411049.26
RS,4312302,Miraguaí,8577434.98
RS,4312351,Montauri,5125225.03
RS,4312377,Monte Alegre dos Campos,6250744.42
RS,4312385,Monte Belo do Sul,7199985.66
RS,4312401,Montenegro,79653901.57
RS,4312427,Mormaço,4940783.07
RS,4312443,Morrinhos do Sul,6137317.95
RS,4312450,Morro Redondo,7759292.28
RS,4312476,Morro Reuter,8178092.8
RS,4312500,Mostardas,16242419.84
RS,4312609,Muçum,8392668.57
RS,4312617,Muitos Capões,8217309.53
RS,4312625,Muliterno,5293802.3
RS,4312658,Não-Me-Toque,22594404.29
RS,4312674,Nicolau Vergueiro,5637289.6
RS,4312708,Nonoai,13888454.58
RS,4312757,Nova Alvorada,8388193.81
RS,4312807,Nova Araçá,8450887.29
RS,4312906,Nova Bassano,12417720.25
RS,4312955,Nova Boa Vista,6191983.33
RS,4313003,Nova Bréscia,7967132.8
RS,4313011,Nova Candelária,7074540.78
RS,4313037,Nova Esperança do Sul,9076800.69
RS,4313060,Nova Hartz,14397867.35
RS,4313086,Nova Pádua,4354064.1
RS,4313102,Nova Palma,8745461.63
RS,4313201,Nova Petrópolis,33157348.78
RS,4313300,Nova Prata,44098976.45
RS,4313334,Nova Ramada,6531845.31
RS,4313359,Nova Roma do Sul,7050219.47
RS,4313375,Nova Santa Rita,36473293.68
RS,4313391,Novo Cabrais,7950955.74
RS,4313409,Novo Hamburgo,445511173.08
RS,4313425,Novo Machado,6318383.54
RS,4313441,Novo Tiradentes,4991030.39
RS,4313466,Novo Xingu,5319722.46
RS,4313490,Novo Barreiro,7110441.63
RS,4313508,Osório,60595336.84
RS,4313607,Paim Filho,6033043.64
RS,4313656,Palmares do Sul,19138128.1
RS,4313706,Palmeira das Missões,37482850.13
RS,4313805,Palmitinho,8608776.5
RS,4313904,Panambi,63765267.33
RS,4313953,Pantano Grande,12694153.94
RS,4314001,Paraí,13240104.21
RS,4314027,Paraíso do Sul,9083922.7
RS,4314035,Pareci Novo,7007306.38
RS,4314050,Parobé,34052643.74
RS,4314068,Passa Sete,6580303.65
RS,4314076,Passo do Sobrado,8632746.67
RS,4314100,Passo Fundo,182350330.59
RS,4314134,Paulo Bento,6180462.85
RS,4314159,Paverama,9476098.34
RS,4314175,Pedras Altas,7041026.1
RS,4314209,Pedro Osório,8419890.4
RS,4314308,Pejuçara,7912385.36
RS,4314407,Pelotas,586950193.15
RS,4314423,Picada Café,10735907.62
RS,4314456,Pinhal,7367227.79
RS,4314464,Pinhal da Serra,8048962.96
RS,4314472,Pinhal Grande,9670160.33
RS,4314498,Pinheirinho do Vale,9175551.4
RS,4314506,Pinheiro Machado,10079385.16
RS,4314548,Pinto Bandeira,4935869.7
RS,4314555,Pirapó,6490745.71
RS,4314605,Piratini,16106644.56
RS,4314704,Planalto,11518009.18
RS,4314753,Poço das Antas,6653417.05
RS,4314779,Pontão,6930842.12
RS,4314787,Ponte Preta,5181913.5
RS,4314803,Portão,30278951.9
RS,4314902,Porto Alegre,3021948250.35
RS,4315008,Porto Lucena,8135550.04
RS,4315057,Porto Mauá,4204348.56
RS,4315073,Porto Vera Cruz,4406425.33
RS,4315107,Porto Xavier,12093946.71
RS,4315131,Pouso Novo,4519300.5
RS,4315149,Presidente Lucena,5448951.53
RS,4315156,Progresso,8942396.8
RS,4315172,Protásio Alves,5430513.91
RS,4315206,Putinga,5876873.27
RS,4315305,Quaraí,32728004.34
RS,4315313,Quatro Irmãos,5599022.77
RS,4315321,Quevedos,8205047.39
RS,4315354,Quinze de Novembro,9616078.85
RS,4315404,Redentora,10489586.75
RS,4315453,Relvado,5962600.12
RS,4315503,Restinga Seca,16602196.46
RS,4315552,Rio dos Índios,4832831.43
RS,4315602,Rio Grande,176503508.87
RS,4315701,Rio Pardo,38851738.55
RS,4315750,Riozinho,6141253.26
RS,4315800,Roca Sales,13796661.81
RS,4315909,Rodeio Bonito,10890018.22
RS,4315958,Rolador,6948662.94
RS,4316006,Rolante,19664575.93
RS,4316105,Ronda Alta,11226000.56
RS,4316204,Rondinha,7915168.94
RS,4316303,Roque Gonzales,9668004.26
RS,4316402,Rosário do Sul,28114679.36
RS,4316428,Sagrada Família,6388675.61
RS,4316436,Saldanha Marinho,8465259.06
RS,4316451,Salto do Jacuí,19631307.81
RS,4316477,Salvador das Missões,7184194.52
RS,4316501,Salvador do Sul,7635589.62
RS,4316600,Sananduva,20342784.51
RS,4316709,Santa Bárbara do Sul,13492263.25
RS,4316733,Santa Cecília do Sul,6031941.92
RS,4316758,Santa Clara do Sul,9912341.34
RS,4316808,Santa Cruz do Sul,235666967.13
RS,4316907,Santa Maria,178234815.96
RS,4316956,Santa Maria do Herval,6960685.59
RS,4316972,Santa Margarida do Sul,7689201.4
RS,4317004,Santana da Boa Vista,9796145.48
RS,4317103,Santana do Livramento,93252906.24
RS,4317202,Santa Rosa,145646033.29
RS,4317251,Santa Tereza,5267141.07
RS,4317301,Santa Vitória do Palmar,30740643.04
RS,4317400,Santiago,40030366.13
RS,4317509,Santo Ângelo,53534235.18
RS,4317558,Santo Antônio do Palma,5512937.07
RS,4317608,Santo Antônio da Patrulha,35631141.85
RS,4317707,Santo Antônio das Missões,12149822.97
RS,4317756,Santo Antônio do Planalto,4720857.13
RS,4317806,Santo Augusto,14258262.79
RS,4317905,Santo Cristo,14136925.89
RS,4317954,Santo Expedito do Sul,5258138.59
RS,4318002,São Borja,87494591.99
RS,4318051,São Domingos do Sul,7760128.39
RS,4318101,São Francisco de Assis,21045683.07
RS,4318200,São Francisco de Paula,20118048.32
RS,4318309,São Gabriel,46601592.5
RS,4318408,São Jerônimo,16668742.24
RS,4318424,São João da Urtiga,6786681.81
RS,4318432,São João do Polêsine,4415307.97
RS,4318440,São Jorge,6439650.01
RS,4318457,São José das Missões,6003432.84
RS,4318465,São José do Herval,5564507.02
RS,4318481,São José do Hortêncio,7918268.71
RS,4318499,São José do Inhacorá,5984122.71
RS,4318507,São José do Norte,30744934.69
RS,4318606,São José do Ouro,7178112.24
RS,4318614,São José do Sul,5823608.88
RS,4318622,São José dos Ausentes,6984826.8
RS,4318705,São Leopoldo,356818424.75
RS,4318804,São Lourenço do Sul,38108600.08
RS,4318903,São Luiz Gonzaga,27286725.53
RS,4319000,São Marcos,23083508.11
RS,4319109,São Martinho,9604431.15
RS,4319125,São Martinho da Serra,6444033.29
RS,4319158,São Miguel das Missões,10568568.82
RS,4319208,São Nicolau,8023447.77
RS,4319307,São Paulo das Missões,8164702.14
RS,4319356,São Pedro da Serra,6243545.5
RS,4319364,São Pedro das Missões,5691937.01
RS,4319372,São Pedro do Butiá,5274792.02
RS,4319406,São Pedro do Sul,20657264.75
RS,4319505,São Sebastião do Caí,25777850.41
RS,4319604,São Sepé,25035905.86
RS,4319703,São Valentim,5973277.33
RS,4319711,São Valentim do Sul,4718191.08
RS,4319737,São Valério do Sul,5575966.67
RS,4319752,São Vendelino,5927396.73
RS,4319802,São Vicente do Sul,12630305.52
RS,4319901,Sapiranga,62870852.41
RS,4320008,Sapucaia do Sul,171096650.27
RS,4320107,Sarandi,25105777.24
RS,4320206,Seberi,15996590.7
RS,4320230,Sede Nova,5893616.64
RS,4320263,Segredo,6607820.3
RS,4320305,Selbach,7884723.21
RS,4320321,Senador Salgado Filho,5861001.82
RS,4320354,Sentinela do Sul,6693097.69
RS,4320404,Serafina Corrêa,28028356.28
RS,4320453,Sério,6398057.16
RS,4320503,Sertão,9743606.09
RS,4320552,Sertão Santana,7026467.23
RS,4320578,Sete de Setembro,4538661.03
RS,4320602,Severiano de Almeida,5817053.13
RS,4320651,Silveira Martins,3651873.12
RS,4320677,Sinimbu,12718996.33
RS,4320701,Sobradinho,14256342.84
RS,4320800,Soledade,24537594.88
RS,4320859,Tabaí,5874727.33
RS,4320909,Tapejara,23504011.77
RS,4321006,Tapera,14247026.38
RS,4321105,Tapes,18355594.82
RS,4321204,Taquara,41184997.97
RS,4321303,Taquari,29715410.28
RS,4321329,Taquaruçu do Sul,8015450.07
RS,4321352,Tavares,9710453.09
RS,4321402,Tenente Portela,15180063.33
RS,4321436,Terra de Areia,10354747.91
RS,4321451,Teutônia,53030756.23
RS,4321469,Tio Hugo,6140047.06
RS,4321477,Tiradentes do Sul,7184119.48
RS,4321493,Toropi,5495662.78
RS,4321501,Torres,41415905.76
RS,4321600,Tramandaí,58731614.86
RS,4321626,Travesseiro,5988175.57
RS,4321634,Três Arroios,7184901.9
RS,4321667,Três Cachoeiras,13417090.3
RS,4321709,Três Coroas,22579379.04
RS,4321808,Três de Maio,23696196.74
RS,4321832,Três Forquilhas,6002384.03
RS,4321857,Três Palmeiras,8579644.69
RS,4321907,Três Passos,26525049.85
RS,4321956,Trindade do Sul,10882852.96
RS,4322004,Triunfo,63176681.36
RS,4322103,Tucunduva,7164327.46
RS,4322152,Tunas,6154398.23
RS,4322186,Tupanci do Sul,3724484.62
RS,4322202,Tupanciretã,26323179.64
RS,4322251,Tupandi,10570902.54
RS,4322301,Tuparendi,9011849.02
RS,4322327,Turuçu,8787211.02
RS,4322343,Ubiretama,5015258.65
RS,4322350,União da Serra,4143828.63
RS,4322376,Unistalda,5598677.2
RS,4322400,Uruguaiana,83792819.33
RS,4322509,Vacaria,89464466.46
RS,4322525,Vale Verde,5912354.41
RS,4322533,Vale do Sol,11203363.94
RS,4322541,Vale Real,8124487.7
RS,4322558,Vanini,5686618.31
RS,4322608,Venâncio Aires,91444810.44
RS,4322707,Vera Cruz,30593271.72
RS,4322806,Veranópolis,38224514.95
RS,4322855,Vespasiano Correa,6310005.42
RS,4322905,Viadutos,6492654.7
RS,4323002,Viamão,115700924.46
RS,4323101,Vicente Dutra,6929994.39
RS,4323200,Victor Graeff,5719430.81
RS,4323309,Vila Flores,6544076.05
RS,4323358,Vila Lângaro,6482354.74
RS,4323408,Vila Maria,8654051.81
RS,4323457,Vila Nova do Sul,7075213.66
RS,4323507,Vista Alegre,6496667.73
RS,4323606,Vista Alegre do Prata,5459803.36
RS,4323705,Vista Gaúcha,6037300.23
RS,4323754,Vitória das Missões,6020420.91
RS,4323770,Westfalia,7214171.44
RS,4323804,Xangri-lá,51143405.93
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,10400399.9
SC,4200101,Abelardo Luz,22108952.75
SC,4200200,Agrolândia,13363034.58
SC,4200309,Agronômica,5990027.18
SC,4200408,Água Doce,11935715.27
SC,4200507,Águas de Chapecó,8090182.87
SC,4200556,Águas Frias,6069113.12
SC,4200606,Águas Mornas,7809667.67
SC,4200705,Alfredo Wagner,81137035.73
SC,4200754,Alto Bela Vista,5588976.29
SC,4200804,Anchieta,11323022.11
SC,4200903,Angelina,5397977.34
SC,4201000,Anita Garibaldi,8528223.49
SC,4201109,Anitápolis,5749363.3
SC,4201208,Antônio Carlos,14328582.62
SC,4201257,Apiúna,14787972.27
SC,4201273,Arabutã,8925769.15
SC,4201307,Araquari,50079188.3
SC,4201406,Araranguá,55277311.35
SC,4201505,Armazém,10483491.4
SC,4201604,Arroio Trinta,7517503.7
SC,4201653,Arvoredo,6215346.38
SC,4201703,Ascurra,10266288.75
SC,4201802,Atalanta,6032239.21
SC,4201901,Aurora,6575637.21
SC,4201950,Balneário Arroio do Silva,11885160.82
SC,4202008,Balneário Camboriú,408730240.38
SC,4202057,Balneário Barra do Sul,13772456.68
SC,4202073,Balneário Gaivota,16324286.56
SC,4202081,Bandeirante,6731415.75
SC,4202099,Barra Bonita,4713527.36
SC,4202107,Barra Velha,47954458.39
SC,4202131,Bela Vista do Toldo,8450583.28
SC,4202156,Belmonte,6272110.07
SC,4202206,Benedito Novo,12875365.9
SC,4202305,Biguaçu,89173745.69
SC,4202404,Blumenau,682247634.09
SC,4202438,Bocaina do Sul,6684964.05
SC,4202453,Bombinhas,62867450.87
SC,4202503,Bom Jardim da Serra,6532137.73
SC,4202537,Bom Jesus,5399745.51
SC,4202578,Bom Jesus do Oeste,5386157.32
SC,4202602,Bom Retiro,12295557.5
SC,4202701,Botuverá,7783881.86
SC,4202800,Braço do Norte,39212231.87
SC,4202859,Braço do Trombudo,7442520.56
SC,4202875,Brunópolis,6273681.01
SC,4202909,Brusque,202583261.49
SC,4203006,Caçador,78589358.3
SC,4203105,Caibi,10408347.13
SC,4203154,Calmon,5644305.72
SC,4203204,Camboriú,71672794.22
SC,4203253,Capão Alto,6134007.51
SC,4203303,Campo Alegre,17434932.31
SC,4203402,Campo Belo do Sul,11255288.08
SC,4203501,Campo Erê,12892096.88
SC,4203600,Campos Novos,81137035.73
SC,4203709,Canelinha,18047243.09
SC,4203808,Canoinhas,50857739.24
SC,4203907,Capinzal,36800868.43
SC,4203956,Capivari de Baixo,34429029.44
SC,4204004,Catanduvas,15212031.13
SC,4204103,Caxambu do Sul,8131772.62
SC,4204152,Celso Ramos,5532300.26
SC,4204178,Cerro Negro,5874804.48
SC,4204194,Chapadão do Lageado,4754114.34
SC,4204202,Chapecó,327034169.35
SC,4204251,Cocal do Sul,34506314.02
SC,4204301,Concórdia,97953902.75
SC,4204350,Cordilheira Alta,14475051.47
SC,4204400,Coronel Freitas,14363197.71
SC,4204459,Coronel Martins,5492141.86
SC,4204509,Corupá,23630427.08
SC,4204558,Correia Pinto,17998333.37
SC,4204608,Criciúma,324710842.7
SC,4204707,Cunha Porã,14705282.7
SC,4204756,Cunhataí,4843125.8
SC,4204806,Curitibanos,36506216.76
SC,4204905,Descanso,10334679.96
SC,4205001,Dionísio Cerqueira,25242406.83
SC,4205100,Dona Emma,7142161.45
SC,4205159,Doutor Pedrinho,5393335.77
SC,4205175,Entre Rios,5759341.19
SC,4205191,Ermo,6138941.64
SC,4205209,Erval Velho,7394035.36
SC,4205308,Faxinal dos Guedes,14685049.48
SC,4205357,Flor do Sertão,5503672.19
SC,4205407,Florianópolis,527427769.62
SC,4205431,Formosa do Sul,5003173.76
SC,4205456,Forquilhinha,30753253.49
SC,4205506,Fraiburgo,48466401.65
SC,4205555,Frei Rogério,4841142.73
SC,4205605,Galvão,6367213.17
SC,4205704,Garopaba,41830694.69
SC,4205803,Garuva,36614946.62
SC,4205902,Gaspar,125590466.5
SC,4206009,Governador Celso Ramos,35685518.04
SC,4206108,Grão Pará,9975125.34
SC,4206207,Gravatal,14466422.6
SC,4206306,Guabiruba,20020725.9
SC,4206405,Guaraciaba,11437046.96
SC,4206504,Guaramirim,69478252.72
SC,4206603,Guarujá do Sul,7888539.24
SC,4206652,Guatambú,9900742.23
SC,4206702,Herval d'Oeste,28449169.99
SC,4206751,Ibiam,5146144.93
SC,4206801,Ibicaré,5892741.9
SC,4206900,Ibirama,18265841.58
SC,4207007,Içara,60207720.75
SC,4207106,Ilhota,21504578.98
SC,4207205,Imaruí,12031095.05
SC,4207304,Imbituba,84386642.16
SC,4207403,Imbuia,9681330.31
SC,4207502,Indaial,106689055.59
SC,4207577,Iomerê,6797645.26
SC,4207601,Ipira,6794569.39
SC,4207650,Iporã do Oeste,12307677.53
SC,4207684,Ipuaçu,10973149.37
SC,4207700,Ipumirim,13216800.56
SC,4207759,Iraceminha,6864315.71
SC,4207809,Irani,14569743.22
SC,4207858,Irati,4734069.89
SC,4207908,Irineópolis,12597538.21
SC,4208005,Itá,19636345.2
SC,4208104,Itaiópolis,21947190.97
SC,4208203,Itajaí,620635906.38
SC,4208302,Itapema,114192404.87
SC,4208401,Itapiranga,32213305.41
SC,4208450,Itapoá,51139135.44
SC,4208500,Ituporanga,23398296.62
SC,4208609,Jaborá,8322526.51
SC,4208708,Jacinto Machado,10929217.6
SC,4208807,Jaguaruna,24076103.78
SC,4208906,Jaraguá do Sul,326085264.18
SC,4208955,Jardinópolis,5672499.27
SC,4209003,Joaçaba,58541573.77
SC,4209102,Joinville,923810731.35
SC,4209151,José Boiteux,6779982.74
SC,4209177,Jupiá,6101071.36
SC,4209201,Lacerdópolis,5279597.61
SC,4209300,Lages,253084987.52
SC,4209409,Laguna,39122528.89
SC,4209458,Lajeado Grande,4945278.52
SC,4209508,Laurentino,8290909.44
SC,4209607,Lauro Muller,21966748.03
SC,4209706,Lebon Régis,13862908.59
SC,4209805,Leoberto Leal,5705425.23
SC,4209854,Lindóia do Sul,7621758.76
SC,4209904,Lontras,11497522.9
SC,4210001,Luiz Alves,17599155.71
SC,4210035,Luzerna,7978790.31
SC,4210050,Macieira,5644913.8
SC,4210100,Mafra,57392216.14
SC,4210209,Major Gercino,4905897.45
SC,4210308,Major Vieira,11585910.38
SC,4210407,Maracajá,7078565.27
SC,4210506,Maravilha,38695677.05
SC,4210555,Marema,5829980.16
SC,4210605,Massaranduba,28104306.9
SC,4210704,Matos Costa,6127349.62
SC,4210803,Meleiro,9498010.62
SC,4210852,Mirim Doce,4489409.55
SC,4210902,Modelo,6909761.38
SC,4211009,Mondaí,14345663.1
SC,4211058,Monte Carlo,13903365.13
SC,4211108,Monte Castelo,11345896.74
SC,4211207,Morro da Fumaça,23299380.57
SC,4211256,Morro Grande,6216831.72
SC,4211306,Navegantes,139009814.39
SC,4211405,Nova Erechim,9662600.05
SC,4211454,Nova Itaberaba,9095930.88
SC,4211504,Nova Trento,25694414.24
SC,4211603,Nova Veneza,16844597.81
SC,4211652,Novo Horizonte,5569798.02
SC,4211702,Orleans,36798116.55
SC,4211751,Otacílio Costa,21065072.59
SC,4211801,Ouro,9442833.66
SC,4211850,Ouro Verde,5779059.45
SC,4211876,Paial,5273757.48
SC,4211892,Painel,5683401.89
SC,4211900,Palhoça,251229454.82
SC,4212007,Palma Sola,11393416.83
SC,4212056,Palmeira,5109530.89
SC,4212106,Palmitos,16731934.97
SC,4212205,Papanduva,22055012.11
SC,4212239,Paraíso,7374209.66
SC,4212254,Passo de Torres,10474324.62
SC,4212270,Passos Maia,7816665
SC,4212304,Paulo Lopes,11348425.63
SC,4212403,Pedras Grandes,6591093.96
SC,4212502,Penha,38042188.46
SC,4212601,Peritiba,4999221.79
SC,4212650,Pescaria Brava,11986262.02
SC,4212700,Petrolândia,8826084.84
SC,4212809,Piçarras,47161714.67
SC,4212908,Pinhalzinho,26841066.33
SC,4213005,Pinheiro Preto,6887957.58
SC,4213104,Piratuba,11506464.73
SC,4213153,Planalto Alegre,8787448.61
SC,4213203,Pomerode,51399845.13
SC,4213302,Ponte Alta,6687900.39
SC,4213351,Ponte Alta do Norte,6218594.24
SC,4213401,Ponte Serrada,12864722.23
SC,4213500,Porto Belo,47666897.43
SC,4213609,Porto União,33707640.58
SC,4213708,Pouso Redondo,15817346.43
SC,4213807,Praia Grande,13522426.65
SC,4213906,Presidente Castelo Branco,4877981.03
SC,4214003,Presidente Getúlio,26140527.25
SC,4214102,Presidente Nereu,4208066.32
SC,4214151,Princesa,5908324.9
SC,4214201,Quilombo,14122814.48
SC,4214300,Rancho Queimado,7423417.69
SC,4214409,Rio das Antas,9545431.87
SC,4214508,Rio do Campo,8090834.81
SC,4214607,Rio do Oeste,8293620.8
SC,4214706,Rio dos Cedros,11919040.94
SC,4214805,Rio do Sul,128036572.96
SC,4214904,Rio Fortuna,6328989.39
SC,4215000,Rio Negrinho,60811420.96
SC,4215059,Rio Rufino,5382033.52
SC,4215075,Riqueza,7110727.26
SC,4215109,Rodeio,12632889.69
SC,4215208,Romelândia,8233100.64
SC,4215307,Salete,9947315.79
SC,4215356,Saltinho,6006526.89
SC,4215406,Salto Veloso,6276101.42
SC,4215455,Sangão,13209763.11
SC,4215505,Santa Cecília,18284103.57
SC,4215554,Santa Helena,4902599.7
SC,4215604,Santa Rosa de Lima,5105468.49
SC,4215653,Santa Rosa do Sul,10005013.81
SC,4215679,Santa Terezinha,8412312.81
SC,4215687,Santa Terezinha do Progresso,5394941.66
SC,4215695,Santiago do Sul,5073913.33
SC,4215703,Santo Amaro da Imperatriz,36089077.05
SC,4215752,São Bernardino,5797419.27
SC,4215802,São Bento do Sul,124013222.86
SC,4215901,São Bonifácio,5660406.19
SC,4216008,São Carlos,15743482.95
SC,4216057,São Cristovão do Sul,6932167.89
SC,4216107,São Domingos,13143088.45
SC,4216206,São Francisco do Sul,72344691.45
SC,4216255,São João do Oeste,12261774.93
SC,4216305,São João Batista,39045879.45
SC,4216354,São João do Itaperiú,7967309.1
SC,4216404,São João do Sul,8052439.36
SC,4216503,São Joaquim,24560234.28
SC,4216602,São José,202531958.81
SC,4216701,São José do Cedro,20465596.48
SC,4216800,São José do Cerrito,7842794.37
SC,4216909,São Lourenço do Oeste,34647313.2
SC,4217006,São Ludgero,22367402.95
SC,4217105,São Martinho,6657841.88
SC,4217154,São Miguel da Boa Vista,5723861.36
SC,4217204,São Miguel do Oeste,45338598.42
SC,4217253,São Pedro de Alcântara,6744744.12
SC,4217303,Saudades,13880851.67
SC,4217402,Schroeder,25530125.92
SC,4217501,Seara,27672677.14
SC,4217550,Serra Alta,5686789.34
SC,4217600,Siderópolis,15772465.43
SC,4217709,Sombrio,28935691.92
SC,4217758,Sul Brasil,6721356.12
SC,4217808,Taió,19321572.56
SC,4217907,Tangará,13623459.75
SC,4217956,Tigrinhos,5053552.95
SC,4218004,Tijucas,62982206.75
SC,4218103,Timbé do Sul,9806212.79
SC,4218202,Timbó,58133945.64
SC,4218251,Timbó Grande,6745418.05
SC,4218301,Três Barras,37133020.92
SC,4218350,Treviso,8814213.84
SC,4218400,Treze de Maio,8854638.32
SC,4218509,Treze Tílias,11676694.36
SC,4218608,Trombudo Central,9204291.4
SC,4218707,Tubarão,95383798.68
SC,4218756,Tunápolis,10318344.86
SC,4218806,Turvo,12317341.99
SC,4218855,União do Oeste,6939483.14
SC,4218905,Urubici,14992733.48
SC,4218954,Urupema,5177163.91
SC,4219002,Urussanga,28015910.97
SC,4219101,Vargeão,8367598.93
SC,4219150,Vargem,7965427.28
SC,4219176,Vargem Bonita,10067535.46
SC,4219200,Vidal Ramos,11610225.1
SC,4219309,Videira,74096224.2
SC,4219358,Vitor Meireles,7314270.69
SC,4219408,Witmarsum,8352067.67
SC,4219507,Xanxerê,53912320.85
SC,4219606,Xavantina,8315580.85
SC,4219705,Xaxim,35817526.16
SC,4219853,Zortéa,8064505.49
SC,4220000,Balneário Rincão,24515655.95
SC,4299919,São Miguel,
SE,2800100,Amparo de São Francisco,4373974.62
SE,2800209,Aquidabã,17490440.12
SE,2800308,Aracaju,578945195.97
SE,2800407,Arauá,10392323.6
SE,2800506,Areia Branca,17261273.04
SE,2800605,Barra dos Coqueiros,33729180.39
SE,2800670,Boquim,18403370.4
SE,2800704,Brejo Grande,8945631.82
SE,2801009,Campo do Brito,15025772.73
SE,2801108,Canhoba,5264950.88
SE,2801207,Canindé de São Francisco,46847250.12
SE,2801306,Capela,30462153.69
SE,2801405,Carira,11697178.1
SE,2801504,Carmópolis,20419277.87
SE,2801603,Cedro de São João,7297242.97
SE,2801702,Cristinápolis,16457957.59
SE,2801900,Cumbe,5711710.49
SE,2802007,Divina Pastora,8637972.96
SE,2802106,Estância,70667039.1
SE,2802205,Feira Nova,7116524.54
SE,2802304,Frei Paulo,12165023.23
SE,2802403,Gararu,9675727.09
SE,2802502,General Maynard,6242646.8
SE,2802601,Gracho Cardoso,6429152.59
SE,2802700,Ilha das Flores,8143359.58
SE,2802809,Indiaroba,15380170.28
SE,2802908,Itabaiana,83545685.39
SE,2803005,Itabaianinha,30075586.44
SE,2803104,Itabi,5188868.07
SE,2803203,Itaporanga d'Ajuda,30459414.8
SE,2803302,Japaratuba,17451016.71
SE,2803401,Japoatã,11985074.53
SE,2803500,Lagarto,82880549.24
SE,2803609,Laranjeiras,34671776.55
SE,2803708,Macambira,8032256.45
SE,2803807,Malhada dos Bois,5124619.83
SE,2803906,Malhador,11125453.43
SE,2804003,Maruim,18815105.24
SE,2804102,Moita Bonita,9672433.93
SE,2804201,Monte Alegre de Sergipe,11287512.57
SE,2804300,Muribeca,7533693.67
SE,2804409,Neópolis,13830492.18
SE,2804458,Nossa Senhora Aparecida,7960429.94
SE,2804508,Nossa Senhora da Glória,25840616.18
SE,2804607,Nossa Senhora das Dores,23129454.96
SE,2804706,Nossa Senhora de Lourdes,6897715.8
SE,2804805,Nossa Senhora do Socorro,122000195.93
SE,2804904,Pacatuba,12144633.49
SE,2805000,Pedra Mole,5312171.84
SE,2805109,Pedrinhas,9353062.31
SE,2805208,Pinhão,5913247.91
SE,2805307,Pirambu,9929373.87
SE,2805406,Poço Redondo,24168735.59
SE,2805505,Poço Verde,16843275.28
SE,2805604,Porto da Folha,22492921.46
SE,2805703,Propriá,25328490.91
SE,2805802,Riachão do Dantas,13714955.54
SE,2805901,Riachuelo,9653169.16
SE,2806008,Ribeirópolis,17685912.1
SE,2806107,Rosário do Catete,15947465.03
SE,2806206,Salgado,14434997.16
SE,2806305,Santa Luzia do Itanhy,13389408.41
SE,2806404,Santana do São Francisco,7172531.59
SE,2806503,Santa Rosa de Lima,5644463.14
SE,2806602,Santo Amaro das Brotas,11963781.23
SE,2806701,São Cristóvão,68147226.15
SE,2806800,São Domingos,8334359.77
SE,2806909,São Francisco,4883995.31
SE,2807006,São Miguel do Aleixo,4808275.73
SE,2807105,Simão Dias,26202386.81
SE,2807204,Siriri,12061865.39
SE,2807303,Telha,4882144.87
SE,2807402,Tobias Barreto,31978169.48
SE,2807501,Tomar do Geru,8732039.71
SE,2807600,Umbaúba,16370593.47
SP,3500105,Adamantina,54319202.26
SP,3500204,Adolfo,12869406.84
SP,3500303,Aguaí,32122183.63
SP,3500402,Águas da Prata,8366125.69
SP,3500501,Águas de Lindóia,40303993.35
SP,3500550,Águas de Santa Bárbara,12121841.22
SP,3500600,Águas de São Pedro,11056069.88
SP,3500709,Agudos,65582655.35
SP,3500758,Alambari,7977107.63
SP,3500808,Alfredo Marcondes,6384000.33
SP,3500907,Altair,11355603.76
SP,3501004,Altinópolis,29036708.3
SP,3501103,Alto Alegre,10763827.35
SP,3501152,Alumínio,26950148.39
SP,3501202,Álvares Florence,9345110.81
SP,3501301,Álvares Machado,27199032.59
SP,3501400,Álvaro de Carvalho,7626391.15
SP,3501509,Alvinlândia,5559893.2
SP,3501608,Americana,383686788.28
SP,3501707,Américo Brasiliense,62369308.04
SP,3501806,Américo de Campos,11820789.33
SP,3501905,Amparo,154595914.72
SP,3502002,Analândia,9874679.01
SP,3502101,Andradina,70692910.1
SP,3502200,Angatuba,38079258.83
SP,3502309,Anhembi,15719832.97
SP,3502408,Anhumas,8279893.11
SP,3502507,Aparecida,51995068.45
SP,3502606,Aparecida d'Oeste,8334206.12
SP,3502705,Apiaí,26804777.83
SP,3502754,Araçariguama,36065715.41
SP,3502804,Araçatuba,205184972.14
