UF,COD,MUN,DESP_LEGISLATIVO
RS,4313300,Nova Prata,1175107.16
RS,4313334,Nova Ramada,746844.4
RS,4313359,Nova Roma do Sul,448934.96
RS,4313375,Nova Santa Rita,4743472.9
RS,4313391,Novo Cabrais,732827.92
RS,4313409,Novo Hamburgo,17608629.48
RS,4313425,Novo Machado,797310.07
RS,4313441,Novo Tiradentes,838704.49
RS,4313466,Novo Xingu,822258.97
RS,4313490,Novo Barreiro,874020.28
RS,4313508,Osório,3029130.76
RS,4313607,Paim Filho,598899.3
RS,4313656,Palmares do Sul,2475100.11
RS,4313706,Palmeira das Missões,3845945.54
RS,4313805,Palmitinho,722853.37
RS,4313904,Panambi,3793512.65
RS,4313953,Pantano Grande,1426747.08
RS,4314001,Paraí,495829.84
RS,4314027,Paraíso do Sul,1039586.82
RS,4314035,Pareci Novo,594584.05
RS,4314050,Parobé,4104660.23
RS,4314068,Passa Sete,438571.05
RS,4314076,Passo do Sobrado,950946.46
RS,4314100,Passo Fundo,17178607.02
RS,4314134,Paulo Bento,726162.11
RS,4314159,Paverama,952345.42
RS,4314175,Pedras Altas,1057981.24
RS,4314209,Pedro Osório,1348821.52
RS,4314308,Pejuçara,544599.47
RS,4314407,Pelotas,26723149.22
RS,4314423,Picada Café,390209.08
RS,4314456,Pinhal,865534.61
RS,4314464,Pinhal da Serra,1115294.1
RS,4314472,Pinhal Grande,1144310.62
RS,4314498,Pinheirinho do Vale,1018748.86
RS,4314506,Pinheiro Machado,1728742.14
RS,4314548,Pinto Bandeira,544759.78
RS,4314555,Pirapó,879677.74
RS,4314605,Piratini,2698892.21
RS,4314704,Planalto,1042030.73
RS,4314753,Poço das Antas,569198.78
RS,4314779,Pontão,1262063.81
RS,4314787,Ponte Preta,479009.76
RS,4314803,Portão,3774145.71
RS,4314902,Porto Alegre,130004894.81
RS,4315008,Porto Lucena,771023.95
RS,4315057,Porto Mauá,667942.94
RS,4315073,Porto Vera Cruz,547329.88
RS,4315107,Porto Xavier,1059047.83
RS,4315131,Pouso Novo,497376.68
RS,4315149,Presidente Lucena,259549.79
RS,4315156,Progresso,1058394.12
RS,4315172,Protásio Alves,299511.25
RS,4315206,Putinga,714509.89
RS,4315305,Quaraí,3473815.6
RS,4315313,Quatro Irmãos,922033.57
RS,4315321,Quevedos,789852.51
RS,4315354,Quinze de Novembro,1241957.36
RS,4315404,Redentora,1440570.77
RS,4315453,Relvado,447329.26
RS,4315503,Restinga Seca,1521461.52
RS,4315552,Rio dos Índios,825381.84
RS,4315602,Rio Grande,18519216.04
RS,4315701,Rio Pardo,3446973.34
RS,4315750,Riozinho,664619.2
RS,4315800,Roca Sales,1308114.76
RS,4315909,Rodeio Bonito,820501.76
RS,4315958,Rolador,747566.87
RS,4316006,Rolante,929579.02
RS,4316105,Ronda Alta,702718.67
RS,4316204,Rondinha,901474.68
RS,4316303,Roque Gonzales,1053344.36
RS,4316402,Rosário do Sul,4947188.65
RS,4316428,Sagrada Família,
RS,4316436,Saldanha Marinho,931507.18
RS,4316451,Salto do Jacuí,2359183.45
RS,4316477,Salvador das Missões,1130328.55
RS,4316501,Salvador do Sul,595972.3
RS,4316600,Sananduva,1240830.73
RS,4316709,Santa Bárbara do Sul,1197771.67
RS,4316733,Santa Cecília do Sul,659085.62
RS,4316758,Santa Clara do Sul,539942.01
RS,4316808,Santa Cruz do Sul,12606676.7
RS,4316907,Santa Maria,20725340.74
RS,4316956,Santa Maria do Herval,510580.98
RS,4316972,Santa Margarida do Sul,1075934.21
RS,4317004,Santana da Boa Vista,1314696.78
RS,4317103,Santana do Livramento,9923669.42
RS,4317202,Santa Rosa,4737053.64
RS,4317251,Santa Tereza,452691.59
RS,4317301,Santa Vitória do Palmar,2462546.69
RS,4317400,Santiago,3187341.41
RS,4317509,Santo Ângelo,6613993.36
RS,4317558,Santo Antônio do Palma,689016.69
RS,4317608,Santo Antônio da Patrulha,4467092.88
RS,4317707,Santo Antônio das Missões,1858487.62
RS,4317756,Santo Antônio do Planalto,1092578.36
RS,4317806,Santo Augusto,1467654.07
RS,4317905,Santo Cristo,740743.04
RS,4317954,Santo Expedito do Sul,688512.89
RS,4318002,São Borja,7970814.97
RS,4318051,São Domingos do Sul,438163.83
RS,4318101,São Francisco de Assis,3351486.66
RS,4318200,São Francisco de Paula,1941776.77
RS,4318309,São Gabriel,8508157.77
RS,4318408,São Jerônimo,3027134.78
RS,4318424,São João da Urtiga,902867.33
RS,4318432,São João do Polêsine,1072895.07
RS,4318440,São Jorge,394485.75
RS,4318457,São José das Missões,793044.22
RS,4318465,São José do Herval,473068.53
RS,4318481,São José do Hortêncio,289096.13
RS,4318499,São José do Inhacorá,461109.26
RS,4318507,São José do Norte,3897198.61
RS,4318606,São José do Ouro,869331.48
RS,4318614,São José do Sul,525273.21
RS,4318622,São José dos Ausentes,891478.49
RS,4318705,São Leopoldo,12648422.32
RS,4318804,São Lourenço do Sul,4169554.32
RS,4318903,São Luiz Gonzaga,4571022.31
RS,4319000,São Marcos,1199882.22
RS,4319109,São Martinho,745838.94
RS,4319125,São Martinho da Serra,965296.18
RS,4319158,São Miguel das Missões,1322200.7
RS,4319208,São Nicolau,1218491.57
RS,4319307,São Paulo das Missões,609711.01
RS,4319356,São Pedro da Serra,526528.79
RS,4319364,São Pedro das Missões,782624.37
RS,4319372,São Pedro do Butiá,736647.3
RS,4319406,São Pedro do Sul,1487755.09
RS,4319505,São Sebastião do Caí,933339.6
RS,4319604,São Sepé,2640780.8
RS,4319703,São Valentim,734278.44
RS,4319711,São Valentim do Sul,558058.41
RS,4319737,São Valério do Sul,995274.47
RS,4319752,São Vendelino,512591.35
RS,4319802,São Vicente do Sul,1101525.19
RS,4319901,Sapiranga,5317618.72
RS,4320008,Sapucaia do Sul,7147970.98
RS,4320107,Sarandi,3535389.97
RS,4320206,Seberi,1174264.09
RS,4320230,Sede Nova,631615.14
RS,4320263,Segredo,831606.98
RS,4320305,Selbach,802229.92
RS,4320321,Senador Salgado Filho,875035.72
RS,4320354,Sentinela do Sul,619611.92
RS,4320404,Serafina Corrêa,1684375.2
RS,4320453,Sério,487308.4
RS,4320503,Sertão,1493420.52
RS,4320552,Sertão Santana,1320121.51
RS,4320578,Sete de Setembro,609748.05
RS,4320602,Severiano de Almeida,419214.05
RS,4320651,Silveira Martins,622609
RS,4320677,Sinimbu,918531.82
RS,4320701,Sobradinho,977530.57
RS,4320800,Soledade,2857355.23
RS,4320859,Tabaí,931552.37
RS,4320909,Tapejara,1701941.38
RS,4321006,Tapera,801504.83
RS,4321105,Tapes,2311821.37
RS,4321204,Taquara,3387513.84
RS,4321303,Taquari,1551069.89
RS,4321329,Taquaruçu do Sul,599755.42
RS,4321352,Tavares,1162548.15
RS,4321402,Tenente Portela,1490598.62
RS,4321436,Terra de Areia,1152103.31
RS,4321451,Teutônia,1783017.53
RS,4321469,Tio Hugo,1073753.42
RS,4321477,Tiradentes do Sul,791301.52
RS,4321493,Toropi,678426.56
RS,4321501,Torres,4340012.66
RS,4321600,Tramandaí,7541127.19
RS,4321626,Travesseiro,296354.27
RS,4321634,Três Arroios,386061.97
RS,4321667,Três Cachoeiras,1002807.56
RS,4321709,Três Coroas,729384.64
RS,4321808,Três de Maio,2445772.96
RS,4321832,Três Forquilhas,1022685.93
RS,4321857,Três Palmeiras,755865.19
RS,4321907,Três Passos,1944095.91
RS,4321956,Trindade do Sul,1178742.03
RS,4322004,Triunfo,12302857.85
RS,4322103,Tucunduva,996923.79
RS,4322152,Tunas,757988.67
RS,4322186,Tupanci do Sul,840378.4
RS,4322202,Tupanciretã,3881167.44
RS,4322251,Tupandi,572247.77
RS,4322301,Tuparendi,866640.95
RS,4322327,Turuçu,435017.27
RS,4322343,Ubiretama,804961.4
RS,4322350,União da Serra,660194.31
RS,4322376,Unistalda,880036.36
RS,4322400,Uruguaiana,11487690.84
RS,4322509,Vacaria,6109590.15
RS,4322525,Vale Verde,842892.05
RS,4322533,Vale do Sol,1088827.3
RS,4322541,Vale Real,508965.05
RS,4322558,Vanini,615429.9
RS,4322608,Venâncio Aires,6023729.28
RS,4322707,Vera Cruz,2394581.01
RS,4322806,Veranópolis,1107946.74
RS,4322855,Vespasiano Correa,686808.72
RS,4322905,Viadutos,629970.07
RS,4323002,Viamão,15716098.89
RS,4323101,Vicente Dutra,1175773.31
RS,4323200,Victor Graeff,990578.92
RS,4323309,Vila Flores,511104.28
RS,4323358,Vila Lângaro,725901.24
RS,4323408,Vila Maria,490503.6
RS,4323457,Vila Nova do Sul,1264091.95
RS,4323507,Vista Alegre,913878.35
RS,4323606,Vista Alegre do Prata,406815.31
RS,4323705,Vista Gaúcha,513556.79
RS,4323754,Vitória das Missões,768308.13
RS,4323770,Westfalia,491238.08
RS,4323804,Xangri-lá,6042295.93
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,1044131.15
SC,4200101,Abelardo Luz,2970317.17
SC,4200200,Agrolândia,1447608.37
SC,4200309,Agronômica,881051.98
SC,4200408,Água Doce,1153445.63
SC,4200507,Águas de Chapecó,1161875.51
SC,4200556,Águas Frias,735939.78
SC,4200606,Águas Mornas,627162.25
SC,4200705,Alfredo Wagner,2661547.97
SC,4200754,Alto Bela Vista,
SC,4200804,Anchieta,809645.64
SC,4200903,Angelina,714312.85
SC,4201000,Anita Garibaldi,1042032.76
SC,4201109,Anitápolis,820000
SC,4201208,Antônio Carlos,1787294.47
SC,4201257,Apiúna,1076580.39
SC,4201273,Arabutã,
SC,4201307,Araquari,5133469.27
SC,4201406,Araranguá,7909799.94
SC,4201505,Armazém,1407869.23
SC,4201604,Arroio Trinta,542478.03
SC,4201653,Arvoredo,391380.98
SC,4201703,Ascurra,997134.5
SC,4201802,Atalanta,798119.18
SC,4201901,Aurora,958362.77
SC,4201950,Balneário Arroio do Silva,
SC,4202008,Balneário Camboriú,22453634.79
SC,4202057,Balneário Barra do Sul,1982030.83
SC,4202073,Balneário Gaivota,1583867.63
SC,4202081,Bandeirante,880377.44
SC,4202099,Barra Bonita,703386.24
SC,4202107,Barra Velha,4268349.08
SC,4202131,Bela Vista do Toldo,811224.67
SC,4202156,Belmonte,985812.03
SC,4202206,Benedito Novo,602446.5
SC,4202305,Biguaçu,8846827.5
SC,4202404,Blumenau,29020107.8
SC,4202438,Bocaina do Sul,859858.48
SC,4202453,Bombinhas,5096055.62
SC,4202503,Bom Jardim da Serra,1345249.92
SC,4202537,Bom Jesus,1067569.15
SC,4202578,Bom Jesus do Oeste,812183.5
SC,4202602,Bom Retiro,1422649.86
SC,4202701,Botuverá,931622.05
SC,4202800,Braço do Norte,3307816.55
SC,4202859,Braço do Trombudo,975852.28
SC,4202875,Brunópolis,976111.27
SC,4202909,Brusque,8072991.82
SC,4203006,Caçador,6214600.16
SC,4203105,Caibi,1007729.27
SC,4203154,Calmon,1163211.71
SC,4203204,Camboriú,6581500.53
SC,4203253,Capão Alto,1356224.7
SC,4203303,Campo Alegre,908963.92
SC,4203402,Campo Belo do Sul,1197994.15
SC,4203501,Campo Erê,1131350.43
SC,4203600,Campos Novos,2661547.97
SC,4203709,Canelinha,1488665.18
SC,4203808,Canoinhas,3169253.46
SC,4203907,Capinzal,2246197.01
SC,4203956,Capivari de Baixo,4067851.89
SC,4204004,Catanduvas,1384381.54
SC,4204103,Caxambu do Sul,744889.3
SC,4204152,Celso Ramos,845091.48
SC,4204178,Cerro Negro,951424.03
SC,4204194,Chapadão do Lageado,853934.61
SC,4204202,Chapecó,12427364.85
SC,4204251,Cocal do Sul,1658125
SC,4204301,Concórdia,4532288.75
SC,4204350,Cordilheira Alta,977307.89
SC,4204400,Coronel Freitas,1379450.64
SC,4204459,Coronel Martins,764424.08
SC,4204509,Corupá,1459756.15
SC,4204558,Correia Pinto,2355409.79
SC,4204608,Criciúma,16330228
SC,4204707,Cunha Porã,1436906.12
SC,4204756,Cunhataí,851435.6
SC,4204806,Curitibanos,3591428.71
SC,4204905,Descanso,1307502.7
SC,4205001,Dionísio Cerqueira,2083727.64
SC,4205100,Dona Emma,800694.75
SC,4205159,Doutor Pedrinho,1113509.63
SC,4205175,Entre Rios,966467.91
SC,4205191,Ermo,769205.13
SC,4205209,Erval Velho,816677.1
SC,4205308,Faxinal dos Guedes,1394347.28
SC,4205357,Flor do Sertão,741263.62
SC,4205407,Florianópolis,63897060.26
SC,4205431,Formosa do Sul,848676.99
SC,4205456,Forquilhinha,2792175.75
SC,4205506,Fraiburgo,2905627.28
SC,4205555,Frei Rogério,696372.26
SC,4205605,Galvão,858528.91
SC,4205704,Garopaba,2468384.02
SC,4205803,Garuva,2500000
SC,4205902,Gaspar,6785495.37
SC,4206009,Governador Celso Ramos,2715626.71
SC,4206108,Grão Pará,1018286.2
SC,4206207,Gravatal,1641777.28
SC,4206306,Guabiruba,1896798.22
SC,4206405,Guaraciaba,1386220.8
SC,4206504,Guaramirim,3127294.13
SC,4206603,Guarujá do Sul,836087.87
SC,4206652,Guatambú,1361790.7
SC,4206702,Herval d'Oeste,2059720.16
SC,4206751,Ibiam,930432.3
SC,4206801,Ibicaré,808094.02
SC,4206900,Ibirama,1967752.68
SC,4207007,Içara,7199253.68
SC,4207106,Ilhota,1743107.3
SC,4207205,Imaruí,1120870.82
SC,4207304,Imbituba,6033216.16
SC,4207403,Imbuia,1008977.63
SC,4207502,Indaial,6425077.49
SC,4207577,Iomerê,598405.9
SC,4207601,Ipira,935264.31
SC,4207650,Iporã do Oeste,1136245.76
SC,4207684,Ipuaçu,1296270.85
SC,4207700,Ipumirim,1043870.31
SC,4207759,Iraceminha,1179200.03
SC,4207809,Irani,1581889.09
SC,4207858,Irati,781888.68
SC,4207908,Irineópolis,1387083.8
SC,4208005,Itá,1114069.1
SC,4208104,Itaiópolis,1298988.54
SC,4208203,Itajaí,38892903.73
SC,4208302,Itapema,12567568.33
SC,4208401,Itapiranga,1708011.35
SC,4208450,Itapoá,
SC,4208500,Ituporanga,1924807.91
SC,4208609,Jaborá,879708.83
SC,4208708,Jacinto Machado,1357278.73
SC,4208807,Jaguaruna,2461995.18
SC,4208906,Jaraguá do Sul,10513026.52
SC,4208955,Jardinópolis,834896.44
SC,4209003,Joaçaba,3000485.15
SC,4209102,Joinville,45130139.44
SC,4209151,José Boiteux,889425.73
SC,4209177,Jupiá,801850.42
SC,4209201,Lacerdópolis,476791.36
SC,4209300,Lages,11804987.58
SC,4209409,Laguna,7008389.73
SC,4209458,Lajeado Grande,837741.48
SC,4209508,Laurentino,1073665.97
SC,4209607,Lauro Muller,1781079.46
SC,4209706,Lebon Régis,1337335.76
SC,4209805,Leoberto Leal,875764.32
SC,4209854,Lindóia do Sul,391162.73
SC,4209904,Lontras,1251066.11
SC,4210001,Luiz Alves,1421397.63
SC,4210035,Luzerna,517924.18
SC,4210050,Macieira,893122.69
SC,4210100,Mafra,3052068.68
SC,4210209,Major Gercino,935032.57
SC,4210308,Major Vieira,839019.93
SC,4210407,Maracajá,1087057.5
SC,4210506,Maravilha,2814934.25
SC,4210555,Marema,1120625.18
SC,4210605,Massaranduba,1887542.2
SC,4210704,Matos Costa,783304.83
SC,4210803,Meleiro,1025694.17
SC,4210852,Mirim Doce,814267.25
SC,4210902,Modelo,814153.19
SC,4211009,Mondaí,1036333.39
SC,4211058,Monte Carlo,1274539.63
SC,4211108,Monte Castelo,1125282.54
SC,4211207,Morro da Fumaça,2549625.99
SC,4211256,Morro Grande,741815.21
SC,4211306,Navegantes,5709179.81
SC,4211405,Nova Erechim,1521889.25
SC,4211454,Nova Itaberaba,1198668.98
SC,4211504,Nova Trento,1238805.04
SC,4211603,Nova Veneza,2056492.98
SC,4211652,Novo Horizonte,856048.63
SC,4211702,Orleans,2361039.39
SC,4211751,Otacílio Costa,3883419.42
SC,4211801,Ouro,1110696.01
SC,4211850,Ouro Verde,991720.97
SC,4211876,Paial,619862.32
SC,4211892,Painel,986672.69
SC,4211900,Palhoça,19717313.29
SC,4212007,Palma Sola,858812.07
SC,4212056,Palmeira,1021105.81
SC,4212106,Palmitos,2494371.68
SC,4212205,Papanduva,1982708.58
SC,4212239,Paraíso,1036802.78
SC,4212254,Passo de Torres,1883044.44
SC,4212270,Passos Maia,809286.18
SC,4212304,Paulo Lopes,1859919.02
SC,4212403,Pedras Grandes,838003.25
SC,4212502,Penha,3828873.31
SC,4212601,Peritiba,765914.13
SC,4212650,Pescaria Brava,1303771.55
SC,4212700,Petrolândia,949355.95
SC,4212809,Piçarras,4268052.56
SC,4212908,Pinhalzinho,1929882.14
SC,4213005,Pinheiro Preto,626634.95
SC,4213104,Piratuba,1861698.77
SC,4213153,Planalto Alegre,746874.41
SC,4213203,Pomerode,2674552.02
SC,4213302,Ponte Alta,1148438.59
SC,4213351,Ponte Alta do Norte,864271.36
SC,4213401,Ponte Serrada,1258995.9
SC,4213500,Porto Belo,3189201.75
SC,4213609,Porto União,3294900.06
SC,4213708,Pouso Redondo,1186384.94
SC,4213807,Praia Grande,1221903.01
SC,4213906,Presidente Castelo Branco,651807.11
SC,4214003,Presidente Getúlio,1583422.88
SC,4214102,Presidente Nereu,1021269.16
SC,4214151,Princesa,715173.07
SC,4214201,Quilombo,1336449.13
SC,4214300,Rancho Queimado,946730.57
SC,4214409,Rio das Antas,1378887.34
SC,4214508,Rio do Campo,1089799.19
SC,4214607,Rio do Oeste,1069502.84
SC,4214706,Rio dos Cedros,627622.12
SC,4214805,Rio do Sul,7044462.45
SC,4214904,Rio Fortuna,941849.94
SC,4215000,Rio Negrinho,2262365.06
SC,4215059,Rio Rufino,853730.38
SC,4215075,Riqueza,836172.29
SC,4215109,Rodeio,908911.86
SC,4215208,Romelândia,926847.9
SC,4215307,Salete,1095453.05
SC,4215356,Saltinho,1302388.45
SC,4215406,Salto Veloso,751168.2
SC,4215455,Sangão,1494445.51
SC,4215505,Santa Cecília,1463897.66
SC,4215554,Santa Helena,734237.06
SC,4215604,Santa Rosa de Lima,768019.79
SC,4215653,Santa Rosa do Sul,
SC,4215679,Santa Terezinha,1103756.08
SC,4215687,Santa Terezinha do Progresso,919908.22
SC,4215695,Santiago do Sul,476139.95
SC,4215703,Santo Amaro da Imperatriz,2017230.11
SC,4215752,São Bernardino,773629.67
SC,4215802,São Bento do Sul,3876045.19
SC,4215901,São Bonifácio,490046.99
SC,4216008,São Carlos,1458312.53
SC,4216057,São Cristovão do Sul,940434.51
SC,4216107,São Domingos,1382883.77
SC,4216206,São Francisco do Sul,10213898.45
SC,4216255,São João do Oeste,817553.95
SC,4216305,São João Batista,1592072.95
SC,4216354,São João do Itaperiú,985799.34
SC,4216404,São João do Sul,1303251.01
SC,4216503,São Joaquim,1624685.79
SC,4216602,São José,20143150.11
SC,4216701,São José do Cedro,1250702.18
SC,4216800,São José do Cerrito,1119005.43
SC,4216909,São Lourenço do Oeste,2132993.61
SC,4217006,São Ludgero,1528780.57
SC,4217105,São Martinho,1144709.2
SC,4217154,São Miguel da Boa Vista,873956.21
SC,4217204,São Miguel do Oeste,5289161.26
SC,4217253,São Pedro de Alcântara,1144631.62
SC,4217303,Saudades,965028.85
SC,4217402,Schroeder,2013236.55
SC,4217501,Seara,1335969.93
SC,4217550,Serra Alta,769230.32
SC,4217600,Siderópolis,1936242.35
SC,4217709,Sombrio,3476013.25
SC,4217758,Sul Brasil,605704.08
SC,4217808,Taió,2154470.51
SC,4217907,Tangará,1268991.75
SC,4217956,Tigrinhos,902654.49
SC,4218004,Tijucas,4558308.18
SC,4218103,Timbé do Sul,967760.8
SC,4218202,Timbó,2914509.79
SC,4218251,Timbó Grande,1007518.87
SC,4218301,Três Barras,3411474.28
SC,4218350,Treviso,1121467.12
SC,4218400,Treze de Maio,860615.18
SC,4218509,Treze Tílias,832440.74
SC,4218608,Trombudo Central,1107087.16
SC,4218707,Tubarão,10697170.51
SC,4218756,Tunápolis,615610.06
SC,4218806,Turvo,1689126.83
SC,4218855,União do Oeste,1134617.29
SC,4218905,Urubici,1536572.59
SC,4218954,Urupema,661243.44
SC,4219002,Urussanga,2114334.84
SC,4219101,Vargeão,675149.72
SC,4219150,Vargem,851888.67
SC,4219176,Vargem Bonita,1555303.6
SC,4219200,Vidal Ramos,884102.07
SC,4219309,Videira,1971689.76
SC,4219358,Vitor Meireles,889976.52
SC,4219408,Witmarsum,795669.9
SC,4219507,Xanxerê,4248768.02
SC,4219606,Xavantina,692029.49
SC,4219705,Xaxim,2647172.15
SC,4219853,Zortéa,867829.49
SC,4220000,Balneário Rincão,1741838.07
SC,4299919,São Miguel,
SE,2800100,Amparo de São Francisco,1121245.08
SE,2800209,Aquidabã,2228439.27
SE,2800308,Aracaju,66200993.02
SE,2800407,Arauá,1521829.98
SE,2800506,Areia Branca,2432832.04
SE,2800605,Barra dos Coqueiros,6708830.54
SE,2800670,Boquim,2932281.93
SE,2800704,Brejo Grande,1160586.63
SE,2801009,Campo do Brito,2302458.95
SE,2801108,Canhoba,1123400.82
SE,2801207,Canindé de São Francisco,5986942.82
SE,2801306,Capela,3442593.61
SE,2801405,Carira,2372318.04
SE,2801504,Carmópolis,3709786.73
SE,2801603,Cedro de São João,1190346.64
SE,2801702,Cristinápolis,2405566.79
SE,2801900,Cumbe,1145450.88
SE,2802007,Divina Pastora,1475194.12
SE,2802106,Estância,9294174.01
SE,2802205,Feira Nova,1184619.39
SE,2802304,Frei Paulo,1900602.98
SE,2802403,Gararu,1448598.66
SE,2802502,General Maynard,1163531.51
SE,2802601,Gracho Cardoso,1212187.02
SE,2802700,Ilha das Flores,1080590.21
SE,2802809,Indiaroba,2138894.17
SE,2802908,Itabaiana,8523952.89
SE,2803005,Itabaianinha,3661606.15
SE,2803104,Itabi,1135912.36
SE,2803203,Itaporanga d'Ajuda,5069587.88
SE,2803302,Japaratuba,2920104.12
SE,2803401,Japoatã,1676139.07
SE,2803500,Lagarto,7746560.31
SE,2803609,Laranjeiras,6027585.35
SE,2803708,Macambira,1189464.09
SE,2803807,Malhada dos Bois,1134165.12
SE,2803906,Malhador,1537263.53
SE,2804003,Maruim,2876329.21
SE,2804102,Moita Bonita,1484622.69
SE,2804201,Monte Alegre de Sergipe,1953506.31
SE,2804300,Muribeca,1206574.69
SE,2804409,Neópolis,2311867.04
SE,2804458,Nossa Senhora Aparecida,1198714.45
SE,2804508,Nossa Senhora da Glória,4371523.61
SE,2804607,Nossa Senhora das Dores,2858912.38
SE,2804706,Nossa Senhora de Lourdes,1150039.08
SE,2804805,Nossa Senhora do Socorro,14852560.76
SE,2804904,Pacatuba,2141263.35
SE,2805000,Pedra Mole,1108201.69
SE,2805109,Pedrinhas,1202580.79
SE,2805208,Pinhão,1136743.77
SE,2805307,Pirambu,1437730.61
SE,2805406,Poço Redondo,2834627.14
SE,2805505,Poço Verde,2683665.85
SE,2805604,Porto da Folha,2428443.56
SE,2805703,Propriá,3397460.17
SE,2805802,Riachão do Dantas,2209696.9
SE,2805901,Riachuelo,1947372.99
SE,2806008,Ribeirópolis,2452532.92
SE,2806107,Rosário do Catete,3502769.33
SE,2806206,Salgado,2149362.36
SE,2806305,Santa Luzia do Itanhy,1705974.05
SE,2806404,Santana do São Francisco,1172575.11
SE,2806503,Santa Rosa de Lima,1056484.09
SE,2806602,Santo Amaro das Brotas,1615863.72
SE,2806701,São Cristóvão,6917165.31
SE,2806800,São Domingos,1489100.67
SE,2806909,São Francisco,1130410.03
SE,2807006,São Miguel do Aleixo,1148191.01
SE,2807105,Simão Dias,4191826.05
SE,2807204,Siriri,1428672.21
SE,2807303,Telha,1121244.89
SE,2807402,Tobias Barreto,4701471.42
SE,2807501,Tomar do Geru,1388691.89
SE,2807600,Umbaúba,2767192.94
SP,3500105,Adamantina,2371568.72
SP,3500204,Adolfo,943878.02
SP,3500303,Aguaí,2150689.33
SP,3500402,Águas da Prata,973581.36
SP,3500501,Águas de Lindóia,992477.84
SP,3500550,Águas de Santa Bárbara,2018772.01
SP,3500600,Águas de São Pedro,651849.95
SP,3500709,Agudos,5231061.93
SP,3500758,Alambari,745080.97
SP,3500808,Alfredo Marcondes,861806.29
SP,3500907,Altair,1155233.58
SP,3501004,Altinópolis,1340444.55
SP,3501103,Alto Alegre,1223845.7
SP,3501152,Alumínio,4080339.37
SP,3501202,Álvares Florence,1209592.64
SP,3501301,Álvares Machado,2281831.06
SP,3501400,Álvaro de Carvalho,700551.16
SP,3501509,Alvinlândia,642770.36
SP,3501608,Americana,26635820.98
SP,3501707,Américo Brasiliense,2677226.08
SP,3501806,Américo de Campos,911707.38
SP,3501905,Amparo,5191774.31
SP,3502002,Analândia,1345525.65
SP,3502101,Andradina,6926935.96
SP,3502200,Angatuba,
SP,3502309,Anhembi,1424804.26
SP,3502408,Anhumas,932133.81
SP,3502507,Aparecida,3304612.97
SP,3502606,Aparecida d'Oeste,987624.17
SP,3502705,Apiaí,2392720.31
SP,3502754,Araçariguama,4823388.16
SP,3502804,Araçatuba,22027939.37
SP,3502903,Araçoiaba da Serra,1851239.66
SP,3503000,Aramina,
SP,3503109,Arandu,1165527.73
SP,3503158,Arapeí,817680
SP,3503208,Araraquara,19345756.45
SP,3503307,Araras,8091979.4
SP,3503356,Arco-Íris,737163.8
SP,3503406,Arealva,968992.75
SP,3503505,Areias,885542.26
SP,3503604,Areiópolis,1427060.49
SP,3503703,Ariranha,1355524.43
SP,3503802,Artur Nogueira,2801706.17
SP,3503901,Arujá,19812733.86
SP,3503950,Aspásia,
SP,3504008,Assis,1350591.58
SP,3504107,Atibaia,10787781.11
SP,3504206,Auriflama,1920712.06
SP,3504305,Avaí,1338922.83
SP,3504404,Avanhandava,1410237.21
SP,3504503,Avaré,6496007.96
SP,3504602,Bady Bassitt,2761366.48
SP,3504701,Balbinos,821447.85
SP,3504800,Bálsamo,838136.15
SP,3504909,Bananal,1258924.07
SP,3505005,Barão de Antonina,
SP,3505104,Barbosa,1296665.68
SP,3505203,Bariri,869356.62
SP,3505302,Barra Bonita,3045417.49
SP,3505351,Barra do Chapéu,981088.82
SP,3505401,Barra do Turvo,1825385.03
SP,3505500,Barretos,11232874.94
SP,3505609,Barrinha,3180707.3
SP,3505708,Barueri,73145209.1
SP,3505807,Bastos,2229043.72
SP,3505906,Batatais,5746321.47
SP,3506003,Bauru,19641072.7
SP,3506102,Bebedouro,7315813.74
SP,3506201,Bento de Abreu,950655.96
SP,3506300,Bernardino de Campos,1349411.3
SP,3506359,Bertioga,14887403.28
SP,3506409,Bilac,736387.02
SP,3506508,Birigui,7740851.54
SP,3506607,Biritiba-Mirim,
SP,3506706,Boa Esperança do Sul,708719.25
SP,3506805,Bocaina,1135013.53
SP,3506904,Bofete,1965885.12
SP,3507001,Boituva,4131075.98
SP,3507100,Bom Jesus dos Perdões,5090882.19
SP,3507159,Bom Sucesso de Itararé,876482.14
SP,3507209,Borá,861409.62
SP,3507308,Boracéia,669601.16
SP,3507407,Borborema,1911344.12
SP,3507456,Borebi,762745.9
SP,3507506,Botucatu,5163824.72
SP,3507605,Bragança Paulista,17736523.67
SP,3507704,Braúna,817747.85
SP,3507753,Brejo Alegre,1190970.39
SP,3507803,Brodowski,2483596.19
SP,3507902,Brotas,1268153.76
SP,3508009,Buri,2461118.48
SP,3508108,Buritama,2295071.92
SP,3508207,Buritizal,1038112.52
SP,3508306,Cabrália Paulista,868912.86
SP,3508405,Cabreúva,6294073.19
SP,3508504,Caçapava,6206236.88
SP,3508603,Cachoeira Paulista,3239939.91
SP,3508702,Caconde,
SP,3508801,Cafelândia,1596466.15
SP,3508900,Caiabu,1021653.45
SP,3509007,Caieiras,14300146.94
SP,3509106,Caiuá,1232037.79
SP,3509205,Cajamar,21697826.38
SP,3509254,Cajati,3478042.88
SP,3509304,Cajobi,969968.55
