UF,COD,MUN,VALOR_TOTAL_BF
PI,2203453,Dom Inocêncio,880376
PI,2203503,Elesbão Veloso,804499
PI,2203602,Eliseu Martins,364163
PI,2203701,Esperantina,3049087
PI,2203750,Fartura do Piauí,625.25
PI,2203800,Flores do Piauí,457.17
PI,2203859,Floresta do Piauí,284888
PI,2203909,Floriano,2773641
PI,2204006,Francinópolis,374787
PI,2204105,Francisco Ayres,336.73
PI,2204154,Francisco Macedo,237878
PI,2204204,Francisco Santos,484255
PI,2204303,Fronteiras,994721
PI,2204352,Geminiano,678233
PI,2204402,Gilbués,1060662
PI,2204501,Guadalupe,828361
PI,2204550,Guaribas,530182
PI,2204600,Hugo Napoleão,394084
PI,2204659,Ilha Grande,649865
PI,2204709,Inhuma,1117.26
PI,2204808,Ipiranga do Piauí,622652
PI,2204907,Isaías Coelho,792293
PI,2205003,Itainópolis,970464
PI,2205102,Itaueira,748458
PI,2205151,Jacobina do Piauí,611792
PI,2205201,Jaicós,1707198
PI,2205250,Jardim do Mulato,404388
PI,2205276,Jatobá do Piauí,539319
PI,2205300,Jerumenha,461.71
PI,2205359,João Costa,289156
PI,2205409,Joaquim Pires,1083905
PI,2205458,Joca Marques,511508
PI,2205508,José de Freitas,2580563
PI,2205516,Juazeiro do Piauí,469706
PI,2205524,Júlio Borges,483331
PI,2205532,Jurema,667346
PI,2205540,Lagoinha do Piauí,230053
PI,2205557,Lagoa Alegre,1290393
PI,2205565,Lagoa do Barro do Piauí,367954
PI,2205573,Lagoa de São Francisco,489282
PI,2205581,Lagoa do Piauí,451825
PI,2205599,Lagoa do Sítio,558041
PI,2205607,Landri Sales,574354
PI,2205706,Luís Correia,2407914
PI,2205805,Luzilândia,2340586
PI,2205854,Madeiro,622.5
PI,2205904,Manoel Emídio,400877
PI,2205953,Marcolândia,976988
PI,2206001,Marcos Parente,569902
PI,2206050,Massapê do Piauí,470331
PI,2206100,Matias Olímpio,1028461
PI,2206209,Miguel Alves,3340624
PI,2206308,Miguel Leão,86543
PI,2206357,Milton Brandão,567359
PI,2206407,Monsenhor Gil,714371
PI,2206506,Monsenhor Hipólito,773144
PI,2206605,Monte Alegre do Piauí,838.84
PI,2206654,Morro Cabeça no Tempo,455248
PI,2206670,Morro do Chapéu do Piauí,526573
PI,2206696,Murici dos Portelas,559623
PI,2206704,Nazaré do Piauí,699579
PI,2206720,Nazária,1040083
PI,2206753,Nossa Senhora de Nazaré,388.41
PI,2206803,Nossa Senhora dos Remédios,1070907
PI,2206902,Novo Oriente do Piauí,465098
PI,2206951,Novo Santo Antônio,334367
PI,2207009,Oeiras,3554969
PI,2207108,Olho D'Água do Piauí,215706
PI,2207207,Padre Marcos,806667
PI,2207306,Paes Landim,431957
PI,2207355,Pajeú do Piauí,269709
PI,2207405,Palmeira do Piauí,387539
PI,2207504,Palmeirais,1484902
PI,2207553,Paquetá,465986
PI,2207603,Parnaguá,1199257
PI,2207702,Parnaíba,6279191
PI,2207751,Passagem Franca do Piauí,539174
PI,2207777,Patos do Piauí,376483
PI,2207793,Pau D'Arco do Piauí,396.87
PI,2207801,Paulistana,1869207
PI,2207850,Pavussu,512.95
PI,2207900,Pedro II,3589409
PI,2207934,Pedro Laurentino,307509
PI,2207959,Nova Santa Rita,485326
PI,2208007,Picos,6231622
PI,2208106,Pimenteiras,921691
PI,2208205,Pio IX,1906724
PI,2208304,Piracuruca,2320969
PI,2208403,Piripiri,3375791
PI,2208502,Porto,1069904
PI,2208551,Porto Alegre do Piauí,280.21
PI,2208601,Prata do Piauí,398503
PI,2208650,Queimada Nova,612842
PI,2208700,Redenção do Gurguéia,1031.08
PI,2208809,Regeneração,2312475
PI,2208858,Riacho Frio,497239
PI,2208874,Ribeira do Piauí,542607
PI,2208908,Ribeiro Gonçalves,438.66
PI,2209005,Rio Grande do Piauí,682625
PI,2209104,Santa Cruz do Piauí,519.98
PI,2209153,Santa Cruz dos Milagres,219993
PI,2209203,Santa Filomena,478017
PI,2209302,Santa Luz,644732
PI,2209351,Santana do Piauí,255725
PI,2209377,Santa Rosa do Piauí,427.73
PI,2209401,Santo Antônio de Lisboa,594799
PI,2209450,Santo Antônio dos Milagres,123066
PI,2209500,Santo Inácio do Piauí,304151
PI,2209559,São Braz do Piauí,472826
PI,2209609,São Félix do Piauí,161.28
PI,2209658,São Francisco de Assis do Piauí,634326
PI,2209708,São Francisco do Piauí,627753
PI,2209757,São Gonçalo do Gurguéia,249921
PI,2209807,São Gonçalo do Piauí,395671
PI,2209856,São João da Canabrava,438898
PI,2209872,São João da Fronteira,496.72
PI,2209906,São João da Serra,550315
PI,2209955,São João da Varjota,429855
PI,2209971,São João do Arraial,859422
PI,2210003,São João do Piauí,1520.71
PI,2210052,São José do Divino,544429
PI,2210102,São José do Peixe,383509
PI,2210201,São José do Piauí,463057
PI,2210300,São Julião,566981
PI,2210359,São Lourenço do Piauí,511429
PI,2210375,São Luis do Piauí,204522
PI,2210383,São Miguel da Baixa Grande,139439
PI,2210391,São Miguel do Fidalgo,255096
PI,2210409,São Miguel do Tapuio,1345005
PI,2210508,São Pedro do Piauí,1574456
PI,2210607,São Raimundo Nonato,2811706
PI,2210623,Sebastião Barros,366031
PI,2210631,Sebastião Leal,365.95
PI,2210656,Sigefredo Pacheco,976.04
PI,2210706,Simões,881612
PI,2210805,Simplício Mendes,1059452
PI,2210904,Socorro do Piauí,450324
PI,2210938,Sussuapara,514723
PI,2210953,Tamboril do Piauí,271068
PI,2210979,Tanque do Piauí,219923
PI,2211001,Teresina,39172154
PI,2211100,União,3890524
PI,2211209,Uruçuí,1579363
PI,2211308,Valença do Piauí,1407552
PI,2211357,Várzea Branca,646.13
PI,2211407,Várzea Grande,503344
PI,2211506,Vera Mendes,297943
PI,2211605,Vila Nova do Piauí,211.46
PI,2211704,Wall Ferraz,381207
PR,4100103,Abatiá,167235
PR,4100202,Adrianópolis,172289
PR,4100301,Agudos do Sul,371664
PR,4100400,Almirante Tamandaré,2232383
PR,4100459,Altamira do Paraná,101.9
PR,4100509,Altônia,294836
PR,4100608,Alto Paraná,327044
PR,4100707,Alto Piquiri,311649
PR,4100806,Alvorada do Sul,176285
PR,4100905,Amaporã,186618
PR,4101002,Ampére,168.99
PR,4101051,Anahy,77802
PR,4101101,Andirá,543984
PR,4101150,Ângulo,84331
PR,4101200,Antonina,805712
PR,4101309,Antônio Olinto,335976
PR,4101408,Apucarana,2193699
PR,4101507,Arapongas,1642502
PR,4101606,Arapoti,549508
PR,4101655,Arapuã,144923
PR,4101705,Araruna,243381
PR,4101804,Araucária,3248918
PR,4101853,Ariranha do Ivaí,73747
PR,4101903,Assaí,289089
PR,4102000,Assis Chateaubriand,473.66
PR,4102109,Astorga,382473
PR,4102208,Atalaia,66934
PR,4102307,Balsa Nova,340997
PR,4102406,Bandeirantes,505.45
PR,4102505,Barbosa Ferraz,361193
PR,4102604,Barracão,276635
PR,4102703,Barra do Jacaré,69964
PR,4102752,Bela Vista da Caroba,102977
PR,4102802,Bela Vista do Paraíso,360.23
PR,4102901,Bituruna,460159
PR,4103008,Boa Esperança,140.21
PR,4103024,Boa Esperança do Iguaçu,43851
PR,4103040,Boa Ventura de São Roque,365561
PR,4103057,Boa Vista da Aparecida,350974
PR,4103107,Bocaiúva do Sul,734494
PR,4103156,Bom Jesus do Sul,96422
PR,4103206,Bom Sucesso,89325
PR,4103222,Bom Sucesso do Sul,62256
PR,4103305,Borrazópolis,200094
PR,4103354,Braganey,128266
PR,4103370,Brasilândia do Sul,88889
PR,4103404,Cafeara,56005
PR,4103453,Cafelândia,307456
PR,4103479,Cafezal do Sul,93267
PR,4103503,Califórnia,310326
PR,4103602,Cambará,522718
PR,4103701,Cambé,1887211
PR,4103800,Cambira,234657
PR,4103909,Campina da Lagoa,442934
PR,4103958,Campina do Simão,150091
PR,4104006,Campina Grande do Sul,1609353
PR,4104055,Campo Bonito,152633
PR,4104105,Campo do Tenente,432343
PR,4104204,Campo Largo,2197977
PR,4104253,Campo Magro,565496
PR,4104303,Campo Mourão,1939737
PR,4104402,Cândido de Abreu,614105
PR,4104428,Candói,414711
PR,4104451,Cantagalo,221411
PR,4104501,Capanema,214065
PR,4104600,Capitão Leônidas Marques,455659
PR,4104659,Carambeí,467007
PR,4104709,Carlópolis,271728
PR,4104808,Cascavel,4085478
PR,4104907,Castro,2143.57
PR,4105003,Catanduvas,184322
PR,4105102,Centenário do Sul,222912
PR,4105201,Cerro Azul,778532
PR,4105300,Céu Azul,92938
PR,4105409,Chopinzinho,464479
PR,4105508,Cianorte,948139
PR,4105607,Cidade Gaúcha,200612
PR,4105706,Clevelândia,332054
PR,4105805,Colombo,5712.58
PR,4105904,Colorado,225148
PR,4106001,Congonhinhas,306363
PR,4106100,Conselheiro Mairinck,117894
PR,4106209,Contenda,411525
PR,4106308,Corbélia,287183
PR,4106407,Cornélio Procópio,474486
PR,4106456,Coronel Domingos Soares,357342
PR,4106506,Coronel Vivida,391723
PR,4106555,Corumbataí do Sul,118252
PR,4106571,Cruzeiro do Iguaçu,82487
PR,4106605,Cruzeiro do Oeste,452792
PR,4106704,Cruzeiro do Sul,119333
PR,4106803,Cruz Machado,260182
PR,4106852,Cruzmaltina,91898
PR,4106902,Curitiba,21709449
PR,4107009,Curiúva,427.32
PR,4107108,Diamante do Norte,116957
PR,4107124,Diamante do Sul,133098
PR,4107157,Diamante D'Oeste,118517
PR,4107207,Dois Vizinhos,656162
PR,4107256,Douradina,126973
PR,4107306,Doutor Camargo,91704
PR,4107405,Enéas Marques,142987
PR,4107504,Engenheiro Beltrão,364732
PR,4107520,Esperança Nova,44303
PR,4107538,Entre Rios do Oeste,45746
PR,4107546,Espigão Alto do Iguaçu,265671
PR,4107553,Farol,89561
PR,4107603,Faxinal,544912
PR,4107652,Fazenda Rio Grande,3007912
PR,4107702,Fênix,152207
PR,4107736,Fernandes Pinheiro,335869
PR,4107751,Figueira,463154
PR,4107801,Floraí,76604
PR,4107850,Flor da Serra do Sul,119886
PR,4107900,Floresta,114445
PR,4108007,Florestópolis,698711
PR,4108106,Flórida,81652
PR,4108205,Formosa do Oeste,88291
PR,4108304,Foz do Iguaçu,8223233
PR,4108320,Francisco Alves,247122
PR,4108403,Francisco Beltrão,1172964
PR,4108452,Foz do Jordão,255481
PR,4108502,General Carneiro,493012
PR,4108551,Godoy Moreira,116344
PR,4108601,Goioerê,1119026
PR,4108650,Goioxim,324179
PR,4108700,Grandes Rios,252498
PR,4108809,Guaíra,393019
PR,4108908,Guairaçá,200.77
PR,4108957,Guamiranga,210581
PR,4109005,Guapirama,90652
PR,4109104,Guaporema,64878
PR,4109203,Guaraci,150828
PR,4109302,Guaraniaçu,173965
PR,4109401,Guarapuava,4320.82
PR,4109500,Guaraqueçaba,555363
PR,4109609,Guaratuba,1490492
PR,4109658,Honório Serpa,141336
PR,4109708,Ibaiti,493947
PR,4109757,Ibema,228.72
PR,4109807,Ibiporã,1202192
PR,4109906,Icaraíma,276397
PR,4110003,Iguaraçu,93451
PR,4110052,Iguatu,47642
PR,4110078,Imbaú,414535
PR,4110102,Imbituva,606848
PR,4110201,Inácio Martins,433546
PR,4110300,Inajá,91605
PR,4110409,Indianópolis,86.09
PR,4110508,Ipiranga,264942
PR,4110607,Iporã,264931
PR,4110656,Iracema do Oeste,52404
PR,4110706,Irati,1627892
PR,4110805,Iretama,322355
PR,4110904,Itaguajé,64955
PR,4110953,Itaipulândia,161722
PR,4111001,Itambaracá,160075
PR,4111100,Itambé,21332
PR,4111209,Itapejara d'Oeste,317582
PR,4111258,Itaperuçu,1169215
PR,4111308,Itaúna do Sul,92365
PR,4111407,Ivaí,384602
PR,4111506,Ivaiporã,317.36
PR,4111555,Ivaté,182212
PR,4111605,Ivatuba,35386
PR,4111704,Jaboti,155342
PR,4111803,Jacarezinho,1219749
PR,4111902,Jaguapitã,338752
PR,4112009,Jaguariaíva,827631
PR,4112108,Jandaia do Sul,525353
PR,4112207,Janiópolis,110028
PR,4112306,Japira,120238
PR,4112405,Japurá,214381
PR,4112504,Jardim Alegre,309416
PR,4112603,Jardim Olinda,42178
PR,4112702,Jataizinho,331556
PR,4112751,Jesuítas,312835
PR,4112801,Joaquim Távora,218219
PR,4112900,Jundiaí do Sul,142158
PR,4112959,Juranda,207733
PR,4113007,Jussara,115869
PR,4113106,Kaloré,176127
PR,4113205,Lapa,1128628
PR,4113254,Laranjal,287.54
PR,4113304,Laranjeiras do Sul,476104
PR,4113403,Leópolis,79537
PR,4113429,Lidianópolis,129948
PR,4113452,Lindoeste,237073
PR,4113502,Loanda,308106
PR,4113601,Lobato,143011
PR,4113700,Londrina,10848559
PR,4113734,Luiziana,245097
PR,4113759,Lunardelli,159878
PR,4113809,Lupionópolis,195979
PR,4113908,Mallet,290822
PR,4114005,Mamborê,436578
PR,4114104,Mandaguaçu,379429
PR,4114203,Mandaguari,292111
PR,4114302,Mandirituba,619006
PR,4114351,Manfrinópolis,33466
PR,4114401,Mangueirinha,385.23
PR,4114500,Manoel Ribas,507056
PR,4114609,Marechal Cândido Rondon,446553
PR,4114708,Maria Helena,172647
PR,4114807,Marialva,721784
PR,4114906,Marilândia do Sul,305023
PR,4115002,Marilena,149617
PR,4115101,Mariluz,328251
PR,4115200,Maringá,4693727
PR,4115309,Mariópolis,81148
PR,4115358,Maripá,53651
PR,4115408,Marmeleiro,455.52
PR,4115457,Marquinho,226158
PR,4115507,Marumbi,110549
PR,4115606,Matelândia,98319
PR,4115705,Matinhos,1033297
PR,4115739,Mato Rico,172702
PR,4115754,Mauá da Serra,310485
PR,4115804,Medianeira,357209
PR,4115853,Mercedes,41425
PR,4115903,Mirador,82959
PR,4116000,Miraselva,44678
PR,4116059,Missal,226.24
PR,4116109,Moreira Sales,602221
PR,4116208,Morretes,588244
PR,4116307,Munhoz de Melo,120.31
PR,4116406,Nossa Senhora das Graças,61835
PR,4116505,Nova Aliança do Ivaí,24867
PR,4116604,Nova América da Colina,133.13
PR,4116703,Nova Aurora,255271
PR,4116802,Nova Cantu,236722
PR,4116901,Nova Esperança,545802
PR,4116950,Nova Esperança do Sudoeste,91017
PR,4117008,Nova Fátima,165193
PR,4117057,Nova Laranjeiras,648825
PR,4117107,Nova Londrina,279419
PR,4117206,Nova Olímpia,120093
PR,4117214,Nova Santa Bárbara,143223
PR,4117222,Nova Santa Rosa,119011
PR,4117255,Nova Prata do Iguaçu,164437
PR,4117271,Nova Tebas,150192
PR,4117297,Novo Itacolomi,75.85
PR,4117305,Ortigueira,1033716
PR,4117404,Ourizona,42807
PR,4117453,Ouro Verde do Oeste,79.46
PR,4117503,Paiçandu,1075444
PR,4117602,Palmas,1109277
PR,4117701,Palmeira,403531
PR,4117800,Palmital,503331
PR,4117909,Palotina,383966
PR,4118006,Paraíso do Norte,135.09
PR,4118105,Paranacity,211034
PR,4118204,Paranaguá,3748531
PR,4118303,Paranapoema,56.88
PR,4118402,Paranavaí,1781678
PR,4118451,Pato Bragado,70456
PR,4118501,Pato Branco,903763
PR,4118600,Paula Freitas,88507
PR,4118709,Paulo Frontin,68072
PR,4118808,Peabiru,377762
PR,4118857,Perobal,96664
PR,4118907,Pérola,117752
PR,4119004,Pérola d'Oeste,83322
PR,4119103,Piên,166484
PR,4119152,Pinhais,2358241
PR,4119202,Pinhalão,225466
PR,4119251,Pinhal de São Bento,82119
PR,4119301,Pinhão,948915
PR,4119400,Piraí do Sul,607235
PR,4119509,Piraquara,3652048
PR,4119608,Pitanga,1104539
PR,4119657,Pitangueiras,83171
PR,4119707,Planaltina do Paraná,164404
PR,4119806,Planalto,253465
PR,4119905,Ponta Grossa,6149.62
PR,4119954,Pontal do Paraná,806624
PR,4120002,Porecatu,400877
PR,4120101,Porto Amazonas,71114
PR,4120150,Porto Barreiro,113652
PR,4120200,Porto Rico,51442
PR,4120309,Porto Vitória,111238
PR,4120333,Prado Ferreira,119857
PR,4120358,Pranchita,99795
PR,4120408,Presidente Castelo Branco,59863
PR,4120507,Primeiro de Maio,168668
PR,4120606,Prudentópolis,1304.58
PR,4120655,Quarto Centenário,74832
PR,4120705,Quatiguá,231581
PR,4120804,Quatro Barras,474366
PR,4120853,Quatro Pontes,16501
PR,4120903,Quedas do Iguaçu,1162.76
PR,4121000,Querência do Norte,280305
PR,4121109,Quinta do Sol,92896
PR,4121208,Quitandinha,361552
PR,4121257,Ramilândia,73081
PR,4121307,Rancho Alegre,84461
PR,4121356,Rancho Alegre D'Oeste,62499
PR,4121406,Realeza,224176
PR,4121505,Rebouças,582303
PR,4121604,Renascença,43813
PR,4121703,Reserva,993428
PR,4121752,Reserva do Iguaçu,232129
PR,4121802,Ribeirão Claro,262737
PR,4121901,Ribeirão do Pinhal,492165
PR,4122008,Rio Azul,245429
PR,4122107,Rio Bom,90427
PR,4122156,Rio Bonito do Iguaçu,612673
PR,4122172,Rio Branco do Ivaí,283503
PR,4122206,Rio Branco do Sul,975061
PR,4122305,Rio Negro,273902
PR,4122404,Rolândia,942051
PR,4122503,Roncador,242152
PR,4122602,Rondon,190517
PR,4122651,Rosário do Ivaí,238981
PR,4122701,Sabáudia,139742
PR,4122800,Salgado Filho,52386
PR,4122909,Salto do Itararé,141443
PR,4123006,Salto do Lontra,256.22
PR,4123105,Santa Amélia,95905
PR,4123204,Santa Cecília do Pavão,92341
PR,4123303,Santa Cruz de Monte Castelo,211973
PR,4123402,Santa Fé,104048
PR,4123501,Santa Helena,360963
PR,4123600,Santa Inês,56204
PR,4123709,Santa Isabel do Ivaí,129776
PR,4123808,Santa Izabel do Oeste,130611
PR,4123824,Santa Lúcia,80526
PR,4123857,Santa Maria do Oeste,440482
PR,4123907,Santa Mariana,363384
PR,4123956,Santa Mônica,126677
PR,4124004,Santana do Itararé,133261
PR,4124020,Santa Tereza do Oeste,281623
PR,4124053,Santa Terezinha de Itaipu,271404
PR,4124103,Santo Antônio da Platina,905533
PR,4124202,Santo Antônio do Caiuá,62499
PR,4124301,Santo Antônio do Paraíso,53548
PR,4124400,Santo Antônio do Sudoeste,390348
PR,4124509,Santo Inácio,34.74
PR,4124608,São Carlos do Ivaí,208152
PR,4124707,São Jerônimo da Serra,308942
PR,4124806,São João,179438
PR,4124905,São João do Caiuá,262833
PR,4125001,São João do Ivaí,286587
PR,4125100,São João do Triunfo,270227
PR,4125209,São Jorge d'Oeste,106369
PR,4125308,São Jorge do Ivaí,71814
PR,4125357,São Jorge do Patrocínio,57386
PR,4125407,São José da Boa Vista,150228
PR,4125456,São José das Palmeiras,92578
PR,4125506,São José dos Pinhais,6129346
PR,4125555,São Manoel do Paraná,35128
PR,4125605,São Mateus do Sul,822855
PR,4125704,São Miguel do Iguaçu,414728
PR,4125753,São Pedro do Iguaçu,224.45
PR,4125803,São Pedro do Ivaí,290784
PR,4125902,São Pedro do Paraná,27724
PR,4126009,São Sebastião da Amoreira,391129
PR,4126108,São Tomé,123289
PR,4126207,Sapopema,237653
PR,4126256,Sarandi,729556
PR,4126272,Saudade do Iguaçu,141553
PR,4126306,Sengés,352788
PR,4126355,Serranópolis do Iguaçu,51.35
PR,4126405,Sertaneja,82247
PR,4126504,Sertanópolis,269318
PR,4126603,Siqueira Campos,398854
PR,4126652,Sulina,70558
PR,4126678,Tamarana,281903
PR,4126702,Tamboara,139947
PR,4126801,Tapejara,236238
PR,4126900,Tapira,164777
PR,4127007,Teixeira Soares,371234
PR,4127106,Telêmaco Borba,697168
PR,4127205,Terra Boa,206352
PR,4127304,Terra Rica,440474
PR,4127403,Terra Roxa,173862
PR,4127502,Tibagi,859061
PR,4127601,Tijucas do Sul,696836
PR,4127700,Toledo,996.23
PR,4127809,Tomazina,224015
PR,4127858,Três Barras do Paraná,431769
PR,4127882,Tunas do Paraná,271196
PR,4127908,Tuneiras do Oeste,178.23
PR,4127957,Tupãssi,84084
PR,4127965,Turvo,380675
PR,4128005,Ubiratã,774607
PR,4128104,Umuarama,1791.13
PR,4128203,União da Vitória,874405
PR,4128302,Uniflor,38914
PR,4128401,Uraí,391426
PR,4128500,Wenceslau Braz,500119
PR,4128534,Ventania,341655
PR,4128559,Vera Cruz do Oeste,122375
PR,4128609,Verê,107117
PR,4128625,Vila Alta,96913
PR,4128633,Doutor Ulysses,339102
PR,4128658,Virmond,85646
PR,4128708,Vitorino,156835
PR,4128807,Xambrê,141671
PR,4199919,Assunguy de Cima,
PR,4199929,Conchas,
PR,4199939,Palmira,
PR,4199949,Porto de Cima,
RJ,3300100,Angra dos Reis,7723153
RJ,3300159,Aperibé,444354
RJ,3300209,Araruama,6260.92
RJ,3300225,Areal,344992
RJ,3300233,Armação dos Búzios,1717119
RJ,3300258,Arraial do Cabo,1298.7
RJ,3300308,Barra do Piraí,2933805
RJ,3300407,Barra Mansa,5149.69
RJ,3300456,Belford Roxo,34528132
RJ,3300506,Bom Jardim,927.9
RJ,3300605,Bom Jesus do Itabapoana,1155639
RJ,3300704,Cabo Frio,8607892
RJ,3300803,Cachoeiras de Macacu,3035928
RJ,3300902,Cambuci,810489
RJ,3300936,Carapebus,839935
RJ,3300951,Comendador Levy Gasparian,331137
RJ,3301009,Campos dos Goytacazes,25568112
RJ,3301108,Cantagalo,685223
RJ,3301157,Cardoso Moreira,637132
RJ,3301207,Carmo,958.19
RJ,3301306,Casimiro de Abreu,1462911
RJ,3301405,Conceição de Macabu,1382.26
RJ,3301504,Cordeiro,649799
RJ,3301603,Duas Barras,408.97
RJ,3301702,Duque de Caxias,48301315
RJ,3301801,Engenheiro Paulo de Frontin,644891
RJ,3301850,Guapimirim,4022845
RJ,3301876,Iguaba Grande,1475541
RJ,3301900,Itaboraí,15922163
RJ,3302007,Itaguaí,5655.17
RJ,3302056,Italva,567.75
RJ,3302106,Itaocara,782341
RJ,3302205,Itaperuna,3068.79
RJ,3302254,Itatiaia,1110753
RJ,3302270,Japeri,7158206
RJ,3302304,Laje do Muriaé,287.39
RJ,3302403,Macaé,8418891
RJ,3302452,Macuco,295183
RJ,3302502,Magé,13715.08
RJ,3302601,Mangaratiba,1771031
RJ,3302700,Maricá,5851373
RJ,3302809,Mendes,779096
RJ,3302858,Mesquita,10019716
RJ,3302908,Miguel Pereira,1453521
RJ,3303005,Miracema,1574844
RJ,3303104,Natividade,752804
RJ,3303203,Nilópolis,4944752
RJ,3303302,Niterói,15680645
RJ,3303401,Nova Friburgo,4539705
RJ,3303500,Nova Iguaçu,57394385
RJ,3303609,Paracambi,2702509
RJ,3303708,Paraíba do Sul,1411502
RJ,3303807,Parati,2070.25
RJ,3303856,Paty do Alferes,1162779
RJ,3303906,Petrópolis,9846743
RJ,3303955,Pinheiral,1096916
RJ,3304003,Piraí,1105867
RJ,3304102,Porciúncula,892461
RJ,3304110,Porto Real,749109
RJ,3304128,Quatis,484
RJ,3304144,Queimados,7980968
RJ,3304151,Quissamã,1023503
RJ,3304201,Resende,3039094
RJ,3304300,Rio Bonito,3993726
RJ,3304409,Rio Claro,797126
RJ,3304508,Rio das Flores,383575
RJ,3304524,Rio das Ostras,5836647
RJ,3304557,Rio de Janeiro,222677121
RJ,3304607,Santa Maria Madalena,316253
RJ,3304706,Santo Antônio de Pádua,1204825
RJ,3304755,São Francisco de Itabapoana,2803621
RJ,3304805,São Fidélis,1770644
RJ,3304904,São Gonçalo,34827.43
RJ,3305000,São João da Barra,2660264
RJ,3305109,São João de Meriti,14018836
RJ,3305133,São José de Ubá,341089
RJ,3305158,São José do Vale do Rio Preto,789.71
RJ,3305208,São Pedro da Aldeia,4485.24
RJ,3305307,São Sebastião do Alto,336087
RJ,3305406,Sapucaia,689.65
RJ,3305505,Saquarema,3988453
RJ,3305554,Seropédica,7030223
RJ,3305604,Silva Jardim,1117077
RJ,3305703,Sumidouro,1054702
RJ,3305752,Tanguá,2241111
RJ,3305802,Teresópolis,6413.5
RJ,3305901,Trajano de Morais,481328
RJ,3306008,Três Rios,3767181
RJ,3306107,Valença,3025074
RJ,3306156,Varre-Sai,612733
RJ,3306206,Vassouras,1126404
RJ,3306305,Volta Redonda,8627215
RJ,3399919,Sâo João Marcos,
RJ,3399929,São Sebastião do Parahyba,
RN,2400109,Acari,487.04
RN,2400208,Açu,3647774
RN,2400307,Afonso Bezerra,1307399
RN,2400406,Água Nova,185.41
RN,2400505,Alexandria,904239
RN,2400604,Almino Afonso,397876
RN,2400703,Alto do Rodrigues,698243
RN,2400802,Angicos,682458
RN,2400901,Antônio Martins,700406
RN,2401008,Apodi,3108847
RN,2401107,Areia Branca,1268415
RN,2401206,Arês,915861
RN,2401305,Augusto Severo,1234543
RN,2401404,Baía Formosa,436491
RN,2401453,Baraúna,1647943
RN,2401503,Barcelona,302975
RN,2401602,Bento Fernandes,419445
RN,2401651,Bodó,272811
RN,2401701,Bom Jesus,698485
RN,2401800,Brejinho,661429
RN,2401859,Caiçara do Norte,439242
RN,2401909,Caiçara do Rio do Vento,338463
RN,2402006,Caicó,2960507
RN,2402105,Campo Redondo,1072557
RN,2402204,Canguaretama,2177202
RN,2402303,Caraúbas,1480656
RN,2402402,Carnaúba dos Dantas,234607
RN,2402501,Carnaubais,943924
RN,2402600,Ceará-Mirim,3717.09
RN,2402709,Cerro Corá,608849
RN,2402808,Coronel Ezequiel,444362
RN,2402907,Coronel João Pessoa,305606
RN,2403004,Cruzeta,415794
RN,2403103,Currais Novos,1643877
RN,2403202,Doutor Severiano,444257
RN,2403251,Parnamirim,8546813
RN,2403301,Encanto,415398
RN,2403400,Equador,569945
RN,2403509,Espírito Santo,883903
RN,2403608,Extremoz,3201.34
RN,2403707,Felipe Guerra,554369
RN,2403756,Fernando Pedroza,223277
RN,2403806,Florânia,478458
RN,2403905,Francisco Dantas,190303
RN,2404002,Frutuoso Gomes,365043
RN,2404101,Galinhos,128686
RN,2404200,Goianinha,1523817
RN,2404309,Governador Dix-Sept Rosado,1006946
RN,2404408,Grossos,747304
RN,2404507,Guamaré,965729
RN,2404606,Ielmo Marinho,1053611
RN,2404705,Ipanguaçu,653195
RN,2404804,Ipueira,82224
RN,2404853,Itajá,462095
RN,2404903,Itaú,407121
RN,2405009,Jaçanã,663215
RN,2405108,Jandaíra,458737
RN,2405207,Janduís,408805
RN,2405306,Januário Cicco,735299
RN,2405405,Japi,775294
RN,2405504,Jardim de Angicos,269924
RN,2405603,Jardim de Piranhas,1185662
RN,2405702,Jardim do Seridó,354629
RN,2405801,João Câmara,2675551
RN,2405900,João Dias,280608
RN,2406007,José da Penha,408456
RN,2406106,Jucurutu,1280162
RN,2406155,Jundiá,336709
RN,2406205,Lagoa d'Anta,570939
RN,2406304,Lagoa de Pedras,649298
RN,2406403,Lagoa de Velhos,236666
RN,2406502,Lagoa Nova,1027871
RN,2406601,Lagoa Salgada,1370.8
RN,2406700,Lajes,546195
RN,2406809,Lajes Pintadas,432078
RN,2406908,Lucrécia,350173
RN,2407005,Luís Gomes,650425
RN,2407104,Macaíba,5533021
RN,2407203,Macau,1280062
RN,2407252,Major Sales,246289
RN,2407302,Marcelino Vieira,623535
RN,2407401,Martins,456946
RN,2407500,Maxaranguape,557679
RN,2407609,Messias Targino,366185
RN,2407708,Montanhas,1005451
RN,2407807,Monte Alegre,1300474
RN,2407906,Monte das Gameleiras,238.53
RN,2408003,Mossoró,13563179
RN,2408102,Natal,28503332
RN,2408201,Nísia Floresta,1697726
RN,2408300,Nova Cruz,2602.82
RN,2408409,Olho-d'Água do Borges,249206
RN,2408508,Ouro Branco,251301
RN,2408607,Paraná,429787
RN,2408706,Paraú,189094
RN,2408805,Parazinho,376848
RN,2408904,Parelhas,1267894
RN,2408953,Rio do Fogo,869445
RN,2409100,Passa e Fica,1042977
RN,2409209,Passagem,236857
RN,2409308,Patu,823768
RN,2409332,Santa Maria,457121
RN,2409407,Pau dos Ferros,1725716
