UF,COD,MUN,OPERACOES_CREDITO
RS,4314456,Pinhal,
RS,4314464,Pinhal da Serra,
RS,4314472,Pinhal Grande,2536.014744687
RS,4314498,Pinheirinho do Vale,4280.5696897752
RS,4314506,Pinheiro Machado,66628.6026066246
RS,4314548,Pinto Bandeira,
RS,4314555,Pirapó,
RS,4314605,Piratini,38863.9387334133
RS,4314704,Planalto,41782.6756576891
RS,4314753,Poço das Antas,
RS,4314779,Pontão,3754.2382012275
RS,4314787,Ponte Preta,
RS,4314803,Portão,108170.936355655
RS,4314902,Porto Alegre,48656095.451974
RS,4315008,Porto Lucena,6366.2240349356
RS,4315057,Porto Mauá,
RS,4315073,Porto Vera Cruz,
RS,4315107,Porto Xavier,33206.1035158229
RS,4315131,Pouso Novo,14452.1374185891
RS,4315149,Presidente Lucena,
RS,4315156,Progresso,2342.1636387229
RS,4315172,Protásio Alves,
RS,4315206,Putinga,1994.2386803572
RS,4315305,Quaraí,70831.0830966288
RS,4315313,Quatro Irmãos,
RS,4315321,Quevedos,3006.2344560971
RS,4315354,Quinze de Novembro,
RS,4315404,Redentora,7482.8748708892
RS,4315453,Relvado,
RS,4315503,Restinga Seca,91097.3404535469
RS,4315552,Rio dos Índios,
RS,4315602,Rio Grande,711822.940800234
RS,4315701,Rio Pardo,187248.408274454
RS,4315750,Riozinho,3292.86458838
RS,4315800,Roca Sales,43522.0226142922
RS,4315909,Rodeio Bonito,9029.4505598531
RS,4315958,Rolador,
RS,4316006,Rolante,61252.0928374229
RS,4316105,Ronda Alta,106155.481564935
RS,4316204,Rondinha,3258.6457894688
RS,4316303,Roque Gonzales,31245.5686547545
RS,4316402,Rosário do Sul,221916.881966688
RS,4316428,Sagrada Família,
RS,4316436,Saldanha Marinho,72742.2538574828
RS,4316451,Salto do Jacuí,91089.3261105173
RS,4316477,Salvador das Missões,
RS,4316501,Salvador do Sul,32098.3040288614
RS,4316600,Sananduva,295424.391167888
RS,4316709,Santa Bárbara do Sul,161525.845996525
RS,4316733,Santa Cecília do Sul,
RS,4316758,Santa Clara do Sul,1888.2858889962
RS,4316808,Santa Cruz do Sul,887471.56696322
RS,4316907,Santa Maria,2811952.47801497
RS,4316956,Santa Maria do Herval,3367.603576622
RS,4316972,Santa Margarida do Sul,
RS,4317004,Santana da Boa Vista,6206.1069382296
RS,4317103,Santana do Livramento,357033.025793486
RS,4317202,Santa Rosa,535001.19018206
RS,4317251,Santa Tereza,
RS,4317301,Santa Vitória do Palmar,180242.223394208
RS,4317400,Santiago,428250.699761142
RS,4317509,Santo Ângelo,740558.599408023
RS,4317558,Santo Antônio do Palma,
RS,4317608,Santo Antônio da Patrulha,159579.869263732
RS,4317707,Santo Antônio das Missões,9575.0139339642
RS,4317756,Santo Antônio do Planalto,1997.6886500459
RS,4317806,Santo Augusto,205226.161381694
RS,4317905,Santo Cristo,103179.459392539
RS,4317954,Santo Expedito do Sul,
RS,4318002,São Borja,370928.697321198
RS,4318051,São Domingos do Sul,2285.7202094579
RS,4318101,São Francisco de Assis,163705.665481381
RS,4318200,São Francisco de Paula,87083.0226667265
RS,4318309,São Gabriel,310443.730730522
RS,4318408,São Jerônimo,143045.285512381
RS,4318424,São João da Urtiga,2745.8057169454
RS,4318432,São João do Polêsine,
RS,4318440,São Jorge,2682.5682319637
RS,4318457,São José das Missões,
RS,4318465,São José do Herval,
RS,4318481,São José do Hortêncio,2164.9349548823
RS,4318499,São José do Inhacorá,
RS,4318507,São José do Norte,61782.2251993613
RS,4318606,São José do Ouro,133585.546069742
RS,4318614,São José do Sul,
RS,4318622,São José dos Ausentes,51766.5484090767
RS,4318705,São Leopoldo,1164496.92894078
RS,4318804,São Lourenço do Sul,273873.215461651
RS,4318903,São Luiz Gonzaga,376366.080131983
RS,4319000,São Marcos,119957.505995325
RS,4319109,São Martinho,42452.0052176999
RS,4319125,São Martinho da Serra,2911.6029032518
RS,4319158,São Miguel das Missões,74949.4267671996
RS,4319208,São Nicolau,3923.1537050953
RS,4319307,São Paulo das Missões,27296.6405914572
RS,4319356,São Pedro da Serra,
RS,4319364,São Pedro das Missões,
RS,4319372,São Pedro do Butiá,
RS,4319406,São Pedro do Sul,104015.72110669
RS,4319505,São Sebastião do Caí,105955.693535863
RS,4319604,São Sepé,97291.4186578916
RS,4319703,São Valentim,
RS,4319711,São Valentim do Sul,
RS,4319737,São Valério do Sul,
RS,4319752,São Vendelino,1921.9267031315
RS,4319802,São Vicente do Sul,66252.0076782116
RS,4319901,Sapiranga,332073.82257917
RS,4320008,Sapucaia do Sul,403996.87293027
RS,4320107,Sarandi,226652.764961111
RS,4320206,Seberi,167602.45109221
RS,4320230,Sede Nova,
RS,4320263,Segredo,4691.429795893
RS,4320305,Selbach,5072.7177331686
RS,4320321,Senador Salgado Filho,
RS,4320354,Sentinela do Sul,3240.6989465148
RS,4320404,Serafina Corrêa,167870.526644329
RS,4320453,Sério,
RS,4320503,Sertão,75390.413837539
RS,4320552,Sertão Santana,19758.4922620002
RS,4320578,Sete de Setembro,
RS,4320602,Severiano de Almeida,2832.8941528049
RS,4320651,Silveira Martins,2252.4736150677
RS,4320677,Sinimbu,5597.2400112328
RS,4320701,Sobradinho,98529.6550013772
RS,4320800,Soledade,151940.312389609
RS,4320859,Tabaí,
RS,4320909,Tapejara,153941.85441734
RS,4321006,Tapera,129319.626390758
RS,4321105,Tapes,103129.871274001
RS,4321204,Taquara,229446.228388697
RS,4321303,Taquari,103377.105683928
RS,4321329,Taquaruçu do Sul,
RS,4321352,Tavares,5235.3003440403
RS,4321402,Tenente Portela,112268.721094617
RS,4321436,Terra de Areia,9859.1702389015
RS,4321451,Teutônia,220699.383506949
RS,4321469,Tio Hugo,
RS,4321477,Tiradentes do Sul,2601.5156023002
RS,4321493,Toropi,
RS,4321501,Torres,201563.222898286
RS,4321600,Tramandaí,226753.024536798
RS,4321626,Travesseiro,
RS,4321634,Três Arroios,1891.3416389399
RS,4321667,Três Cachoeiras,33274.0151956282
RS,4321709,Três Coroas,75827.3952677388
RS,4321808,Três de Maio,203872.777432262
RS,4321832,Três Forquilhas,
RS,4321857,Três Palmeiras,2510.5339729987
RS,4321907,Três Passos,214278.803525993
RS,4321956,Trindade do Sul,4795.0658352563
RS,4322004,Triunfo,102480.279390924
RS,4322103,Tucunduva,47501.6565016586
RS,4322152,Tunas,
RS,4322186,Tupanci do Sul,
RS,4322202,Tupanciretã,248771.542281567
RS,4322251,Tupandi,10039.419232287
RS,4322301,Tuparendi,63702.6550925619
RS,4322327,Turuçu,
RS,4322343,Ubiretama,
RS,4322350,União da Serra,
RS,4322376,Unistalda,
RS,4322400,Uruguaiana,568161.894984515
RS,4322509,Vacaria,537660.515637891
RS,4322525,Vale Verde,2712.908276114
RS,4322533,Vale do Sol,4586.6390995851
RS,4322541,Vale Real,2688.1673774433
RS,4322558,Vanini,
RS,4322608,Venâncio Aires,302754.604989435
RS,4322707,Vera Cruz,96329.0950075609
RS,4322806,Veranópolis,225205.108675715
RS,4322855,Vespasiano Correa,
RS,4322905,Viadutos,36856.2213255697
RS,4323002,Viamão,340746.780792391
RS,4323101,Vicente Dutra,3344.0431495075
RS,4323200,Victor Graeff,46603.5727308
RS,4323309,Vila Flores,2294.0110751056
RS,4323358,Vila Lângaro,
RS,4323408,Vila Maria,4072.3783483579
RS,4323457,Vila Nova do Sul,2947.256382012
RS,4323507,Vista Alegre,
RS,4323606,Vista Alegre do Prata,
RS,4323705,Vista Gaúcha,
RS,4323754,Vitória das Missões,
RS,4323770,Westfalia,
RS,4323804,Xangri-lá,14691.3986138511
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,
SC,4200101,Abelardo Luz,152365.06294439
SC,4200200,Agrolândia,29996.7509457709
SC,4200309,Agronômica,
SC,4200408,Água Doce,32679.5628851685
SC,4200507,Águas de Chapecó,
SC,4200556,Águas Frias,
SC,4200606,Águas Mornas,
SC,4200705,Alfredo Wagner,51198.7949699391
SC,4200754,Alto Bela Vista,
SC,4200804,Anchieta,92188.1281115335
SC,4200903,Angelina,11309.731324394
SC,4201000,Anita Garibaldi,24917.4290474175
SC,4201109,Anitápolis,
SC,4201208,Antônio Carlos,90686.7966858038
SC,4201257,Apiúna,
SC,4201273,Arabutã,
SC,4201307,Araquari,112653.54957149
SC,4201406,Araranguá,391300.278293014
SC,4201505,Armazém,
SC,4201604,Arroio Trinta,19017.1499992428
SC,4201653,Arvoredo,
SC,4201703,Ascurra,20464.3114316622
SC,4201802,Atalanta,32128.2249137267
SC,4201901,Aurora,34940.2486094419
SC,4201950,Balneário Arroio do Silva,
SC,4202008,Balneário Camboriú,857236.639910942
SC,4202057,Balneário Barra do Sul,
SC,4202073,Balneário Gaivota,
SC,4202081,Bandeirante,
SC,4202099,Barra Bonita,
SC,4202107,Barra Velha,176644.804144916
SC,4202131,Bela Vista do Toldo,
SC,4202156,Belmonte,
SC,4202206,Benedito Novo,
SC,4202305,Biguaçu,244059.590744608
SC,4202404,Blumenau,3443155.04563299
SC,4202438,Bocaina do Sul,
SC,4202453,Bombinhas,8631.8097224994
SC,4202503,Bom Jardim da Serra,16975.9221629288
SC,4202537,Bom Jesus,
SC,4202578,Bom Jesus do Oeste,
SC,4202602,Bom Retiro,24939.5237296421
SC,4202701,Botuverá,
SC,4202800,Braço do Norte,239768.345181604
SC,4202859,Braço do Trombudo,
SC,4202875,Brunópolis,
SC,4202909,Brusque,869946.894853036
SC,4203006,Caçador,359766.454060524
SC,4203105,Caibi,
SC,4203154,Calmon,
SC,4203204,Camboriú,227212.847522812
SC,4203253,Capão Alto,
SC,4203303,Campo Alegre,
SC,4203402,Campo Belo do Sul,18485.1918004609
SC,4203501,Campo Erê,128887.945269094
SC,4203600,Campos Novos,323402.143720592
SC,4203709,Canelinha,
SC,4203808,Canoinhas,310436.595834426
SC,4203907,Capinzal,255243.79217634
SC,4203956,Capivari de Baixo,80616.4729882
SC,4204004,Catanduvas,109525.772048832
SC,4204103,Caxambu do Sul,42155.9772542256
SC,4204152,Celso Ramos,
SC,4204178,Cerro Negro,
SC,4204194,Chapadão do Lageado,
SC,4204202,Chapecó,3021162.73877429
SC,4204251,Cocal do Sul,52743.3251790939
SC,4204301,Concórdia,555606.95343371
SC,4204350,Cordilheira Alta,
SC,4204400,Coronel Freitas,70440.8326762709
SC,4204459,Coronel Martins,
SC,4204509,Corupá,57563.7155857622
SC,4204558,Correia Pinto,23793.1992165434
SC,4204608,Criciúma,1902338.18871022
SC,4204707,Cunha Porã,54906.9230246079
SC,4204756,Cunhataí,
SC,4204806,Curitibanos,268538.528425821
SC,4204905,Descanso,67508.6629657664
SC,4205001,Dionísio Cerqueira,117843.025479841
SC,4205100,Dona Emma,
SC,4205159,Doutor Pedrinho,
SC,4205175,Entre Rios,
SC,4205191,Ermo,
SC,4205209,Erval Velho,
SC,4205308,Faxinal dos Guedes,98575.9703522205
SC,4205357,Flor do Sertão,
SC,4205407,Florianópolis,7725657.33667195
SC,4205431,Formosa do Sul,
SC,4205456,Forquilhinha,124539.242943941
SC,4205506,Fraiburgo,228493.454832012
SC,4205555,Frei Rogério,
SC,4205605,Galvão,31388.549224786
SC,4205704,Garopaba,73585.8219817586
SC,4205803,Garuva,18845.1533683557
SC,4205902,Gaspar,208982.424936085
SC,4206009,Governador Celso Ramos,344.3253514375
SC,4206108,Grão Pará,
SC,4206207,Gravatal,44565.8806211891
SC,4206306,Guabiruba,34169.1617887418
SC,4206405,Guaraciaba,63110.624542689
SC,4206504,Guaramirim,188128.566641612
SC,4206603,Guarujá do Sul,
SC,4206652,Guatambú,
SC,4206702,Herval d'Oeste,100838.44209758
SC,4206751,Ibiam,
SC,4206801,Ibicaré,
SC,4206900,Ibirama,77647.0637317035
SC,4207007,Içara,263598.89814098
SC,4207106,Ilhota,11063.810834438
SC,4207205,Imaruí,13143.2963625228
SC,4207304,Imbituba,159752.771156165
SC,4207403,Imbuia,51374.592474217
SC,4207502,Indaial,265719.506782712
SC,4207577,Iomerê,
SC,4207601,Ipira,
SC,4207650,Iporã do Oeste,83129.0751928688
SC,4207684,Ipuaçu,
SC,4207700,Ipumirim,41675.2938744444
SC,4207759,Iraceminha,
SC,4207809,Irani,
SC,4207858,Irati,
SC,4207908,Irineópolis,69133.7076355653
SC,4208005,Itá,28090.9229344247
SC,4208104,Itaiópolis,121830.687273846
SC,4208203,Itajaí,2390120.636969
SC,4208302,Itapema,213690.063682782
SC,4208401,Itapiranga,185410.120912564
SC,4208450,Itapoá,57450.2796198183
SC,4208500,Ituporanga,250316.422519352
SC,4208609,Jaborá,51623.85923788
SC,4208708,Jacinto Machado,29363.1855610748
SC,4208807,Jaguaruna,92261.3562886994
SC,4208906,Jaraguá do Sul,1038181.74004663
SC,4208955,Jardinópolis,
SC,4209003,Joaçaba,512343.933629437
SC,4209102,Joinville,4327614.5107852
SC,4209151,José Boiteux,
SC,4209177,Jupiá,
SC,4209201,Lacerdópolis,
SC,4209300,Lages,821673.734559071
SC,4209409,Laguna,163486.53180744
SC,4209458,Lajeado Grande,
SC,4209508,Laurentino,20787.6210641284
SC,4209607,Lauro Muller,47607.7899953001
SC,4209706,Lebon Régis,
SC,4209805,Leoberto Leal,30301.5016227156
SC,4209854,Lindóia do Sul,
SC,4209904,Lontras,19508.7608353304
SC,4210001,Luiz Alves,16628.3826735923
SC,4210035,Luzerna,
SC,4210050,Macieira,
SC,4210100,Mafra,270589.441991875
SC,4210209,Major Gercino,
SC,4210308,Major Vieira,31319.0667915016
SC,4210407,Maracajá,
SC,4210506,Maravilha,182623.44585273
SC,4210555,Marema,
SC,4210605,Massaranduba,84590.426785966
SC,4210704,Matos Costa,
SC,4210803,Meleiro,99049.820298064
SC,4210852,Mirim Doce,
SC,4210902,Modelo,20699.9017016625
SC,4211009,Mondaí,67582.413998199
SC,4211058,Monte Carlo,
SC,4211108,Monte Castelo,
SC,4211207,Morro da Fumaça,79714.2536290727
SC,4211256,Morro Grande,
SC,4211306,Navegantes,240260.276731424
SC,4211405,Nova Erechim,59918.906852574
SC,4211454,Nova Itaberaba,
SC,4211504,Nova Trento,16509.0552882624
SC,4211603,Nova Veneza,71492.1764829654
SC,4211652,Novo Horizonte,
SC,4211702,Orleans,126790.212748505
SC,4211751,Otacílio Costa,37508.2612213801
SC,4211801,Ouro,
SC,4211850,Ouro Verde,
SC,4211876,Paial,
SC,4211892,Painel,
SC,4211900,Palhoça,849299.390687206
SC,4212007,Palma Sola,28854.3069375763
SC,4212056,Palmeira,
SC,4212106,Palmitos,185907.688798406
SC,4212205,Papanduva,128595.476659255
SC,4212239,Paraíso,
SC,4212254,Passo de Torres,
SC,4212270,Passos Maia,
SC,4212304,Paulo Lopes,8712.7223407106
SC,4212403,Pedras Grandes,
SC,4212502,Penha,94162.3648433402
SC,4212601,Peritiba,52118.9882992392
SC,4212650,Pescaria Brava,
SC,4212700,Petrolândia,26418.8606688426
SC,4212809,Piçarras,115306.265611707
SC,4212908,Pinhalzinho,212203.9746913
SC,4213005,Pinheiro Preto,
SC,4213104,Piratuba,
SC,4213153,Planalto Alegre,
SC,4213203,Pomerode,98175.0580597796
SC,4213302,Ponte Alta,
SC,4213351,Ponte Alta do Norte,
SC,4213401,Ponte Serrada,44965.9025283013
SC,4213500,Porto Belo,91140.3392831169
SC,4213609,Porto União,173553.167078351
SC,4213708,Pouso Redondo,56978.6737950317
SC,4213807,Praia Grande,25257.9635887874
SC,4213906,Presidente Castelo Branco,
SC,4214003,Presidente Getúlio,75524.7128224641
SC,4214102,Presidente Nereu,
SC,4214151,Princesa,
SC,4214201,Quilombo,98252.3032530155
SC,4214300,Rancho Queimado,32485.3123090299
SC,4214409,Rio das Antas,
SC,4214508,Rio do Campo,51282.0383412933
SC,4214607,Rio do Oeste,49925.962671693
SC,4214706,Rio dos Cedros,10467.2141610811
SC,4214805,Rio do Sul,510928.836132172
SC,4214904,Rio Fortuna,
SC,4215000,Rio Negrinho,158564.525901678
SC,4215059,Rio Rufino,
SC,4215075,Riqueza,67151.0557779471
SC,4215109,Rodeio,8935.2197897895
SC,4215208,Romelândia,
SC,4215307,Salete,52852.2637146725
SC,4215356,Saltinho,
SC,4215406,Salto Veloso,
SC,4215455,Sangão,
SC,4215505,Santa Cecília,44064.0406359129
SC,4215554,Santa Helena,
SC,4215604,Santa Rosa de Lima,
SC,4215653,Santa Rosa do Sul,
SC,4215679,Santa Terezinha,
SC,4215687,Santa Terezinha do Progresso,
SC,4215695,Santiago do Sul,
SC,4215703,Santo Amaro da Imperatriz,92280.2219568082
SC,4215752,São Bernardino,
SC,4215802,São Bento do Sul,314132.77303658
SC,4215901,São Bonifácio,
SC,4216008,São Carlos,60673.9413602825
SC,4216057,São Cristovão do Sul,
SC,4216107,São Domingos,68693.1979167707
SC,4216206,São Francisco do Sul,138930.670959331
SC,4216255,São João do Oeste,
SC,4216305,São João Batista,210339.145095901
SC,4216354,São João do Itaperiú,
SC,4216404,São João do Sul,10420.8874343072
SC,4216503,São Joaquim,153552.044157985
SC,4216602,São José,1600816.64007808
SC,4216701,São José do Cedro,149899.410517457
SC,4216800,São José do Cerrito,24687.4584870788
SC,4216909,São Lourenço do Oeste,195084.826500763
SC,4217006,São Ludgero,74961.7959039276
SC,4217105,São Martinho,
SC,4217154,São Miguel da Boa Vista,
SC,4217204,São Miguel do Oeste,296982.3532882
SC,4217253,São Pedro de Alcântara,
SC,4217303,Saudades,33704.302328271
SC,4217402,Schroeder,43811.0276908327
SC,4217501,Seara,139885.070836541
SC,4217550,Serra Alta,
SC,4217600,Siderópolis,120249.409308925
SC,4217709,Sombrio,148650.236216806
SC,4217758,Sul Brasil,
SC,4217808,Taió,112368.291551438
SC,4217907,Tangará,67466.1799908906
SC,4217956,Tigrinhos,
SC,4218004,Tijucas,255290.954596469
SC,4218103,Timbé do Sul,
SC,4218202,Timbó,212214.24321871
SC,4218251,Timbó Grande,
SC,4218301,Três Barras,7798.2681683423
SC,4218350,Treviso,
SC,4218400,Treze de Maio,12242.8730878054
SC,4218509,Treze Tílias,86393.5870246478
SC,4218608,Trombudo Central,40280.4560343098
SC,4218707,Tubarão,784650.522887101
SC,4218756,Tunápolis,37428.2823045406
SC,4218806,Turvo,226884.131260613
SC,4218855,União do Oeste,
SC,4218905,Urubici,43642.1935686215
SC,4218954,Urupema,
SC,4219002,Urussanga,114913.503735925
SC,4219101,Vargeão,
SC,4219150,Vargem,
SC,4219176,Vargem Bonita,
SC,4219200,Vidal Ramos,50782.2355226462
SC,4219309,Videira,446739.366470831
SC,4219358,Vitor Meireles,
SC,4219408,Witmarsum,
SC,4219507,Xanxerê,372017.857783589
SC,4219606,Xavantina,21336.9866242376
SC,4219705,Xaxim,162067.385353994
SC,4219853,Zortéa,
SC,4220000,Balneário Rincão,
SC,4299919,São Miguel,
SE,2800100,Amparo de São Francisco,
SE,2800209,Aquidabã,10003.740376451
SE,2800308,Aracaju,5665537.63741893
SE,2800407,Arauá,
SE,2800506,Areia Branca,4632.1546350079
SE,2800605,Barra dos Coqueiros,50878.7917954232
SE,2800670,Boquim,48753.6380319256
SE,2800704,Brejo Grande,
SE,2801009,Campo do Brito,10314.7132498375
SE,2801108,Canhoba,3931.4200687388
SE,2801207,Canindé de São Francisco,38703.7433178013
SE,2801306,Capela,48619.1640326852
SE,2801405,Carira,43737.062265864
SE,2801504,Carmópolis,19235.7315030188
SE,2801603,Cedro de São João,
SE,2801702,Cristinápolis,8929.969360333
SE,2801900,Cumbe,
SE,2802007,Divina Pastora,
SE,2802106,Estância,200876.436097869
SE,2802205,Feira Nova,
SE,2802304,Frei Paulo,88074.3370008373
SE,2802403,Gararu,3772.1111006333
SE,2802502,General Maynard,
SE,2802601,Gracho Cardoso,
SE,2802700,Ilha das Flores,
SE,2802809,Indiaroba,6725.7629432591
SE,2802908,Itabaiana,509486.964944966
SE,2803005,Itabaianinha,63601.5208828346
SE,2803104,Itabi,3503.9677304667
SE,2803203,Itaporanga d'Ajuda,25143.3362128927
SE,2803302,Japaratuba,19550.3853649901
SE,2803401,Japoatã,9868.1283466259
SE,2803500,Lagarto,279245.572578688
SE,2803609,Laranjeiras,21379.0911306568
SE,2803708,Macambira,
SE,2803807,Malhada dos Bois,
SE,2803906,Malhador,4869.1336435995
SE,2804003,Maruim,37195.4480724691
SE,2804102,Moita Bonita,
SE,2804201,Monte Alegre de Sergipe,
SE,2804300,Muribeca,
SE,2804409,Neópolis,77679.8303493343
SE,2804458,Nossa Senhora Aparecida,2996.6926756315
SE,2804508,Nossa Senhora da Glória,204527.765881748
SE,2804607,Nossa Senhora das Dores,55426.074113338
SE,2804706,Nossa Senhora de Lourdes,
SE,2804805,Nossa Senhora do Socorro,314969.59479654
SE,2804904,Pacatuba,
SE,2805000,Pedra Mole,
SE,2805109,Pedrinhas,
SE,2805208,Pinhão,
SE,2805307,Pirambu,3118.727094882
SE,2805406,Poço Redondo,13460.6476326274
SE,2805505,Poço Verde,71459.9502220329
SE,2805604,Porto da Folha,10717.5353859932
SE,2805703,Propriá,129980.441941869
SE,2805802,Riachão do Dantas,15398.3155608053
SE,2805901,Riachuelo,7612.8842549484
SE,2806008,Ribeirópolis,23034.7156142178
SE,2806107,Rosário do Catete,4498.6751546137
SE,2806206,Salgado,
SE,2806305,Santa Luzia do Itanhy,
SE,2806404,Santana do São Francisco,
SE,2806503,Santa Rosa de Lima,
SE,2806602,Santo Amaro das Brotas,7934.7303302036
SE,2806701,São Cristóvão,131412.073041492
SE,2806800,São Domingos,
SE,2806909,São Francisco,
SE,2807006,São Miguel do Aleixo,
SE,2807105,Simão Dias,145475.257333334
SE,2807204,Siriri,5750.9310198198
SE,2807303,Telha,
SE,2807402,Tobias Barreto,122191.158570934
SE,2807501,Tomar do Geru,
SE,2807600,Umbaúba,60375.2969327957
SP,3500105,Adamantina,242944.008808584
SP,3500204,Adolfo,5787.1707965361
SP,3500303,Aguaí,116083.011957825
SP,3500402,Águas da Prata,638.4565972706
SP,3500501,Águas de Lindóia,78334.2276879707
SP,3500550,Águas de Santa Bárbara,32023.3733999443
SP,3500600,Águas de São Pedro,27786.4995342494
SP,3500709,Agudos,118918.843725911
SP,3500758,Alambari,
SP,3500808,Alfredo Marcondes,
SP,3500907,Altair,2420.7861946195
SP,3501004,Altinópolis,128754.979893251
SP,3501103,Alto Alegre,
SP,3501152,Alumínio,22428.0053011203
SP,3501202,Álvares Florence,24098.0759037951
SP,3501301,Álvares Machado,30735.6360075426
SP,3501400,Álvaro de Carvalho,
SP,3501509,Alvinlândia,
SP,3501608,Americana,1692364.78371737
SP,3501707,Américo Brasiliense,79958.802881869
SP,3501806,Américo de Campos,11805.1299077986
SP,3501905,Amparo,336044.953396031
SP,3502002,Analândia,786.7479766974
SP,3502101,Andradina,281068.616631258
SP,3502200,Angatuba,95735.2119311614
SP,3502309,Anhembi,
SP,3502408,Anhumas,
SP,3502507,Aparecida,127551.613401929
SP,3502606,Aparecida d'Oeste,4966.7233759078
SP,3502705,Apiaí,63084.8720612763
SP,3502754,Araçariguama,
SP,3502804,Araçatuba,2995138.95717076
SP,3502903,Araçoiaba da Serra,21584.6751963131
SP,3503000,Aramina,3565.6064596789
SP,3503109,Arandu,7939.347207839
SP,3503158,Arapeí,
SP,3503208,Araraquara,1683147.96676947
SP,3503307,Araras,722870.990282979
SP,3503356,Arco-Íris,
SP,3503406,Arealva,15457.5294666801
SP,3503505,Areias,
SP,3503604,Areiópolis,8450.1750532732
SP,3503703,Ariranha,11811.6535663984
SP,3503802,Artur Nogueira,146254.577264958
SP,3503901,Arujá,276353.352510847
SP,3503950,Aspásia,
SP,3504008,Assis,685281.484353725
SP,3504107,Atibaia,647325.316871053
SP,3504206,Auriflama,71504.1829025251
SP,3504305,Avaí,
SP,3504404,Avanhandava,24738.2931450768
SP,3504503,Avaré,429004.563860617
SP,3504602,Bady Bassitt,17677.515174414
SP,3504701,Balbinos,
SP,3504800,Bálsamo,15288.9324888661
SP,3504909,Bananal,32149.5429699276
SP,3505005,Barão de Antonina,
SP,3505104,Barbosa,1653.9495965644
SP,3505203,Bariri,171032.509402289
SP,3505302,Barra Bonita,209606.386410233
SP,3505351,Barra do Chapéu,
SP,3505401,Barra do Turvo,4311.6929229861
SP,3505500,Barretos,1133735.25474095
SP,3505609,Barrinha,68694.8097986139
SP,3505708,Barueri,5863994.25908916
SP,3505807,Bastos,129099.726154116
SP,3505906,Batatais,327638.659244477
SP,3506003,Bauru,3484287.17514205
SP,3506102,Bebedouro,478782.761508437
SP,3506201,Bento de Abreu,
SP,3506300,Bernardino de Campos,29686.1092869759
SP,3506359,Bertioga,142103.136199701
SP,3506409,Bilac,23086.4669096918
SP,3506508,Birigui,654777.433851114
SP,3506607,Biritiba-Mirim,58556.6361137508
SP,3506706,Boa Esperança do Sul,27066.2841245534
SP,3506805,Bocaina,7560.6997990442
SP,3506904,Bofete,6371.5558460487
SP,3507001,Boituva,300569.120728732
SP,3507100,Bom Jesus dos Perdões,51874.2150281194
SP,3507159,Bom Sucesso de Itararé,
SP,3507209,Borá,1332.403233324
SP,3507308,Boracéia,2070.8218819457
SP,3507407,Borborema,115412.664689571
SP,3507456,Borebi,
SP,3507506,Botucatu,944883.632207311
SP,3507605,Bragança Paulista,728458.380488552
SP,3507704,Braúna,1416.9333974308
SP,3507753,Brejo Alegre,
SP,3507803,Brodowski,89243.4230007015
SP,3507902,Brotas,149896.263322534
SP,3508009,Buri,23589.2134691208
SP,3508108,Buritama,110648.881788089
SP,3508207,Buritizal,4192.0881399666
SP,3508306,Cabrália Paulista,6384.6867325837
SP,3508405,Cabreúva,119192.351284839
SP,3508504,Caçapava,329945.229346842
SP,3508603,Cachoeira Paulista,91773.4150652661
SP,3508702,Caconde,22622.7494176278
SP,3508801,Cafelândia,69636.4266302397
SP,3508900,Caiabu,1606.9298131023
SP,3509007,Caieiras,217852.152181441
SP,3509106,Caiuá,1792.5254938177
SP,3509205,Cajamar,440108.812627658
SP,3509254,Cajati,46277.2607277563
SP,3509304,Cajobi,24570.8416359559
SP,3509403,Cajuru,94095.6353852342
SP,3509452,Campina do Monte Alegre,
SP,3509502,Campinas,15845852.9698016
SP,3509601,Campo Limpo Paulista,187147.363322027
SP,3509700,Campos do Jordão,111149.687876298
SP,3509809,Campos Novos Paulista,
SP,3509908,Cananéia,7627.0284743685
SP,3509957,Canas,
SP,3510005,Cândido Mota,133689.526012234
SP,3510104,Cândido Rodrigues,1120.0526767056
SP,3510153,Canitar,
SP,3510203,Capão Bonito,160882.723080075
SP,3510302,Capela do Alto,1868.3233186667
SP,3510401,Capivari,254089.32993512
SP,3510500,Caraguatatuba,685309.199620683
SP,3510609,Carapicuíba,401509.370841154
SP,3510708,Cardoso,83861.314523556
SP,3510807,Casa Branca,108384.101166375
SP,3510906,Cássia dos Coqueiros,
SP,3511003,Castilho,53603.8088744713
SP,3511102,Catanduva,781873.782514869
SP,3511201,Catiguá,2756.6290397342
SP,3511300,Cedral,17883.4593320239
SP,3511409,Cerqueira César,85974.3454829742
SP,3511508,Cerquilho,183629.937428256
SP,3511607,Cesário Lange,39434.4005190789
SP,3511706,Charqueada,46821.7346377552
SP,3511904,Clementina,2665.8609278973
SP,3512001,Colina,44775.9765558917
SP,3512100,Colômbia,347.9665242656
SP,3512209,Conchal,102784.573718042
SP,3512308,Conchas,53843.8978874442
SP,3512407,Cordeirópolis,85173.3237762635
SP,3512506,Coroados,
SP,3512605,Coronel Macedo,
SP,3512704,Corumbataí,5863.7802502719
SP,3512803,Cosmópolis,156566.089065435
SP,3512902,Cosmorama,4304.7225403468
SP,3513009,Cotia,755449.792613983
SP,3513108,Cravinhos,150990.234490914
