UF,COD,MUN,COTA_PARTE_FPM
RS,4314209,Pedro Osório,14036392.92
RS,4314308,Pejuçara,14036393.1
RS,4314407,Pelotas,120022580.57
RS,4314423,Picada Café,13940883.27
RS,4314456,Pinhal,14036392.92
RS,4314464,Pinhal da Serra,
RS,4314472,Pinhal Grande,14036392.92
RS,4314498,Pinheirinho do Vale,14036392.92
RS,4314506,Pinheiro Machado,
RS,4314548,Pinto Bandeira,1092365.99
RS,4314555,Pirapó,14036392.92
RS,4314605,Piratini,25888053.83
RS,4314704,Planalto,18587844.31
RS,4314753,Poço das Antas,14036392.92
RS,4314779,Pontão,13978455.64
RS,4314787,Ponte Preta,14036392.92
RS,4314803,Portão,42109178.67
RS,4314902,Porto Alegre,487039150.17
RS,4315008,Porto Lucena,14036392.92
RS,4315057,Porto Mauá,14036405.34
RS,4315073,Porto Vera Cruz,14036392.92
RS,4315107,Porto Xavier,18715190.5
RS,4315131,Pouso Novo,14031106.92
RS,4315149,Presidente Lucena,14036392.92
RS,4315156,Progresso,1187875.64
RS,4315172,Protásio Alves,14036392.92
RS,4315206,Putinga,14036393.12
RS,4315305,Quaraí,28072785.81
RS,4315313,Quatro Irmãos,14036392.92
RS,4315321,Quevedos,
RS,4315354,Quinze de Novembro,15391196.95
RS,4315404,Redentora,18715190.5
RS,4315453,Relvado,14036392.93
RS,4315503,Restinga Seca,23393988.44
RS,4315552,Rio dos Índios,14036392.92
RS,4315602,Rio Grande,114390878.58
RS,4315701,Rio Pardo,42109178.75
RS,4315750,Riozinho,14036392.92
RS,4315800,Roca Sales,18715192.5
RS,4315909,Rodeio Bonito,14036392.92
RS,4315958,Rolador,14036392.92
RS,4316006,Rolante,28157004.36
RS,4316105,Ronda Alta,18715190.51
RS,4316204,Rondinha,14036392.92
RS,4316303,Roque Gonzales,14036392.92
RS,4316402,Rosário do Sul,42109179.02
RS,4316428,Sagrada Família,1092365.99
RS,4316436,Saldanha Marinho,14036392.92
RS,4316451,Salto do Jacuí,18715190.5
RS,4316477,Salvador das Missões,14036392.92
RS,4316501,Salvador do Sul,14036392.92
RS,4316600,Sananduva,23393988.18
RS,4316709,Santa Bárbara do Sul,14036392.92
RS,4316733,Santa Cecília do Sul,14036392.92
RS,4316758,Santa Clara do Sul,
RS,4316808,Santa Cruz do Sul,84218357.36
RS,4316907,Santa Maria,120022580.57
RS,4316956,Santa Maria do Herval,14036393.12
RS,4316972,Santa Margarida do Sul,13413789.5
RS,4317004,Santana da Boa Vista,13776898.75
RS,4317103,Santana do Livramento,65503166.89
RS,4317202,Santa Rosa,60824369.2
RS,4317251,Santa Tereza,14036392.92
RS,4317301,Santa Vitória do Palmar,37430381.17
RS,4317400,Santiago,31798039.93
RS,4317509,Santo Ângelo,60824369.2
RS,4317558,Santo Antônio do Palma,14036392.92
RS,4317608,Santo Antônio da Patrulha,42109178.68
RS,4317707,Santo Antônio das Missões,18715190.5
RS,4317756,Santo Antônio do Planalto,14036392.92
RS,4317806,Santo Augusto,23394178.6
RS,4317905,Santo Cristo,23393988.18
RS,4317954,Santo Expedito do Sul,14036392.96
RS,4318002,São Borja,48899545.72
RS,4318051,São Domingos do Sul,14036392.92
RS,4318101,São Francisco de Assis,28072786.82
RS,4318200,São Francisco de Paula,27881766.52
RS,4318309,São Gabriel,56145571.53
RS,4318408,São Jerônimo,
RS,4318424,São João da Urtiga,14036392.92
RS,4318432,São João do Polêsine,14036392.92
RS,4318440,São Jorge,14036392.92
RS,4318457,São José das Missões,14036393.18
RS,4318465,São José do Herval,14036392.92
RS,4318481,São José do Hortêncio,14036392.92
RS,4318499,São José do Inhacorá,14036392.92
RS,4318507,São José do Norte,32751583.45
RS,4318606,São José do Ouro,11466689.73
RS,4318614,São José do Sul,14036392.92
RS,4318622,São José dos Ausentes,14036392.92
RS,4318705,São Leopoldo,120022580.57
RS,4318804,São Lourenço do Sul,46787976.31
RS,4318903,São Luiz Gonzaga,37430381.07
RS,4319000,São Marcos,1237440.02
RS,4319109,São Martinho,14036392.92
RS,4319125,São Martinho da Serra,
RS,4319158,São Miguel das Missões,13412282.23
RS,4319208,São Nicolau,14034793.62
RS,4319307,São Paulo das Missões,14036392.92
RS,4319356,São Pedro da Serra,14036392.92
RS,4319364,São Pedro das Missões,6327282.53
RS,4319372,São Pedro do Butiá,14036392.92
RS,4319406,São Pedro do Sul,23393988.18
RS,4319505,São Sebastião do Caí,32751583.45
RS,4319604,São Sepé,32751583.65
RS,4319703,São Valentim,14036392.92
RS,4319711,São Valentim do Sul,14036392.92
RS,4319737,São Valério do Sul,14036392.92
RS,4319752,São Vendelino,14036392.92
RS,4319802,São Vicente do Sul,14036392.92
RS,4319901,Sapiranga,60824369.2
RS,4320008,Sapucaia do Sul,84394892.41
RS,4320107,Sarandi,32751583.74
RS,4320206,Seberi,18715190.5
RS,4320230,Sede Nova,14036393.25
RS,4320263,Segredo,14036392.92
RS,4320305,Selbach,14036392.92
RS,4320321,Senador Salgado Filho,14036392.92
RS,4320354,Sentinela do Sul,12848516.93
RS,4320404,Serafina Corrêa,28072798.09
RS,4320453,Sério,14036392.92
RS,4320503,Sertão,14036392.92
RS,4320552,Sertão Santana,14036392.92
RS,4320578,Sete de Setembro,13940882.92
RS,4320602,Severiano de Almeida,14036392.92
RS,4320651,Silveira Martins,13996564.35
RS,4320677,Sinimbu,18715190.5
RS,4320701,Sobradinho,22762486.92
RS,4320800,Soledade,37430381.07
RS,4320859,Tabaí,14036392.92
RS,4320909,Tapejara,32751583.45
RS,4321006,Tapera,18715190.5
RS,4321105,Tapes,28072785.81
RS,4321204,Taquara,51466773.99
RS,4321303,Taquari,32751583.45
RS,4321329,Taquaruçu do Sul,14036392.92
RS,4321352,Tavares,14036392.92
RS,4321402,Tenente Portela,23396201.97
RS,4321436,Terra de Areia,18715190.5
RS,4321451,Teutônia,37430381.07
RS,4321469,Tio Hugo,14036392.92
RS,4321477,Tiradentes do Sul,14036392.92
RS,4321493,Toropi,14036392.92
RS,4321501,Torres,43293809.47
RS,4321600,Tramandaí,51466773.99
RS,4321626,Travesseiro,1187875.64
RS,4321634,Três Arroios,14036392.92
RS,4321667,Três Cachoeiras,18715190.5
RS,4321709,Três Coroas,32786444.23
RS,4321808,Três de Maio,32751583.45
RS,4321832,Três Forquilhas,
RS,4321857,Três Palmeiras,14036392.92
RS,4321907,Três Passos,32726883.45
RS,4321956,Trindade do Sul,14036392.91
RS,4322004,Triunfo,32751583.45
RS,4322103,Tucunduva,14036392.92
RS,4322152,Tunas,14035268.29
RS,4322186,Tupanci do Sul,11466689.73
RS,4322202,Tupanciretã,33763231.12
RS,4322251,Tupandi,14036392.92
RS,4322301,Tuparendi,14036392.92
RS,4322327,Turuçu,14036392.92
RS,4322343,Ubiretama,14036712.77
RS,4322350,União da Serra,14036392.92
RS,4322376,Unistalda,14036392.92
RS,4322400,Uruguaiana,84218357.36
RS,4322509,Vacaria,
RS,4322525,Vale Verde,14036392.92
RS,4322533,Vale do Sol,18797846.08
RS,4322541,Vale Real,14036392.92
RS,4322558,Vanini,14036392.92
RS,4322608,Venâncio Aires,60824369.2
RS,4322707,Vera Cruz,32751583.45
RS,4322806,Veranópolis,32751583.45
RS,4322855,Vespasiano Correa,14036392.92
RS,4322905,Viadutos,14036392.92
RS,4323002,Viamão,120022580.57
RS,4323101,Vicente Dutra,14036392.92
RS,4323200,Victor Graeff,14036393.15
RS,4323309,Vila Flores,14036392.92
RS,4323358,Vila Lângaro,14036392.92
RS,4323408,Vila Maria,14036392.92
RS,4323457,Vila Nova do Sul,14036392.91
RS,4323507,Vista Alegre,14036392.9
RS,4323606,Vista Alegre do Prata,14036392.92
RS,4323705,Vista Gaúcha,14036393.13
RS,4323754,Vitória das Missões,
RS,4323770,Westfalia,14036387.18
RS,4323804,Xangri-lá,28072785.81
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,12828002.47
SC,4200101,Abelardo Luz,25656004.93
SC,4200200,Agrolândia,17104003.28
SC,4200309,Agronômica,12828002.47
SC,4200408,Água Doce,12828002.47
SC,4200507,Águas de Chapecó,12828002.47
SC,4200556,Águas Frias,12828002.47
SC,4200606,Águas Mornas,12828002.47
SC,4200705,Alfredo Wagner,34308386.37
SC,4200754,Alto Bela Vista,12828002.47
SC,4200804,Anchieta,12839836.78
SC,4200903,Angelina,12828002.47
SC,4201000,Anita Garibaldi,12849824.66
SC,4201109,Anitápolis,12828002.47
SC,4201208,Antônio Carlos,12828002.47
SC,4201257,Apiúna,16987620.3
SC,4201273,Arabutã,12828002.47
SC,4201307,Araquari,38484007.41
SC,4201406,Araranguá,51312009.87
SC,4201505,Armazém,12828002.47
SC,4201604,Arroio Trinta,12828002.47
SC,4201653,Arvoredo,12828002.47
SC,4201703,Ascurra,12828002.47
SC,4201802,Atalanta,12943134.37
SC,4201901,Aurora,12828002.44
SC,4201950,Balneário Arroio do Silva,21416373.82
SC,4202008,Balneário Camboriú,107690643.53
SC,4202057,Balneário Barra do Sul,17104003.28
SC,4202073,Balneário Gaivota,17104003.28
SC,4202081,Bandeirante,12831002.47
SC,4202099,Barra Bonita,12828002.47
SC,4202107,Barra Velha,29932005.74
SC,4202131,Bela Vista do Toldo,12828002.47
SC,4202156,Belmonte,12828002.47
SC,4202206,Benedito Novo,17104003.28
SC,4202305,Biguaçu,51312009.97
SC,4202404,Blumenau,111966644.37
SC,4202438,Bocaina do Sul,
SC,4202453,Bombinhas,25656004.93
SC,4202503,Bom Jardim da Serra,12828002.47
SC,4202537,Bom Jesus,12828002.47
SC,4202578,Bom Jesus do Oeste,
SC,4202602,Bom Retiro,12953542.08
SC,4202701,Botuverá,12828002.47
SC,4202800,Braço do Norte,34208006.58
SC,4202859,Braço do Trombudo,12831790.84
SC,4202875,Brunópolis,
SC,4202909,Brusque,76968014.81
SC,4203006,Caçador,55588010.66
SC,4203105,Caibi,
SC,4203154,Calmon,12823171.55
SC,4203204,Camboriú,59965846.63
SC,4203253,Capão Alto,12828002.47
SC,4203303,Campo Alegre,17104003.28
SC,4203402,Campo Belo do Sul,12828002.47
SC,4203501,Campo Erê,
SC,4203600,Campos Novos,34308386.37
SC,4203709,Canelinha,24670191.1
SC,4203808,Canoinhas,47036009.05
SC,4203907,Capinzal,25656004.93
SC,4203956,Capivari de Baixo,29932005.74
SC,4204004,Catanduvas,17104273.28
SC,4204103,Caxambu do Sul,12828002.47
SC,4204152,Celso Ramos,
SC,4204178,Cerro Negro,12546128.68
SC,4204194,Chapadão do Lageado,12828002.47
SC,4204202,Chapecó,111966644.37
SC,4204251,Cocal do Sul,21380004.14
SC,4204301,Concórdia,55588011.03
SC,4204350,Cordilheira Alta,12847536.79
SC,4204400,Coronel Freitas,
SC,4204459,Coronel Martins,12828002.47
SC,4204509,Corupá,21380004.13
SC,4204558,Correia Pinto,17104003.28
SC,4204608,Criciúma,111966644.37
SC,4204707,Cunha Porã,17104003.28
SC,4204756,Cunhataí,12828047.47
SC,4204806,Curitibanos,38484007.41
SC,4204905,Descanso,12740715.23
SC,4205001,Dionísio Cerqueira,21380004.14
SC,4205100,Dona Emma,12828002.47
SC,4205159,Doutor Pedrinho,12828002.47
SC,4205175,Entre Rios,12828002.47
SC,4205191,Ermo,12828002.47
SC,4205209,Erval Velho,12828002.47
SC,4205308,Faxinal dos Guedes,17104003.28
SC,4205357,Flor do Sertão,12828002.47
SC,4205407,Florianópolis,247384965.15
SC,4205431,Formosa do Sul,12828002.58
SC,4205456,Forquilhinha,29932005.74
SC,4205506,Fraiburgo,34208006.58
SC,4205555,Frei Rogério,12828002.47
SC,4205605,Galvão,12828002.47
SC,4205704,Garopaba,29932005.75
SC,4205803,Garuva,25481430.45
SC,4205902,Gaspar,55588010.66
SC,4206009,Governador Celso Ramos,21380004.13
SC,4206108,Grão Pará,12828002.47
SC,4206207,Gravatal,17104003.28
SC,4206306,Guabiruba,29932005.74
SC,4206405,Guaraciaba,16987620.3
SC,4206504,Guaramirim,42760008.26
SC,4206603,Guarujá do Sul,12828002.47
SC,4206652,Guatambú,12828002.47
SC,4206702,Herval d'Oeste,25656004.93
SC,4206751,Ibiam,12828002.47
SC,4206801,Ibicaré,
SC,4206900,Ibirama,25656004.93
SC,4207007,Içara,71895055.25
SC,4207106,Ilhota,28123595.31
SC,4207205,Imaruí,
SC,4207304,Imbituba,42760008.26
SC,4207403,Imbuia,12828002.47
SC,4207502,Indaial,55588010.66
SC,4207577,Iomerê,12828002.47
SC,4207601,Ipira,12828002.47
SC,4207650,Iporã do Oeste,12849824.28
SC,4207684,Ipuaçu,12740715.23
SC,4207700,Ipumirim,12822850.17
SC,4207759,Iraceminha,
SC,4207809,Irani,17108313.47
SC,4207858,Irati,
SC,4207908,Irineópolis,17104003.28
SC,4208005,Itá,12828002.47
SC,4208104,Itaiópolis,25656004.96
SC,4208203,Itajaí,111966644.37
SC,4208302,Itapema,
SC,4208401,Itapiranga,25656004.93
SC,4208450,Itapoá,25656004.93
SC,4208500,Ituporanga,29982923.33
SC,4208609,Jaborá,12828002.47
SC,4208708,Jacinto Machado,17104003.28
SC,4208807,Jaguaruna,25656004.93
SC,4208906,Jaraguá do Sul,111966644.37
SC,4208955,Jardinópolis,12828002.47
SC,4209003,Joaçaba,34274543.61
SC,4209102,Joinville,111966644.37
SC,4209151,José Boiteux,12829080.88
SC,4209177,Jupiá,
SC,4209201,Lacerdópolis,12828002.47
SC,4209300,Lages,112156907.67
SC,4209409,Laguna,42469050.84
SC,4209458,Lajeado Grande,12828002.47
SC,4209508,Laurentino,12857538.82
SC,4209607,Lauro Muller,
SC,4209706,Lebon Régis,17104003.28
SC,4209805,Leoberto Leal,
SC,4209854,Lindóia do Sul,12828002.47
SC,4209904,Lontras,17107223.49
SC,4210001,Luiz Alves,17104003.19
SC,4210035,Luzerna,12828002.47
SC,4210050,Macieira,12828002.47
SC,4210100,Mafra,47036009.07
SC,4210209,Major Gercino,12828002.47
SC,4210308,Major Vieira,12828002.47
SC,4210407,Maracajá,11742390.83
SC,4210506,Maravilha,29728335.52
SC,4210555,Marema,12828724.03
SC,4210605,Massaranduba,25656004.93
SC,4210704,Matos Costa,12828530.23
SC,4210803,Meleiro,12733241.33
SC,4210852,Mirim Doce,12828002.47
SC,4210902,Modelo,12828002.47
SC,4211009,Mondaí,
SC,4211058,Monte Carlo,12823177.54
SC,4211108,Monte Castelo,12662687.98
SC,4211207,Morro da Fumaça,25656004.92
SC,4211256,Morro Grande,12828002.47
SC,4211306,Navegantes,59456671.06
SC,4211405,Nova Erechim,12828002.47
SC,4211454,Nova Itaberaba,12828002.47
SC,4211504,Nova Trento,21380004.13
SC,4211603,Nova Veneza,21383604.81
SC,4211652,Novo Horizonte,12344908.98
SC,4211702,Orleans,25656004.93
SC,4211751,Otacílio Costa,25115073.42
SC,4211801,Ouro,12828002.47
SC,4211850,Ouro Verde,12828002.47
SC,4211876,Paial,12828002.47
SC,4211892,Painel,12828002.47
SC,4211900,Palhoça,111966644.37
SC,4212007,Palma Sola,12828002.47
SC,4212056,Palmeira,12828002.47
SC,4212106,Palmitos,21380004.13
SC,4212205,Papanduva,25656004.93
SC,4212239,Paraíso,12828002.47
SC,4212254,Passo de Torres,
SC,4212270,Passos Maia,12828002.47
SC,4212304,Paulo Lopes,12828002.47
SC,4212403,Pedras Grandes,12828002.47
SC,4212502,Penha,34136646.32
SC,4212601,Peritiba,12828002.47
SC,4212650,Pescaria Brava,16987620.79
SC,4212700,Petrolândia,12828002.47
SC,4212809,Piçarras,29932005.74
SC,4212908,Pinhalzinho,25656004.93
SC,4213005,Pinheiro Preto,12828002.47
SC,4213104,Piratuba,12828002.47
SC,4213153,Planalto Alegre,12828002.47
SC,4213203,Pomerode,34208006.58
SC,4213302,Ponte Alta,12849824.29
SC,4213351,Ponte Alta do Norte,12829010.47
SC,4213401,Ponte Serrada,17104003.28
SC,4213500,Porto Belo,22417740.48
SC,4213609,Porto União,34208006.58
SC,4213708,Pouso Redondo,25486459.04
SC,4213807,Praia Grande,12828002.47
SC,4213906,Presidente Castelo Branco,
SC,4214003,Presidente Getúlio,25656004.93
SC,4214102,Presidente Nereu,12828002.47
SC,4214151,Princesa,12225484.68
SC,4214201,Quilombo,
SC,4214300,Rancho Queimado,12828002.47
SC,4214409,Rio das Antas,12828002.47
SC,4214508,Rio do Campo,12828002.47
SC,4214607,Rio do Oeste,12828002.47
SC,4214706,Rio dos Cedros,17104003.28
SC,4214805,Rio do Sul,55588010.66
SC,4214904,Rio Fortuna,
SC,4215000,Rio Negrinho,37466483.73
SC,4215059,Rio Rufino,12828002.47
SC,4215075,Riqueza,
SC,4215109,Rodeio,17104003.28
SC,4215208,Romelândia,12828002.47
SC,4215307,Salete,12828002.47
SC,4215356,Saltinho,12828002.47
SC,4215406,Salto Veloso,12829002.48
SC,4215455,Sangão,17391388.14
SC,4215505,Santa Cecília,25656004.93
SC,4215554,Santa Helena,12828002.47
SC,4215604,Santa Rosa de Lima,13017793.39
SC,4215653,Santa Rosa do Sul,16852932.92
SC,4215679,Santa Terezinha,12828002.47
SC,4215687,Santa Terezinha do Progresso,12829808.47
SC,4215695,Santiago do Sul,12828002.47
SC,4215703,Santo Amaro da Imperatriz,29932005.64
SC,4215752,São Bernardino,
SC,4215802,São Bento do Sul,59864011.51
SC,4215901,São Bonifácio,12828002.47
SC,4216008,São Carlos,17104003.28
SC,4216057,São Cristovão do Sul,12828002.44
SC,4216107,São Domingos,12828002.48
SC,4216206,São Francisco do Sul,46731888.4
SC,4216255,São João do Oeste,12828002.47
SC,4216305,São João Batista,38484007.41
SC,4216354,São João do Itaperiú,12832830.4
SC,4216404,São João do Sul,12828002.47
SC,4216503,São Joaquim,29356325.63
SC,4216602,São José,111966644.37
SC,4216701,São José do Cedro,21380004.13
SC,4216800,São José do Cerrito,12828002.47
SC,4216909,São Lourenço do Oeste,29932013.74
SC,4217006,São Ludgero,21380004.13
SC,4217105,São Martinho,12828002.47
SC,4217154,São Miguel da Boa Vista,12827997.31
SC,4217204,São Miguel do Oeste,38222145.69
SC,4217253,São Pedro de Alcântara,12828002.47
SC,4217303,Saudades,12828002.47
SC,4217402,Schroeder,25656004.93
SC,4217501,Seara,25656004.92
SC,4217550,Serra Alta,12828002.47
SC,4217600,Siderópolis,21380004.13
SC,4217709,Sombrio,34216528.62
SC,4217758,Sul Brasil,12828013.81
SC,4217808,Taió,25656005.93
SC,4217907,Tangará,12828002.47
SC,4217956,Tigrinhos,12828002.47
SC,4218004,Tijucas,35489034.2
SC,4218103,Timbé do Sul,12828002.47
SC,4218202,Timbó,42760008.26
SC,4218251,Timbó Grande,12828002.47
SC,4218301,Três Barras,25656004.93
SC,4218350,Treviso,12828002.47
SC,4218400,Treze de Maio,
SC,4218509,Treze Tílias,12828002.47
SC,4218608,Trombudo Central,12828002.47
SC,4218707,Tubarão,64888221.48
SC,4218756,Tunápolis,12740715.23
SC,4218806,Turvo,17104003.28
SC,4218855,União do Oeste,12828002.43
SC,4218905,Urubici,17133099.04
SC,4218954,Urupema,12831942.94
SC,4219002,Urussanga,
SC,4219101,Vargeão,12828002.47
SC,4219150,Vargem,12849824.3
SC,4219176,Vargem Bonita,12828002.47
SC,4219200,Vidal Ramos,12829081.4
SC,4219309,Videira,47036009.05
SC,4219358,Vitor Meireles,12828002.47
SC,4219408,Witmarsum,12828002.47
SC,4219507,Xanxerê,47036009.05
SC,4219606,Xavantina,12828002.51
SC,4219705,Xaxim,29932005.74
SC,4219853,Zortéa,12828002.47
SC,4220000,Balneário Rincão,17133099.03
SC,4299919,São Miguel,
SE,2800100,Amparo de São Francisco,14713743.99
SE,2800209,Aquidabã,29427487.99
SE,2800308,Aracaju,556616171.64
SE,2800407,Arauá,19618325.3
SE,2800506,Areia Branca,29427487.99
SE,2800605,Barra dos Coqueiros,39236650.64
SE,2800670,Boquim,34332069.28
SE,2800704,Brejo Grande,14713743.99
SE,2801009,Campo do Brito,29427487.99
SE,2801108,Canhoba,14713743.99
SE,2801207,Canindé de São Francisco,39236650.64
SE,2801306,Capela,39236650.64
SE,2801405,Carira,29427487.99
SE,2801504,Carmópolis,29427487.99
SE,2801603,Cedro de São João,14713743.99
SE,2801702,Cristinápolis,29427487.99
SE,2801900,Cumbe,14713743.99
SE,2802007,Divina Pastora,14713743.99
SE,2802106,Estância,58854975.92
SE,2802205,Feira Nova,14713743.99
SE,2802304,Frei Paulo,24522906.63
SE,2802403,Gararu,19618325.3
SE,2802502,General Maynard,14713743.99
SE,2802601,Gracho Cardoso,14713743.99
SE,2802700,Ilha das Flores,14713743.99
SE,2802809,Indiaroba,29427487.99
SE,2802908,Itabaiana,73568719.91
SE,2803005,Itabaianinha,44141231.97
SE,2803104,Itabi,14713743.99
SE,2803203,Itaporanga d'Ajuda,39236650.64
SE,2803302,Japaratuba,29427487.99
SE,2803401,Japoatã,19618325.3
SE,2803500,Lagarto,78473301.2
SE,2803609,Laranjeiras,34332069.28
SE,2803708,Macambira,14713743.99
SE,2803807,Malhada dos Bois,14713743.99
SE,2803906,Malhador,19618325.3
SE,2804003,Maruim,29427487.99
SE,2804102,Moita Bonita,19618325.3
SE,2804201,Monte Alegre de Sergipe,24522953.02
SE,2804300,Muribeca,14713743.99
SE,2804409,Neópolis,29427487.99
SE,2804458,Nossa Senhora Aparecida,14713743.99
SE,2804508,Nossa Senhora da Glória,44141231.97
SE,2804607,Nossa Senhora das Dores,34332069.28
SE,2804706,Nossa Senhora de Lourdes,14713743.99
SE,2804805,Nossa Senhora do Socorro,157596539.33
SE,2804904,Pacatuba,24522906.63
SE,2805000,Pedra Mole,14713743.99
SE,2805109,Pedrinhas,14713743.99
SE,2805208,Pinhão,14713743.99
SE,2805307,Pirambu,14713743.99
SE,2805406,Poço Redondo,39236650.64
SE,2805505,Poço Verde,34332069.28
SE,2805604,Porto da Folha,34332069.28
SE,2805703,Propriá,34332069.28
SE,2805802,Riachão do Dantas,29427487.99
SE,2805901,Riachuelo,19618325.3
SE,2806008,Ribeirópolis,29427487.99
SE,2806107,Rosário do Catete,19618325.31
SE,2806206,Salgado,29427487.99
SE,2806305,Santa Luzia do Itanhy,24522906.63
SE,2806404,Santana do São Francisco,14713743.99
SE,2806503,Santa Rosa de Lima,14713743.99
SE,2806602,Santo Amaro das Brotas,19618325.3
SE,2806701,São Cristóvão,73568719.91
SE,2806800,São Domingos,19618325.3
SE,2806909,São Francisco,14713743.99
SE,2807006,São Miguel do Aleixo,14713743.99
SE,2807105,Simão Dias,44141231.97
SE,2807204,Siriri,14713743.99
SE,2807303,Telha,14713743.99
SE,2807402,Tobias Barreto,53950394.58
SE,2807501,Tomar do Geru,19618325.3
SE,2807600,Umbaúba,34332068.47
SP,3500105,Adamantina,38672087.18
SP,3500204,Adolfo,14502032.66
SP,3500303,Aguaí,38672087.18
SP,3500402,Águas da Prata,14502032.66
SP,3500501,Águas de Lindóia,28844415.37
SP,3500550,Águas de Santa Bárbara,14502032.66
SP,3500600,Águas de São Pedro,14502032.66
SP,3500709,Agudos,43506098.04
SP,3500758,Alambari,14502032.66
SP,3500808,Alfredo Marcondes,14502032.66
SP,3500907,Altair,14502032.66
SP,3501004,Altinópolis,24170054.44
SP,3501103,Alto Alegre,14502032.66
SP,3501152,Alumínio,29004065.38
SP,3501202,Álvares Florence,14502032.66
SP,3501301,Álvares Machado,31204667.23
SP,3501400,Álvaro de Carvalho,14502032.66
SP,3501509,Alvinlândia,14502032.66
SP,3501608,Americana,119821017.35
SP,3501707,Américo Brasiliense,43506098.04
SP,3501806,Américo de Campos,14502032.66
SP,3501905,Amparo,62842141.63
SP,3502002,Analândia,14502032.66
SP,3502101,Andradina,53174119.86
SP,3502200,Angatuba,33838076.22
SP,3502309,Anhembi,14503694.18
SP,3502408,Anhumas,14502032.66
SP,3502507,Aparecida,38748193.34
SP,3502606,Aparecida d'Oeste,14502032.66
SP,3502705,Apiaí,33838076.22
SP,3502754,Araçariguama,29004065.38
SP,3502804,Araçatuba,119821017.35
SP,3502903,Araçoiaba da Serra,38672087.18
SP,3503000,Aramina,14502032.66
SP,3503109,Arandu,14502032.66
SP,3503158,Arapeí,14502032.66
SP,3503208,Araraquara,119821015.35
SP,3503307,Araras,87012196.1
SP,3503356,Arco-Íris,14502032.66
SP,3503406,Arealva,14502032.66
SP,3503505,Areias,14502032.66
SP,3503604,Areiópolis,19336103.56
SP,3503703,Ariranha,14502032.66
SP,3503802,Artur Nogueira,53174119.86
SP,3503901,Arujá,72510163.35
SP,3503950,Aspásia,14403354.6
SP,3504008,Assis,77344174.27
SP,3504107,Atibaia,114987006.43
SP,3504206,Auriflama,24170054.44
SP,3504305,Avaí,14502032.66
SP,3504404,Avanhandava,24170054.04
SP,3504503,Avaré,72510163.35
SP,3504602,Bady Bassitt,29004065.88
SP,3504701,Balbinos,14502032.66
SP,3504800,Bálsamo,14502032.66
SP,3504909,Bananal,19336043.58
SP,3505005,Barão de Antonina,14502092.66
SP,3505104,Barbosa,14502032.66
SP,3505203,Bariri,38672087.18
SP,3505302,Barra Bonita,38672087.18
SP,3505351,Barra do Chapéu,14502032.67
SP,3505401,Barra do Turvo,14502032.66
SP,3505500,Barretos,82178185.19
SP,3505609,Barrinha,38672087.18
SP,3505708,Barueri,119821017.35
SP,3505807,Bastos,29004065.38
SP,3505906,Batatais,58008130.71
SP,3506003,Bauru,119821017.35
SP,3506102,Bebedouro,62842141.63
SP,3506201,Bento de Abreu,14502032.66
SP,3506300,Bernardino de Campos,19336043.56
SP,3506359,Bertioga,58008130.71
SP,3506409,Bilac,14502032.66
SP,3506508,Birigui,82178185.19
SP,3506607,Biritiba-Mirim,33224791.41
SP,3506706,Boa Esperança do Sul,24170054.44
SP,3506805,Bocaina,19336043.56
SP,3506904,Bofete,18715707.77
SP,3507001,Boituva,58008130.71
SP,3507100,Bom Jesus dos Perdões,33838076.22
SP,3507159,Bom Sucesso de Itararé,14502032.66
SP,3507209,Borá,14502032.69
SP,3507308,Boracéia,14502032.66
SP,3507407,Borborema,24170054.44
SP,3507456,Borebi,14502032.66
SP,3507506,Botucatu,114987006.43
SP,3507605,Bragança Paulista,119821017.35
SP,3507704,Braúna,14595556.65
SP,3507753,Brejo Alegre,14502032.66
SP,3507803,Brodowski,33838076.22
SP,3507902,Brotas,33838076.22
SP,3508009,Buri,28789831.14
SP,3508108,Buritama,29004065.38
SP,3508207,Buritizal,14502032.66
SP,3508306,Cabrália Paulista,14502032.66
SP,3508405,Cabreúva,53174119.86
SP,3508504,Caçapava,72510163.35
SP,3508603,Cachoeira Paulista,38672087.18
SP,3508702,Caconde,29004065.36
SP,3508801,Cafelândia,29004065.38
SP,3508900,Caiabu,14502032.64
SP,3509007,Caieiras,77344174.29
SP,3509106,Caiuá,14502032.66
SP,3509205,Cajamar,62414536.71
SP,3509254,Cajati,33838076.22
SP,3509304,Cajobi,19452550.19
SP,3509403,Cajuru,33838076.22
SP,3509452,Campina do Monte Alegre,14502032.66
SP,3509502,Campinas,125606217.24
SP,3509601,Campo Limpo Paulista,67676153.2
SP,3509700,Campos do Jordão,53174119.86
SP,3509809,Campos Novos Paulista,14502032.66
SP,3509908,Cananéia,19336043.56
SP,3509957,Canas,14502032.66
SP,3510005,Cândido Mota,38672087.18
SP,3510104,Cândido Rodrigues,14196271.63
SP,3510153,Canitar,14502032.66
SP,3510203,Capão Bonito,48340108.95
SP,3510302,Capela do Alto,29004065.38
SP,3510401,Capivari,53174120.25
SP,3510500,Caraguatatuba,82178185.21
SP,3510609,Carapicuíba,119821017.35
SP,3510708,Cardoso,19330396.92
SP,3510807,Casa Branca,38672087.18
SP,3510906,Cássia dos Coqueiros,14502032.66
SP,3511003,Castilho,29004065.38
