UF,COD,MUNICIPIO,RECEITA_IPTU
RS,4314209,Pedro Osório,441235.71
RS,4314308,Pejuçara,472327.96
RS,4314407,Pelotas,
RS,4314423,Picada Café,2247139.52
RS,4314456,Pinhal,330429.83
RS,4314464,Pinhal da Serra,
RS,4314472,Pinhal Grande,186022.07
RS,4314498,Pinheirinho do Vale,275603.14
RS,4314506,Pinheiro Machado,
RS,4314548,Pinto Bandeira,119047.5
RS,4314555,Pirapó,121233.04
RS,4314605,Piratini,1498558.58
RS,4314704,Planalto,1687901.56
RS,4314753,Poço das Antas,310186.52
RS,4314779,Pontão,387562.6
RS,4314787,Ponte Preta,368.93
RS,4314803,Portão,9853442.97
RS,4314902,Porto Alegre,791686898.68
RS,4315008,Porto Lucena,536713.64
RS,4315057,Porto Mauá,111296.06
RS,4315073,Porto Vera Cruz,111715.72
RS,4315107,Porto Xavier,973939.35
RS,4315131,Pouso Novo,113263.92
RS,4315149,Presidente Lucena,162489.07
RS,4315156,Progresso,441624.9
RS,4315172,Protásio Alves,94115.17
RS,4315206,Putinga,318093.3
RS,4315305,Quaraí,1678314.64
RS,4315313,Quatro Irmãos,92416.7
RS,4315321,Quevedos,
RS,4315354,Quinze de Novembro,918005.58
RS,4315404,Redentora,565403.57
RS,4315453,Relvado,184527.92
RS,4315503,Restinga Seca,2447885.34
RS,4315552,Rio dos Índios,112049.02
RS,4315602,Rio Grande,24625424.83
RS,4315701,Rio Pardo,4179678.96
RS,4315750,Riozinho,589349.74
RS,4315800,Roca Sales,1426285.39
RS,4315909,Rodeio Bonito,813752.32
RS,4315958,Rolador,118520.32
RS,4316006,Rolante,3292488.24
RS,4316105,Ronda Alta,1646617.01
RS,4316204,Rondinha,453726.88
RS,4316303,Roque Gonzales,765247.39
RS,4316402,Rosário do Sul,9253339.16
RS,4316428,Sagrada Família,206127.12
RS,4316436,Saldanha Marinho,502311.14
RS,4316451,Salto do Jacuí,7508520.57
RS,4316477,Salvador das Missões,
RS,4316501,Salvador do Sul,1417003.1
RS,4316600,Sananduva,2678185.61
RS,4316709,Santa Bárbara do Sul,2293108.81
RS,4316733,Santa Cecília do Sul,83819.27
RS,4316758,Santa Clara do Sul,
RS,4316808,Santa Cruz do Sul,52452370.64
RS,4316907,Santa Maria,69979880.19
RS,4316956,Santa Maria do Herval,934170.5
RS,4316972,Santa Margarida do Sul,89106.27
RS,4317004,Santana da Boa Vista,568759.69
RS,4317103,Santana do Livramento,14423356.51
RS,4317202,Santa Rosa,26993510.84
RS,4317251,Santa Tereza,118578.09
RS,4317301,Santa Vitória do Palmar,10252626.23
RS,4317400,Santiago,458659.07
RS,4317509,Santo Ângelo,18551551.59
RS,4317558,Santo Antônio do Palma,142828.73
RS,4317608,Santo Antônio da Patrulha,8717139.88
RS,4317707,Santo Antônio das Missões,1019694.92
RS,4317756,Santo Antônio do Planalto,328413.4
RS,4317806,Santo Augusto,2050690.29
RS,4317905,Santo Cristo,1915652.04
RS,4317954,Santo Expedito do Sul,82447.6
RS,4318002,São Borja,8524722.59
RS,4318051,São Domingos do Sul,348645.14
RS,4318101,São Francisco de Assis,2400383.63
RS,4318200,São Francisco de Paula,6181730.89
RS,4318309,São Gabriel,8352949.52
RS,4318408,São Jerônimo,
RS,4318424,São João da Urtiga,571496.78
RS,4318432,São João do Polêsine,650565.5
RS,4318440,São Jorge,275775.41
RS,4318457,São José das Missões,129531.91
RS,4318465,São José do Herval,145894.12
RS,4318481,São José do Hortêncio,457506.41
RS,4318499,São José do Inhacorá,243083.87
RS,4318507,São José do Norte,2620372.74
RS,4318606,São José do Ouro,534939.51
RS,4318614,São José do Sul,142667.59
RS,4318622,São José dos Ausentes,231498.06
RS,4318705,São Leopoldo,85049387.21
RS,4318804,São Lourenço do Sul,8115962.8
RS,4318903,São Luiz Gonzaga,5413502.09
RS,4319000,São Marcos,4715114.44
RS,4319109,São Martinho,
RS,4319125,São Martinho da Serra,179952.87
RS,4319158,São Miguel das Missões,1245404.5
RS,4319208,São Nicolau,923994.43
RS,4319307,São Paulo das Missões,549047.68
RS,4319356,São Pedro da Serra,690290.7
RS,4319364,São Pedro das Missões,
RS,4319372,São Pedro do Butiá,436839.18
RS,4319406,São Pedro do Sul,3217477.25
RS,4319505,São Sebastião do Caí,6197850.78
RS,4319604,São Sepé,4792650.27
RS,4319703,São Valentim,328543.3
RS,4319711,São Valentim do Sul,208212.14
RS,4319737,São Valério do Sul,49371.25
RS,4319752,São Vendelino,312505.06
RS,4319802,São Vicente do Sul,1524786
RS,4319901,Sapiranga,20694337.23
RS,4320008,Sapucaia do Sul,20835380.72
RS,4320107,Sarandi,3565213.73
RS,4320206,Seberi,1597017.75
RS,4320230,Sede Nova,193852.14
RS,4320263,Segredo,320009.4
RS,4320305,Selbach,1522211.81
RS,4320321,Senador Salgado Filho,196841.61
RS,4320354,Sentinela do Sul,281646.88
RS,4320404,Serafina Corrêa,4986163.57
RS,4320453,Sério,98939.42
RS,4320503,Sertão,822468.81
RS,4320552,Sertão Santana,440101.03
RS,4320578,Sete de Setembro,160441.64
RS,4320602,Severiano de Almeida,382686.46
RS,4320651,Silveira Martins,527498.11
RS,4320677,Sinimbu,422807.35
RS,4320701,Sobradinho,2547386.06
RS,4320800,Soledade,5223413.22
RS,4320859,Tabaí,169898.43
RS,4320909,Tapejara,9889870.44
RS,4321006,Tapera,2783882.88
RS,4321105,Tapes,4972791.16
RS,4321204,Taquara,8179883.56
RS,4321303,Taquari,4516455.57
RS,4321329,Taquaruçu do Sul,238694.54
RS,4321352,Tavares,337758.39
RS,4321402,Tenente Portela,4778826.67
RS,4321436,Terra de Areia,2974578.17
RS,4321451,Teutônia,7744710
RS,4321469,Tio Hugo,572426.94
RS,4321477,Tiradentes do Sul,161998.33
RS,4321493,Toropi,170145.63
RS,4321501,Torres,49071164.12
RS,4321600,Tramandaí,32714015.06
RS,4321626,Travesseiro,261787.78
RS,4321634,Três Arroios,574916.62
RS,4321667,Três Cachoeiras,1627247.06
RS,4321709,Três Coroas,3811121.65
RS,4321808,Três de Maio,5703908.34
RS,4321832,Três Forquilhas,
RS,4321857,Três Palmeiras,369260.44
RS,4321907,Três Passos,13596971.01
RS,4321956,Trindade do Sul,700697.42
RS,4322004,Triunfo,9986766.49
RS,4322103,Tucunduva,1381520.55
RS,4322152,Tunas,325354.47
RS,4322186,Tupanci do Sul,45626.2
RS,4322202,Tupanciretã,5767175.71
RS,4322251,Tupandi,1120727.71
RS,4322301,Tuparendi,1746408.09
RS,4322327,Turuçu,243021.18
RS,4322343,Ubiretama,79760.31
RS,4322350,União da Serra,46385.05
RS,4322376,Unistalda,131738.79
RS,4322400,Uruguaiana,21839421.74
RS,4322509,Vacaria,
RS,4322525,Vale Verde,249355.1
RS,4322533,Vale do Sol,409525.43
RS,4322541,Vale Real,1631957.37
RS,4322558,Vanini,146926.69
RS,4322608,Venâncio Aires,22242813.33
RS,4322707,Vera Cruz,4366858.44
RS,4322806,Veranópolis,7604785.1
RS,4322855,Vespasiano Correa,133475.37
RS,4322905,Viadutos,665748.29
RS,4323002,Viamão,26711710.18
RS,4323101,Vicente Dutra,316527.26
RS,4323200,Victor Graeff,360748.16
RS,4323309,Vila Flores,340427.8
RS,4323358,Vila Lângaro,131405.41
RS,4323408,Vila Maria,456473.47
RS,4323457,Vila Nova do Sul,365655.99
RS,4323507,Vista Alegre,123380.66
RS,4323606,Vista Alegre do Prata,105040.75
RS,4323705,Vista Gaúcha,376180.83
RS,4323754,Vitória das Missões,
RS,4323770,Westfalia,348986
RS,4323804,Xangri-lá,65822403.16
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,1410615.18
SC,4200101,Abelardo Luz,2108880.93
SC,4200200,Agrolândia,1889510.02
SC,4200309,Agronômica,677412.14
SC,4200408,Água Doce,4609536.98
SC,4200507,Águas de Chapecó,389224.43
SC,4200556,Águas Frias,216831.7
SC,4200606,Águas Mornas,288813.2
SC,4200705,Alfredo Wagner,20218851.49
SC,4200754,Alto Bela Vista,198274.46
SC,4200804,Anchieta,237875.42
SC,4200903,Angelina,160226.43
SC,4201000,Anita Garibaldi,2121758.71
SC,4201109,Anitápolis,95004.52
SC,4201208,Antônio Carlos,2381858.48
SC,4201257,Apiúna,1069735.29
SC,4201273,Arabutã,461681.45
SC,4201307,Araquari,9966009.65
SC,4201406,Araranguá,20598553.81
SC,4201505,Armazém,963656.11
SC,4201604,Arroio Trinta,274950.4
SC,4201653,Arvoredo,85744
SC,4201703,Ascurra,1442606.06
SC,4201802,Atalanta,165406.88
SC,4201901,Aurora,462696.9
SC,4201950,Balneário Arroio do Silva,8547898.72
SC,4202008,Balneário Camboriú,204907440.29
SC,4202057,Balneário Barra do Sul,9312895.34
SC,4202073,Balneário Gaivota,8199564.75
SC,4202081,Bandeirante,429168.16
SC,4202099,Barra Bonita,51878.85
SC,4202107,Barra Velha,21956815.79
SC,4202131,Bela Vista do Toldo,472248.96
SC,4202156,Belmonte,99432.26
SC,4202206,Benedito Novo,1161386.36
SC,4202305,Biguaçu,13984900.82
SC,4202404,Blumenau,143942096.53
SC,4202438,Bocaina do Sul,
SC,4202453,Bombinhas,45012806.74
SC,4202503,Bom Jardim da Serra,255105.15
SC,4202537,Bom Jesus,773811.6
SC,4202578,Bom Jesus do Oeste,
SC,4202602,Bom Retiro,947356.43
SC,4202701,Botuverá,890248.88
SC,4202800,Braço do Norte,6254074.87
SC,4202859,Braço do Trombudo,1592492.36
SC,4202875,Brunópolis,
SC,4202909,Brusque,48763758.19
SC,4203006,Caçador,10250023.42
SC,4203105,Caibi,
SC,4203154,Calmon,25654.97
SC,4203204,Camboriú,26001475.72
SC,4203253,Capão Alto,113684.97
SC,4203303,Campo Alegre,1835505.86
SC,4203402,Campo Belo do Sul,2494920.6
SC,4203501,Campo Erê,
SC,4203600,Campos Novos,20218851.49
SC,4203709,Canelinha,
SC,4203808,Canoinhas,9384931.2
SC,4203907,Capinzal,13060454.24
SC,4203956,Capivari de Baixo,13708039.17
SC,4204004,Catanduvas,2006017.77
SC,4204103,Caxambu do Sul,330480.96
SC,4204152,Celso Ramos,
SC,4204178,Cerro Negro,138788.57
SC,4204194,Chapadão do Lageado,92938.7
SC,4204202,Chapecó,48784175.6
SC,4204251,Cocal do Sul,8142802.54
SC,4204301,Concórdia,15189481.27
SC,4204350,Cordilheira Alta,933318.31
SC,4204400,Coronel Freitas,
SC,4204459,Coronel Martins,446043.62
SC,4204509,Corupá,2301235.52
SC,4204558,Correia Pinto,9971979.97
SC,4204608,Criciúma,192277415.89
SC,4204707,Cunha Porã,1911801.45
SC,4204756,Cunhataí,173594.4
SC,4204806,Curitibanos,7423721.39
SC,4204905,Descanso,2858021.14
SC,4205001,Dionísio Cerqueira,1480744.13
SC,4205100,Dona Emma,443802.02
SC,4205159,Doutor Pedrinho,484820.93
SC,4205175,Entre Rios,400088.47
SC,4205191,Ermo,58180.95
SC,4205209,Erval Velho,1321805.49
SC,4205308,Faxinal dos Guedes,3421123.27
SC,4205357,Flor do Sertão,51322.06
SC,4205407,Florianópolis,458162839.76
SC,4205431,Formosa do Sul,197151.02
SC,4205456,Forquilhinha,4945932.5
SC,4205506,Fraiburgo,3344409.3
SC,4205555,Frei Rogério,83501.85
SC,4205605,Galvão,167423.88
SC,4205704,Garopaba,22102097.84
SC,4205803,Garuva,4087821.62
SC,4205902,Gaspar,17845551.97
SC,4206009,Governador Celso Ramos,18212478.05
SC,4206108,Grão Pará,1935282.34
SC,4206207,Gravatal,1429174.58
SC,4206306,Guabiruba,3886346.41
SC,4206405,Guaraciaba,987213.43
SC,4206504,Guaramirim,7019956.18
SC,4206603,Guarujá do Sul,598047.88
SC,4206652,Guatambú,686346.22
SC,4206702,Herval d'Oeste,9764740.3
SC,4206751,Ibiam,471090.78
SC,4206801,Ibicaré,
SC,4206900,Ibirama,3249991.7
SC,4207007,Içara,
SC,4207106,Ilhota,11634453.79
SC,4207205,Imaruí,
SC,4207304,Imbituba,14306222.19
SC,4207403,Imbuia,519370.39
SC,4207502,Indaial,18366146.93
SC,4207577,Iomerê,1435940.17
SC,4207601,Ipira,297461.75
SC,4207650,Iporã do Oeste,1290796.24
SC,4207684,Ipuaçu,137178.4
SC,4207700,Ipumirim,432209.9
SC,4207759,Iraceminha,
SC,4207809,Irani,1012019.88
SC,4207858,Irati,
SC,4207908,Irineópolis,1352760.41
SC,4208005,Itá,770875.02
SC,4208104,Itaiópolis,8801819.98
SC,4208203,Itajaí,110928854.56
SC,4208302,Itapema,
SC,4208401,Itapiranga,2704890.02
SC,4208450,Itapoá,20218837.02
SC,4208500,Ituporanga,8025310.34
SC,4208609,Jaborá,255084.72
SC,4208708,Jacinto Machado,993336.72
SC,4208807,Jaguaruna,9188972.81
SC,4208906,Jaraguá do Sul,162657850.33
SC,4208955,Jardinópolis,199733.79
SC,4209003,Joaçaba,41411319.78
SC,4209102,Joinville,233295832.9
SC,4209151,José Boiteux,201238.67
SC,4209177,Jupiá,
SC,4209201,Lacerdópolis,96816.06
SC,4209300,Lages,29174519.26
SC,4209409,Laguna,40489388.04
SC,4209458,Lajeado Grande,373369.27
SC,4209508,Laurentino,849573.48
SC,4209607,Lauro Muller,
SC,4209706,Lebon Régis,904038.75
SC,4209805,Leoberto Leal,
SC,4209854,Lindóia do Sul,314108.23
SC,4209904,Lontras,1311800.68
SC,4210001,Luiz Alves,2136970.54
SC,4210035,Luzerna,836827.77
SC,4210050,Macieira,1059260.18
SC,4210100,Mafra,10588714.45
SC,4210209,Major Gercino,96631.14
SC,4210308,Major Vieira,603955.37
SC,4210407,Maracajá,
SC,4210506,Maravilha,21256558
SC,4210555,Marema,212513.53
SC,4210605,Massaranduba,2396072.32
SC,4210704,Matos Costa,61968.45
SC,4210803,Meleiro,827574.26
SC,4210852,Mirim Doce,222781.33
SC,4210902,Modelo,866630.78
SC,4211009,Mondaí,
SC,4211058,Monte Carlo,790613.03
SC,4211108,Monte Castelo,501694.87
SC,4211207,Morro da Fumaça,1589648.98
SC,4211256,Morro Grande,284496.53
SC,4211306,Navegantes,102164790.29
SC,4211405,Nova Erechim,802953.66
SC,4211454,Nova Itaberaba,322317.32
SC,4211504,Nova Trento,3421991.42
SC,4211603,Nova Veneza,6062382.99
SC,4211652,Novo Horizonte,74610.06
SC,4211702,Orleans,12688898.91
SC,4211751,Otacílio Costa,1624426.74
SC,4211801,Ouro,304595.57
SC,4211850,Ouro Verde,16142.35
SC,4211876,Paial,65657.78
SC,4211892,Painel,70528.72
SC,4211900,Palhoça,64083602.2
SC,4212007,Palma Sola,783567.89
SC,4212056,Palmeira,37015.73
SC,4212106,Palmitos,1830543.2
SC,4212205,Papanduva,1503334.04
SC,4212239,Paraíso,195352.98
SC,4212254,Passo de Torres,
SC,4212270,Passos Maia,152394.31
SC,4212304,Paulo Lopes,1619622.15
SC,4212403,Pedras Grandes,
SC,4212502,Penha,15235501.4
SC,4212601,Peritiba,359011.73
SC,4212650,Pescaria Brava,3195222.69
SC,4212700,Petrolândia,247463.43
SC,4212809,Piçarras,40293589.73
SC,4212908,Pinhalzinho,7236943.96
SC,4213005,Pinheiro Preto,171521.59
SC,4213104,Piratuba,1021172.05
SC,4213153,Planalto Alegre,215084.12
SC,4213203,Pomerode,7276186.92
SC,4213302,Ponte Alta,236487.32
SC,4213351,Ponte Alta do Norte,1523979.26
SC,4213401,Ponte Serrada,3027524.64
SC,4213500,Porto Belo,27112355.11
SC,4213609,Porto União,8377645.4
SC,4213708,Pouso Redondo,1534661.14
SC,4213807,Praia Grande,1149754.65
SC,4213906,Presidente Castelo Branco,
SC,4214003,Presidente Getúlio,4431215.18
SC,4214102,Presidente Nereu,137617.34
SC,4214151,Princesa,210291.52
SC,4214201,Quilombo,
SC,4214300,Rancho Queimado,1917411.49
SC,4214409,Rio das Antas,382391.62
SC,4214508,Rio do Campo,662418.53
SC,4214607,Rio do Oeste,840726.27
SC,4214706,Rio dos Cedros,2526862.97
SC,4214805,Rio do Sul,27741061.19
SC,4214904,Rio Fortuna,
SC,4215000,Rio Negrinho,5758564.53
SC,4215059,Rio Rufino,126363.5
SC,4215075,Riqueza,
SC,4215109,Rodeio,2547787.35
SC,4215208,Romelândia,192116.14
SC,4215307,Salete,911010.31
SC,4215356,Saltinho,1191419.43
SC,4215406,Salto Veloso,969715.01
SC,4215455,Sangão,529831.17
SC,4215505,Santa Cecília,1881197.9
SC,4215554,Santa Helena,23756.66
SC,4215604,Santa Rosa de Lima,
SC,4215653,Santa Rosa do Sul,746646.23
SC,4215679,Santa Terezinha,236322.14
SC,4215687,Santa Terezinha do Progresso,78931.02
SC,4215695,Santiago do Sul,112100.95
SC,4215703,Santo Amaro da Imperatriz,6266526.13
SC,4215752,São Bernardino,
SC,4215802,São Bento do Sul,27338851.95
SC,4215901,São Bonifácio,248084.72
SC,4216008,São Carlos,819867.51
SC,4216057,São Cristovão do Sul,2917567.14
SC,4216107,São Domingos,347024.6
SC,4216206,São Francisco do Sul,17523921.05
SC,4216255,São João do Oeste,623930.51
SC,4216305,São João Batista,12267354.91
SC,4216354,São João do Itaperiú,387098.89
SC,4216404,São João do Sul,434533.4
SC,4216503,São Joaquim,5022376.13
SC,4216602,São José,118392119.26
SC,4216701,São José do Cedro,2033119.37
SC,4216800,São José do Cerrito,2072822.59
SC,4216909,São Lourenço do Oeste,18609040.58
SC,4217006,São Ludgero,1540185.65
SC,4217105,São Martinho,83719.2
SC,4217154,São Miguel da Boa Vista,66013.53
SC,4217204,São Miguel do Oeste,35477224.49
SC,4217253,São Pedro de Alcântara,624241
SC,4217303,Saudades,1051932.09
SC,4217402,Schroeder,3175765.12
SC,4217501,Seara,1882600.76
SC,4217550,Serra Alta,544404.39
SC,4217600,Siderópolis,1205259.32
SC,4217709,Sombrio,16318938.34
SC,4217758,Sul Brasil,159512.64
SC,4217808,Taió,3171464.55
SC,4217907,Tangará,1452663.59
SC,4217956,Tigrinhos,199628.88
SC,4218004,Tijucas,6965092.03
SC,4218103,Timbé do Sul,496018.24
SC,4218202,Timbó,13242238.64
SC,4218251,Timbó Grande,330591.57
SC,4218301,Três Barras,1637518.39
SC,4218350,Treviso,159083.05
SC,4218400,Treze de Maio,
SC,4218509,Treze Tílias,1215749.39
SC,4218608,Trombudo Central,730349.56
SC,4218707,Tubarão,109941485.13
SC,4218756,Tunápolis,1191462.19
SC,4218806,Turvo,1888476.05
SC,4218855,União do Oeste,834100.53
SC,4218905,Urubici,4702055.89
SC,4218954,Urupema,108117.68
SC,4219002,Urussanga,
SC,4219101,Vargeão,2253225.6
SC,4219150,Vargem,107295.65
SC,4219176,Vargem Bonita,91960.91
SC,4219200,Vidal Ramos,451357.16
SC,4219309,Videira,11931006.61
SC,4219358,Vitor Meireles,282096.12
SC,4219408,Witmarsum,180103.7
SC,4219507,Xanxerê,9618437.97
SC,4219606,Xavantina,288831.51
SC,4219705,Xaxim,14218237.45
SC,4219853,Zortéa,180531.35
SC,4220000,Balneário Rincão,7458517.66
SC,4299919,São Miguel,
SE,2800100,Amparo de São Francisco,25309.99
SE,2800209,Aquidabã,160901.3
SE,2800308,Aracaju,291211759.53
SE,2800407,Arauá,11116.38
SE,2800506,Areia Branca,4524.2
SE,2800605,Barra dos Coqueiros,15680844.9
SE,2800670,Boquim,147590.26
SE,2800704,Brejo Grande,
SE,2801009,Campo do Brito,568528.36
SE,2801108,Canhoba,1734.73
SE,2801207,Canindé de São Francisco,307112.38
SE,2801306,Capela,536793.16
SE,2801405,Carira,66825.18
SE,2801504,Carmópolis,1547643.62
SE,2801603,Cedro de São João,16350.64
SE,2801702,Cristinápolis,13563.37
SE,2801900,Cumbe,1433.22
SE,2802007,Divina Pastora,330.09
SE,2802106,Estância,7985282.53
SE,2802205,Feira Nova,2865.66
SE,2802304,Frei Paulo,53839.44
SE,2802403,Gararu,11943.05
SE,2802502,General Maynard,20
SE,2802601,Gracho Cardoso,1063.01
SE,2802700,Ilha das Flores,10239.5
SE,2802809,Indiaroba,206293.47
SE,2802908,Itabaiana,8664748.78
SE,2803005,Itabaianinha,514512.57
SE,2803104,Itabi,3188.5
SE,2803203,Itaporanga d'Ajuda,2012853.79
SE,2803302,Japaratuba,689701.31
SE,2803401,Japoatã,163256.52
SE,2803500,Lagarto,10054330.39
SE,2803609,Laranjeiras,1121171.87
SE,2803708,Macambira,36099.76
SE,2803807,Malhada dos Bois,115.12
SE,2803906,Malhador,358.82
SE,2804003,Maruim,87415.21
SE,2804102,Moita Bonita,151363.58
SE,2804201,Monte Alegre de Sergipe,25230.85
SE,2804300,Muribeca,1198.01
SE,2804409,Neópolis,132557.54
SE,2804458,Nossa Senhora Aparecida,47430.75
SE,2804508,Nossa Senhora da Glória,2338786.48
SE,2804607,Nossa Senhora das Dores,229572.16
SE,2804706,Nossa Senhora de Lourdes,17977.87
SE,2804805,Nossa Senhora do Socorro,6810834.44
SE,2804904,Pacatuba,725.29
SE,2805000,Pedra Mole,11982.09
SE,2805109,Pedrinhas,27391.52
SE,2805208,Pinhão,9208.35
SE,2805307,Pirambu,62670.56
SE,2805406,Poço Redondo,15843.56
SE,2805505,Poço Verde,754429.73
SE,2805604,Porto da Folha,10310.23
SE,2805703,Propriá,917213.49
SE,2805802,Riachão do Dantas,30208.41
SE,2805901,Riachuelo,8249.82
SE,2806008,Ribeirópolis,218662.61
SE,2806107,Rosário do Catete,183731.67
SE,2806206,Salgado,24850.45
SE,2806305,Santa Luzia do Itanhy,779.8
SE,2806404,Santana do São Francisco,10555.91
SE,2806503,Santa Rosa de Lima,159.01
SE,2806602,Santo Amaro das Brotas,29989.46
SE,2806701,São Cristóvão,5177197.58
SE,2806800,São Domingos,7035.29
SE,2806909,São Francisco,6685.08
SE,2807006,São Miguel do Aleixo,11224.72
SE,2807105,Simão Dias,568958.2
SE,2807204,Siriri,6526.2
SE,2807303,Telha,1647.9
SE,2807402,Tobias Barreto,1737137.57
SE,2807501,Tomar do Geru,85934.9
SE,2807600,Umbaúba,196682
SP,3500105,Adamantina,12850791.98
SP,3500204,Adolfo,1641052.94
SP,3500303,Aguaí,4399627.98
SP,3500402,Águas da Prata,2544847.48
SP,3500501,Águas de Lindóia,21562573.17
SP,3500550,Águas de Santa Bárbara,9434277.38
SP,3500600,Águas de São Pedro,5708529.06
SP,3500709,Agudos,3264225.21
SP,3500758,Alambari,395539.08
SP,3500808,Alfredo Marcondes,465435.01
SP,3500907,Altair,154931.88
SP,3501004,Altinópolis,3981257.61
SP,3501103,Alto Alegre,673029.27
SP,3501152,Alumínio,2570731.13
SP,3501202,Álvares Florence,697037.13
SP,3501301,Álvares Machado,3423255.07
SP,3501400,Álvaro de Carvalho,152304.46
SP,3501509,Alvinlândia,215856.68
SP,3501608,Americana,101046641.68
SP,3501707,Américo Brasiliense,2836212.29
SP,3501806,Américo de Campos,836195.88
SP,3501905,Amparo,37905203.81
SP,3502002,Analândia,2199208.63
SP,3502101,Andradina,18118827.82
SP,3502200,Angatuba,2799083.57
SP,3502309,Anhembi,801965.04
SP,3502408,Anhumas,429958.03
SP,3502507,Aparecida,11279643.3
SP,3502606,Aparecida d'Oeste,462884.69
SP,3502705,Apiaí,1913928.13
SP,3502754,Araçariguama,3858892.42
SP,3502804,Araçatuba,55061662.14
SP,3502903,Araçoiaba da Serra,18267156.81
SP,3503000,Aramina,281568.6
SP,3503109,Arandu,4448216.56
SP,3503158,Arapeí,185067.42
SP,3503208,Araraquara,99957340.92
SP,3503307,Araras,68094781.92
SP,3503356,Arco-Íris,39734.57
SP,3503406,Arealva,1150471.81
SP,3503505,Areias,136946.08
SP,3503604,Areiópolis,556852.76
SP,3503703,Ariranha,670571.67
SP,3503802,Artur Nogueira,19492551.13
SP,3503901,Arujá,49528949.16
SP,3503950,Aspásia,196354.9
SP,3504008,Assis,40874103.38
SP,3504107,Atibaia,143049745.99
SP,3504206,Auriflama,3584277.39
SP,3504305,Avaí,573386.79
SP,3504404,Avanhandava,2206109.67
SP,3504503,Avaré,35764500.8
SP,3504602,Bady Bassitt,9064738.4
SP,3504701,Balbinos,89077.24
SP,3504800,Bálsamo,1586883.94
SP,3504909,Bananal,1319146.12
SP,3505005,Barão de Antonina,183593.87
SP,3505104,Barbosa,70010.68
SP,3505203,Bariri,9340908.14
SP,3505302,Barra Bonita,9627863.25
SP,3505351,Barra do Chapéu,187977.16
SP,3505401,Barra do Turvo,268641.6
SP,3505500,Barretos,79109029.58
SP,3505609,Barrinha,3327299.02
SP,3505708,Barueri,57770502.59
SP,3505807,Bastos,3427122.69
SP,3505906,Batatais,14980520.99
SP,3506003,Bauru,174008412.02
SP,3506102,Bebedouro,21284180.97
SP,3506201,Bento de Abreu,513109.6
SP,3506300,Bernardino de Campos,2550189.73
SP,3506359,Bertioga,190199265.16
SP,3506409,Bilac,1249593.27
SP,3506508,Birigui,53221835.81
SP,3506607,Biritiba-Mirim,3460791.37
SP,3506706,Boa Esperança do Sul,1798286.87
SP,3506805,Bocaina,3036977.94
SP,3506904,Bofete,2747173.45
SP,3507001,Boituva,21662306.95
SP,3507100,Bom Jesus dos Perdões,13069113.23
SP,3507159,Bom Sucesso de Itararé,204996.87
SP,3507209,Borá,22452.07
SP,3507308,Boracéia,181088.91
SP,3507407,Borborema,3510417.32
SP,3507456,Borebi,223679.23
SP,3507506,Botucatu,41643625.65
SP,3507605,Bragança Paulista,145990902.29
SP,3507704,Braúna,651547.62
SP,3507753,Brejo Alegre,397936.23
SP,3507803,Brodowski,7310982.32
SP,3507902,Brotas,8560662.92
SP,3508009,Buri,2297427.52
SP,3508108,Buritama,4534622.3
SP,3508207,Buritizal,345898.63
SP,3508306,Cabrália Paulista,248769.64
SP,3508405,Cabreúva,12118052.56
SP,3508504,Caçapava,22509908.71
SP,3508603,Cachoeira Paulista,5627470
SP,3508702,Caconde,3176953.05
SP,3508801,Cafelândia,2041598.46
SP,3508900,Caiabu,454550.95
SP,3509007,Caieiras,30539171.36
SP,3509106,Caiuá,177049.27
SP,3509205,Cajamar,70705604.78
SP,3509254,Cajati,5586780.42
SP,3509304,Cajobi,778666.89
SP,3509403,Cajuru,4331829.78
SP,3509452,Campina do Monte Alegre,918781.94
SP,3509502,Campinas,1258121172.16
SP,3509601,Campo Limpo Paulista,40200536.47
SP,3509700,Campos do Jordão,61150272.08
SP,3509809,Campos Novos Paulista,656751.92
SP,3509908,Cananéia,5327863.43
SP,3509957,Canas,463163.61
SP,3510005,Cândido Mota,8207494.65
SP,3510104,Cândido Rodrigues,649231.27
SP,3510153,Canitar,418687.44
SP,3510203,Capão Bonito,8544523.72
SP,3510302,Capela do Alto,
SP,3510401,Capivari,17299187.12
SP,3510500,Caraguatatuba,96840184.61
SP,3510609,Carapicuíba,79230862.71
SP,3510708,Cardoso,1527256.22
SP,3510807,Casa Branca,8044966.11
SP,3510906,Cássia dos Coqueiros,381680.1
SP,3511003,Castilho,2574527.96
SP,3511102,Catanduva,67781391.64
SP,3511201,Catiguá,682596.74
SP,3511300,Cedral,2237998.5
SP,3511409,Cerqueira César,3926370.63
SP,3511508,Cerquilho,13046635.39
SP,3511607,Cesário Lange,1540272.76
SP,3511706,Charqueada,4632767.96
SP,3511904,Clementina,738433.37
SP,3512001,Colina,3541235.77
SP,3512100,Colômbia,321986.56
SP,3512209,Conchal,13213924.52
SP,3512308,Conchas,3983456.2
SP,3512407,Cordeirópolis,7077264.87
SP,3512506,Coroados,783445.1
SP,3512605,Coronel Macedo,301457.42
SP,3512704,Corumbataí,1055884.65
SP,3512803,Cosmópolis,12662078.64
SP,3512902,Cosmorama,2317471.25
SP,3513009,Cotia,158055582.82
SP,3513108,Cravinhos,13935128.03
SP,3513207,Cristais Paulista,1025749.22
